id,city,daypart,visit_daypart,year,daypart_index
743170,Nha Trang,0h - 9h,30.0,2019,1
743236,Hà Nội,0h - 9h,5.0,2019,1
743253,Đà Nẵng,0h - 9h,3.0,2019,1
743253,Đà Nẵng,11h - 14h,5.0,2019,3
743290,Hồ Chí Minh,17h - 21h,4.0,2019,5
743290,Hồ Chí Minh,9h - 11h,4.0,2019,2
743290,Hồ Chí Minh,14h - 17h,3.0,2019,4
743338,Hà Nội,21h+,1.0,2019,6
743338,Hà Nội,17h - 21h,2.0,2019,5
743341,Hải Phòng,0h - 9h,5.0,2019,1
743355,Đà Nẵng,0h - 9h,20.0,2019,1
743362,Hải Phòng,14h - 17h,4.0,2019,4
743362,Hải Phòng,0h - 9h,4.0,2019,1
743600,Đà Nẵng,0h - 9h,25.0,2019,1
743600,Đà Nẵng,17h - 21h,25.0,2019,5
743628,Hồ Chí Minh,9h - 11h,4.0,2019,2
743645,Đà Nẵng,9h - 11h,2.0,2019,2
743645,Đà Nẵng,17h - 21h,2.0,2019,5
743645,Đà Nẵng,11h - 14h,3.0,2019,3
743645,Đà Nẵng,14h - 17h,3.0,2019,4
743669,Hải Phòng,0h - 9h,2.0,2019,1
743669,Hải Phòng,9h - 11h,8.0,2019,2
743670,Hồ Chí Minh,0h - 9h,7.0,2019,1
743670,Hồ Chí Minh,14h - 17h,4.0,2019,4
743762,Hồ Chí Minh,9h - 11h,4.0,2019,2
743762,Hồ Chí Minh,14h - 17h,4.0,2019,4
743790,Nha Trang,0h - 9h,30.0,2019,1
743936,Đà Nẵng,14h - 17h,2.0,2019,4
743936,Đà Nẵng,17h - 21h,2.0,2019,5
744018,Hà Nội,14h - 17h,2.0,2019,4
744018,Hà Nội,0h - 9h,1.0,2019,1
744031,Hà Nội,11h - 14h,2.0,2019,3
744031,Hà Nội,9h - 11h,3.0,2019,2
744036,Đà Nẵng,0h - 9h,30.0,2019,1
744065,Nha Trang,14h - 17h,3.0,2019,4
744065,Nha Trang,9h - 11h,5.0,2019,2
744065,Nha Trang,17h - 21h,5.0,2019,5
744065,Nha Trang,11h - 14h,6.0,2019,3
744065,Nha Trang,0h - 9h,5.0,2019,1
744137,Đà Nẵng,11h - 14h,6.0,2019,3
744137,Đà Nẵng,9h - 11h,7.0,2019,2
744137,Đà Nẵng,14h - 17h,7.0,2019,4
744137,Đà Nẵng,0h - 9h,10.0,2019,1
744212,Hồ Chí Minh,14h - 17h,3.0,2019,4
744212,Hồ Chí Minh,9h - 11h,5.0,2019,2
744276,Hồ Chí Minh,11h - 14h,3.0,2019,3
744276,Hồ Chí Minh,14h - 17h,9.0,2019,4
744276,Hồ Chí Minh,0h - 9h,3.0,2019,1
744338,Nha Trang,0h - 9h,4.0,2019,1
744338,Nha Trang,17h - 21h,6.0,2019,5
744338,Nha Trang,11h - 14h,5.0,2019,3
744338,Nha Trang,14h - 17h,6.0,2019,4
744338,Nha Trang,9h - 11h,4.0,2019,2
744362,Hà Nội,21h+,1.0,2019,6
744362,Hà Nội,9h - 11h,2.0,2019,2
744379,Hà Nội,17h - 21h,4.0,2019,5
744379,Hà Nội,0h - 9h,4.0,2019,1
744379,Hà Nội,21h+,4.0,2019,6
744391,Hồ Chí Minh,9h - 11h,6.0,2019,2
744398,Hồ Chí Minh,17h - 21h,6.0,2019,5
744478,Đà Nẵng,0h - 9h,20.0,2019,1
744478,Đà Nẵng,9h - 11h,5.0,2019,2
744540,Hà Nội,9h - 11h,3.0,2019,2
744554,Hà Nội,9h - 11h,4.0,2019,2
744565,Nha Trang,0h - 9h,5.0,2019,1
744565,Nha Trang,11h - 14h,5.0,2019,3
744570,Hồ Chí Minh,17h - 21h,16.0,2019,5
744702,Hồ Chí Minh,9h - 11h,1.0,2019,2
744702,Hồ Chí Minh,17h - 21h,2.0,2019,5
744783,Hà Nội,17h - 21h,6.0,2019,5
744830,Nha Trang,21h+,1.0,2019,6
744830,Nha Trang,17h - 21h,6.0,2019,5
744830,Nha Trang,14h - 17h,1.0,2019,4
744830,Nha Trang,9h - 11h,1.0,2019,2
744830,Nha Trang,0h - 9h,20.0,2019,1
744830,Nha Trang,11h - 14h,1.0,2019,3
744935,Đà Nẵng,17h - 21h,9.0,2019,5
744949,Hồ Chí Minh,0h - 9h,8.0,2019,1
744957,Hồ Chí Minh,0h - 9h,30.0,2019,1
744991,Hà Nội,17h - 21h,4.0,2019,5
745008,Hồ Chí Minh,9h - 11h,2.0,2019,2
745008,Hồ Chí Minh,14h - 17h,2.0,2019,4
745139,Hải Phòng,17h - 21h,4.0,2019,5
745160,Đà Nẵng,17h - 21h,10.0,2019,5
745160,Đà Nẵng,0h - 9h,4.0,2019,1
745541,Đà Nẵng,0h - 9h,30.0,2019,1
745573,Đà Nẵng,0h - 9h,3.0,2019,1
745573,Đà Nẵng,11h - 14h,1.0,2019,3
745579,Hồ Chí Minh,17h - 21h,8.0,2019,5
745579,Hồ Chí Minh,0h - 9h,25.0,2019,1
745581,Hồ Chí Minh,0h - 9h,10.0,2019,1
745581,Hồ Chí Minh,0h - 9h,23.0,2019,1
745728,Đà Nẵng,17h - 21h,1.0,2019,5
745728,Đà Nẵng,14h - 17h,2.0,2019,4
745728,Đà Nẵng,9h - 11h,5.0,2019,2
745753,Đà Nẵng,14h - 17h,12.0,2019,4
745753,Đà Nẵng,0h - 9h,18.0,2019,1
745812,Hồ Chí Minh,17h - 21h,4.0,2019,5
745812,Hồ Chí Minh,9h - 11h,3.0,2019,2
745827,Đà Nẵng,9h - 11h,3.0,2019,2
745827,Đà Nẵng,11h - 14h,9.0,2019,3
746013,Đà Nẵng,9h - 11h,4.0,2019,2
746038,Hồ Chí Minh,0h - 9h,10.0,2019,1
746038,Hồ Chí Minh,17h - 21h,5.0,2019,5
746047,Đà Nẵng,17h - 21h,3.0,2019,5
746199,Hà Nội,14h - 17h,3.0,2019,4
746310,Hà Nội,14h - 17h,3.0,2019,4
746310,Hà Nội,9h - 11h,3.0,2019,2
746310,Hà Nội,0h - 9h,2.0,2019,1
746310,Hà Nội,17h - 21h,2.0,2019,5
746410,Hà Nội,0h - 9h,4.0,2019,1
746432,Đà Nẵng,0h - 9h,20.0,2019,1
746554,Hải Phòng,9h - 11h,3.0,2019,2
746554,Hải Phòng,0h - 9h,7.0,2019,1
746594,Hà Nội,9h - 11h,2.0,2019,2
746594,Hà Nội,14h - 17h,1.0,2019,4
746594,Hà Nội,17h - 21h,1.0,2019,5
746729,Hải Phòng,0h - 9h,2.0,2019,1
746729,Hải Phòng,9h - 11h,2.0,2019,2
746896,Hà Nội,11h - 14h,2.0,2019,3
746896,Hà Nội,17h - 21h,4.0,2019,5
746896,Hà Nội,21h+,2.0,2019,6
746931,Hồ Chí Minh,17h - 21h,8.0,2019,5
746931,Hồ Chí Minh,0h - 9h,10.0,2019,1
746969,Hà Nội,17h - 21h,3.0,2019,5
746969,Hà Nội,11h - 14h,3.0,2019,3
746969,Hà Nội,21h+,3.0,2019,6
746996,Hà Nội,21h+,4.0,2019,6
746996,Hà Nội,17h - 21h,2.0,2019,5
747026,Hải Phòng,0h - 9h,3.0,2019,1
747125,Cần Thơ,0h - 9h,30.0,2019,1
747134,Hà Nội,21h+,3.0,2019,6
747134,Hà Nội,17h - 21h,5.0,2019,5
747134,Hà Nội,11h - 14h,4.0,2019,3
747152,Đà Nẵng,9h - 11h,3.0,2019,2
747241,Hà Nội,21h+,4.0,2019,6
747241,Hà Nội,17h - 21h,6.0,2019,5
747246,Hải Phòng,17h - 21h,8.0,2019,5
747293,Hà Nội,14h - 17h,2.0,2019,4
747293,Hà Nội,9h - 11h,2.0,2019,2
747354,Hồ Chí Minh,0h - 9h,10.0,2019,1
747383,Hà Nội,14h - 17h,3.0,2019,4
747383,Hà Nội,21h+,2.0,2019,6
747383,Hà Nội,17h - 21h,3.0,2019,5
747389,Hồ Chí Minh,0h - 9h,6.0,2019,1
747410,Hồ Chí Minh,0h - 9h,10.0,2019,1
747410,Hồ Chí Minh,0h - 9h,20.0,2019,1
747411,Hải Phòng,11h - 14h,6.0,2019,3
747544,Hà Nội,14h - 17h,2.0,2019,4
747544,Hà Nội,17h - 21h,2.0,2019,5
747553,Hà Nội,17h - 21h,3.0,2019,5
747553,Hà Nội,9h - 11h,2.0,2019,2
747578,Hà Nội,17h - 21h,4.0,2019,5
747636,Hồ Chí Minh,14h - 17h,4.0,2019,4
747636,Hồ Chí Minh,9h - 11h,4.0,2019,2
747694,Hà Nội,17h - 21h,4.0,2019,5
747704,Hồ Chí Minh,14h - 17h,1.0,2019,4
747704,Hồ Chí Minh,17h - 21h,3.0,2019,5
747766,Hồ Chí Minh,0h - 9h,20.0,2019,1
747766,Hồ Chí Minh,0h - 9h,10.0,2019,1
747835,Hà Nội,0h - 9h,3.0,2019,1
747835,Hà Nội,17h - 21h,5.0,2019,5
747860,Hà Nội,17h - 21h,4.0,2019,5
747978,Đà Nẵng,14h - 17h,10.0,2019,4
747978,Đà Nẵng,17h - 21h,5.0,2019,5
747978,Đà Nẵng,0h - 9h,20.0,2019,1
747983,Đà Nẵng,0h - 9h,30.0,2019,1
748020,Hồ Chí Minh,9h - 11h,8.0,2019,2
748029,Hồ Chí Minh,17h - 21h,4.0,2019,5
748029,Hồ Chí Minh,0h - 9h,4.0,2019,1
748057,Hồ Chí Minh,0h - 9h,30.0,2019,1
748086,Hà Nội,14h - 17h,4.0,2019,4
748086,Hà Nội,0h - 9h,4.0,2019,1
748086,Hà Nội,17h - 21h,4.0,2019,5
748160,Hồ Chí Minh,14h - 17h,5.0,2019,4
748160,Hồ Chí Minh,0h - 9h,25.0,2019,1
748184,Hà Nội,9h - 11h,1.0,2019,2
748184,Hà Nội,14h - 17h,1.0,2019,4
748184,Hà Nội,17h - 21h,2.0,2019,5
748185,Hà Nội,9h - 11h,2.0,2019,2
748185,Hà Nội,14h - 17h,1.0,2019,4
748242,Đà Nẵng,0h - 9h,5.0,2019,1
748242,Đà Nẵng,9h - 11h,7.0,2019,2
748265,Hà Nội,17h - 21h,3.0,2019,5
748285,Hồ Chí Minh,0h - 9h,30.0,2019,1
748304,Hồ Chí Minh,0h - 9h,10.0,2019,1
748364,Hồ Chí Minh,11h - 14h,1.0,2019,3
748364,Hồ Chí Minh,9h - 11h,1.0,2019,2
748364,Hồ Chí Minh,17h - 21h,3.0,2019,5
748373,Đà Nẵng,0h - 9h,20.0,2019,1
748373,Đà Nẵng,14h - 17h,10.0,2019,4
748374,Đà Nẵng,0h - 9h,3.0,2019,1
748374,Đà Nẵng,9h - 11h,4.0,2019,2
748393,Hà Nội,17h - 21h,8.0,2019,5
748418,Hồ Chí Minh,0h - 9h,5.0,2019,1
748497,Hồ Chí Minh,0h - 9h,30.0,2019,1
748528,Hồ Chí Minh,0h - 9h,4.0,2019,1
748554,Hà Nội,17h - 21h,6.0,2019,5
748563,Hồ Chí Minh,0h - 9h,30.0,2019,1
748569,Hồ Chí Minh,17h - 21h,10.0,2019,5
748578,Đà Nẵng,9h - 11h,4.0,2019,2
748578,Đà Nẵng,17h - 21h,4.0,2019,5
748613,Hồ Chí Minh,0h - 9h,20.0,2019,1
748678,Hồ Chí Minh,17h - 21h,5.0,2019,5
748678,Hồ Chí Minh,11h - 14h,5.0,2019,3
748738,Hồ Chí Minh,17h - 21h,3.0,2019,5
748738,Hồ Chí Minh,9h - 11h,4.0,2019,2
748748,Hà Nội,17h - 21h,2.0,2019,5
748748,Hà Nội,0h - 9h,3.0,2019,1
748758,Hồ Chí Minh,0h - 9h,2.0,2019,1
748758,Hồ Chí Minh,21h+,2.0,2019,6
748807,Hà Nội,17h - 21h,4.0,2019,5
748807,Hà Nội,14h - 17h,2.0,2019,4
748875,Đà Nẵng,14h - 17h,10.0,2019,4
748875,Đà Nẵng,11h - 14h,20.0,2019,3
748875,Đà Nẵng,0h - 9h,30.0,2019,1
748883,Hà Nội,11h - 14h,1.0,2019,3
748883,Hà Nội,17h - 21h,2.0,2019,5
748883,Hà Nội,9h - 11h,1.0,2019,2
748944,Hà Nội,9h - 11h,2.0,2019,2
748944,Hà Nội,17h - 21h,2.0,2019,5
749176,Hà Nội,17h - 21h,4.0,2019,5
749176,Hà Nội,21h+,4.0,2019,6
749176,Hà Nội,11h - 14h,4.0,2019,3
749179,Hồ Chí Minh,0h - 9h,7.0,2019,1
749179,Hồ Chí Minh,9h - 11h,3.0,2019,2
749187,Hồ Chí Minh,14h - 17h,3.0,2019,4
749187,Hồ Chí Minh,0h - 9h,6.0,2019,1
749187,Hồ Chí Minh,17h - 21h,4.0,2019,5
749194,Hồ Chí Minh,0h - 9h,4.0,2019,1
749194,Hồ Chí Minh,11h - 14h,4.0,2019,3
749208,Hồ Chí Minh,0h - 9h,4.0,2019,1
749403,Đà Nẵng,17h - 21h,6.0,2019,5
749403,Đà Nẵng,0h - 9h,4.0,2019,1
749417,Hồ Chí Minh,0h - 9h,7.0,2019,1
749417,Hồ Chí Minh,9h - 11h,8.0,2019,2
749434,Hồ Chí Minh,17h - 21h,5.0,2019,5
749434,Hồ Chí Minh,9h - 11h,3.0,2019,2
749457,Hà Nội,17h - 21h,2.0,2019,5
749457,Hà Nội,9h - 11h,3.0,2019,2
749495,Hồ Chí Minh,11h - 14h,4.0,2019,3
749495,Hồ Chí Minh,0h - 9h,3.0,2019,1
749495,Hồ Chí Minh,14h - 17h,3.0,2019,4
749526,Đà Nẵng,14h - 17h,4.0,2019,4
749526,Đà Nẵng,11h - 14h,4.0,2019,3
749558,Hồ Chí Minh,9h - 11h,4.0,2019,2
749617,Hồ Chí Minh,0h - 9h,30.0,2019,1
749619,Hồ Chí Minh,0h - 9h,16.0,2019,1
749834,Đà Nẵng,17h - 21h,4.0,2019,5
749834,Đà Nẵng,0h - 9h,6.0,2019,1
749837,Hà Nội,17h - 21h,5.0,2019,5
749837,Hà Nội,21h+,5.0,2019,6
749862,Đà Nẵng,0h - 9h,1.0,2019,1
749862,Đà Nẵng,14h - 17h,1.0,2019,4
749897,Hà Nội,17h - 21h,3.0,2019,5
749897,Hà Nội,14h - 17h,2.0,2019,4
749904,Hà Nội,11h - 14h,2.0,2019,3
749904,Hà Nội,17h - 21h,4.0,2019,5
749904,Hà Nội,14h - 17h,2.0,2019,4
749977,Hà Nội,17h - 21h,6.0,2019,5
750058,Hà Nội,17h - 21h,5.0,2019,5
750065,Hà Nội,14h - 17h,2.0,2019,4
750065,Hà Nội,0h - 9h,1.0,2019,1
750119,Đà Nẵng,0h - 9h,1.0,2019,1
750119,Đà Nẵng,17h - 21h,3.0,2019,5
750139,Hồ Chí Minh,17h - 21h,3.0,2019,5
750139,Hồ Chí Minh,0h - 9h,2.0,2019,1
750139,Hồ Chí Minh,14h - 17h,3.0,2019,4
750219,Đà Nẵng,17h - 21h,10.0,2019,5
750219,Đà Nẵng,11h - 14h,15.0,2019,3
750219,Đà Nẵng,0h - 9h,20.0,2019,1
750323,Cần Thơ,14h - 17h,5.0,2019,4
750323,Cần Thơ,0h - 9h,20.0,2019,1
750323,Cần Thơ,17h - 21h,5.0,2019,5
750363,Hồ Chí Minh,11h - 14h,9.0,2019,3
750392,Hồ Chí Minh,14h - 17h,3.0,2019,4
750392,Hồ Chí Minh,9h - 11h,3.0,2019,2
750392,Hồ Chí Minh,11h - 14h,2.0,2019,3
750415,Hồ Chí Minh,14h - 17h,4.0,2019,4
750415,Hồ Chí Minh,0h - 9h,4.0,2019,1
750599,Hồ Chí Minh,17h - 21h,5.0,2019,5
750621,Hà Nội,17h - 21h,5.0,2019,5
750705,Cần Thơ,14h - 17h,5.0,2019,4
750705,Cần Thơ,0h - 9h,20.0,2019,1
750705,Cần Thơ,9h - 11h,5.0,2019,2
750784,Đà Nẵng,0h - 9h,3.0,2019,1
750784,Đà Nẵng,14h - 17h,1.0,2019,4
750786,Hồ Chí Minh,17h - 21h,4.0,2019,5
750786,Hồ Chí Minh,11h - 14h,2.0,2019,3
750786,Hồ Chí Minh,21h+,2.0,2019,6
750786,Hồ Chí Minh,9h - 11h,2.0,2019,2
750852,Hồ Chí Minh,11h - 14h,4.0,2019,3
750852,Hồ Chí Minh,9h - 11h,4.0,2019,2
750888,Hồ Chí Minh,17h - 21h,28.0,2019,5
750944,Hồ Chí Minh,0h - 9h,19.0,2019,1
750944,Hồ Chí Minh,14h - 17h,11.0,2019,4
750972,Đà Nẵng,0h - 9h,22.0,2019,1
751029,Hồ Chí Minh,0h - 9h,10.0,2019,1
751050,Hồ Chí Minh,11h - 14h,15.0,2019,3
751050,Hồ Chí Minh,0h - 9h,15.0,2019,1
751050,Hồ Chí Minh,14h - 17h,10.0,2019,4
751063,Hồ Chí Minh,0h - 9h,10.0,2019,1
751063,Hồ Chí Minh,11h - 14h,15.0,2019,3
751086,Hồ Chí Minh,21h+,8.0,2019,6
751086,Hồ Chí Minh,0h - 9h,6.0,2019,1
751086,Hồ Chí Minh,17h - 21h,6.0,2019,5
751130,Hồ Chí Minh,0h - 9h,30.0,2019,1
751279,Hồ Chí Minh,0h - 9h,20.0,2019,1
751422,Đà Nẵng,0h - 9h,8.0,2019,1
751422,Đà Nẵng,17h - 21h,5.0,2019,5
751422,Đà Nẵng,9h - 11h,7.0,2019,2
751460,Đà Nẵng,0h - 9h,5.0,2019,1
751460,Đà Nẵng,17h - 21h,5.0,2019,5
751488,Hồ Chí Minh,17h - 21h,5.0,2019,5
751488,Hồ Chí Minh,0h - 9h,5.0,2019,1
751577,Đà Nẵng,9h - 11h,1.0,2019,2
751606,Hồ Chí Minh,17h - 21h,15.0,2019,5
751606,Hồ Chí Minh,11h - 14h,15.0,2019,3
751637,Hồ Chí Minh,17h - 21h,2.0,2019,5
751637,Hồ Chí Minh,9h - 11h,1.0,2019,2
751637,Hồ Chí Minh,0h - 9h,1.0,2019,1
751792,Hải Phòng,0h - 9h,10.0,2019,1
751798,Hải Phòng,0h - 9h,3.0,2019,1
751840,Hà Nội,0h - 9h,5.0,2019,1
751990,Hải Phòng,11h - 14h,15.0,2019,3
751997,Hải Phòng,0h - 9h,4.0,2019,1
752017,Đà Nẵng,17h - 21h,10.0,2019,5
752021,Đà Nẵng,0h - 9h,6.0,2019,1
752021,Đà Nẵng,17h - 21h,4.0,2019,5
752187,Hồ Chí Minh,0h - 9h,7.0,2019,1
752187,Hồ Chí Minh,14h - 17h,6.0,2019,4
752187,Hồ Chí Minh,11h - 14h,7.0,2019,3
752198,Đà Nẵng,0h - 9h,28.0,2019,1
752198,Đà Nẵng,17h - 21h,8.0,2019,5
752214,Hồ Chí Minh,0h - 9h,7.0,2019,1
752214,Hồ Chí Minh,11h - 14h,13.0,2019,3
752252,Đà Nẵng,0h - 9h,8.0,2019,1
752274,Đà Nẵng,0h - 9h,6.0,2019,1
752287,Hồ Chí Minh,0h - 9h,4.0,2019,1
752442,Hồ Chí Minh,0h - 9h,10.0,2019,1
752593,Đà Nẵng,14h - 17h,5.0,2019,4
752593,Đà Nẵng,0h - 9h,30.0,2019,1
752593,Đà Nẵng,11h - 14h,10.0,2019,3
752673,Đà Nẵng,9h - 11h,4.0,2019,2
752673,Đà Nẵng,17h - 21h,4.0,2019,5
752673,Đà Nẵng,0h - 9h,4.0,2019,1
752715,Đà Nẵng,0h - 9h,20.0,2019,1
752734,Hồ Chí Minh,0h - 9h,14.0,2019,1
752734,Hồ Chí Minh,11h - 14h,6.0,2019,3
752734,Hồ Chí Minh,17h - 21h,10.0,2019,5
752737,Đà Nẵng,0h - 9h,25.0,2019,1
752737,Đà Nẵng,17h - 21h,10.0,2019,5
752737,Đà Nẵng,11h - 14h,10.0,2019,3
752760,Hà Nội,17h - 21h,3.0,2019,5
752760,Hà Nội,9h - 11h,3.0,2019,2
752774,Hồ Chí Minh,11h - 14h,10.0,2019,3
752774,Hồ Chí Minh,17h - 21h,5.0,2019,5
752826,Hồ Chí Minh,0h - 9h,30.0,2019,1
752860,Đà Nẵng,0h - 9h,10.0,2019,1
752923,Hồ Chí Minh,11h - 14h,20.0,2019,3
752923,Hồ Chí Minh,0h - 9h,10.0,2019,1
752947,Hồ Chí Minh,0h - 9h,15.0,2019,1
752947,Hồ Chí Minh,14h - 17h,15.0,2019,4
753075,Hồ Chí Minh,11h - 14h,3.0,2019,3
753075,Hồ Chí Minh,0h - 9h,5.0,2019,1
753075,Hồ Chí Minh,17h - 21h,3.0,2019,5
753287,Đà Nẵng,0h - 9h,20.0,2019,1
753429,Hồ Chí Minh,0h - 9h,30.0,2019,1
753476,Hồ Chí Minh,21h+,5.0,2019,6
753476,Hồ Chí Minh,11h - 14h,7.0,2019,3
753540,Hồ Chí Minh,17h - 21h,8.0,2019,5
753540,Hồ Chí Minh,11h - 14h,7.0,2019,3
753557,Hồ Chí Minh,17h - 21h,2.0,2019,5
753557,Hồ Chí Minh,0h - 9h,28.0,2019,1
753604,Đà Nẵng,0h - 9h,25.0,2019,1
753604,Đà Nẵng,11h - 14h,5.0,2019,3
753731,Hồ Chí Minh,0h - 9h,30.0,2019,1
753962,Hồ Chí Minh,17h - 21h,8.0,2019,5
753962,Hồ Chí Minh,11h - 14h,7.0,2019,3
754178,Hồ Chí Minh,0h - 9h,15.0,2019,1
754212,Đà Nẵng,9h - 11h,5.0,2019,2
754301,Hồ Chí Minh,11h - 14h,9.0,2019,3
754301,Hồ Chí Minh,0h - 9h,6.0,2019,1
754334,Hà Nội,17h - 21h,6.0,2019,5
754468,Đà Nẵng,0h - 9h,10.0,2019,1
754605,Hồ Chí Minh,14h - 17h,5.0,2019,4
754605,Hồ Chí Minh,0h - 9h,4.0,2019,1
754606,Hồ Chí Minh,0h - 9h,5.0,2019,1
754679,Cần Thơ,0h - 9h,30.0,2019,1
755205,Đà Nẵng,0h - 9h,30.0,2019,1
755669,Đà Nẵng,17h - 21h,6.0,2019,5
755768,Đà Nẵng,0h - 9h,8.0,2019,1
755816,Hồ Chí Minh,0h - 9h,2.0,2019,1
755816,Hồ Chí Minh,9h - 11h,2.0,2019,2
755816,Hồ Chí Minh,17h - 21h,4.0,2019,5
755862,Hồ Chí Minh,0h - 9h,4.0,2019,1
755862,Hồ Chí Minh,17h - 21h,2.0,2019,5
755910,Đà Nẵng,17h - 21h,2.0,2019,5
755910,Đà Nẵng,0h - 9h,3.0,2019,1
755951,Đà Nẵng,0h - 9h,4.0,2019,1
756044,Hồ Chí Minh,0h - 9h,7.0,2019,1
756044,Hồ Chí Minh,11h - 14h,6.0,2019,3
756044,Hồ Chí Minh,17h - 21h,8.0,2019,5
756045,Đà Nẵng,0h - 9h,8.0,2019,1
756062,Đà Nẵng,0h - 9h,10.0,2019,1
756192,Hồ Chí Minh,14h - 17h,2.0,2019,4
756192,Hồ Chí Minh,17h - 21h,2.0,2019,5
756395,Hồ Chí Minh,14h - 17h,6.0,2019,4
756395,Hồ Chí Minh,9h - 11h,5.0,2019,2
756395,Hồ Chí Minh,0h - 9h,6.0,2019,1
756395,Hồ Chí Minh,17h - 21h,5.0,2019,5
756627,Hồ Chí Minh,0h - 9h,20.0,2019,1
756694,Đà Nẵng,0h - 9h,6.0,2019,1
756694,Đà Nẵng,17h - 21h,6.0,2019,5
756805,Hồ Chí Minh,17h - 21h,4.0,2019,5
756849,Hải Phòng,17h - 21h,2.0,2019,5
756858,Hải Phòng,17h - 21h,4.0,2019,5
756858,Hải Phòng,9h - 11h,4.0,2019,2
757077,Hải Phòng,0h - 9h,4.0,2019,1
757084,Hồ Chí Minh,9h - 11h,7.0,2019,2
757084,Hồ Chí Minh,11h - 14h,7.0,2019,3
757084,Hồ Chí Minh,14h - 17h,9.0,2019,4
757182,Cần Thơ,14h - 17h,7.0,2019,4
757182,Cần Thơ,0h - 9h,7.0,2019,1
757182,Cần Thơ,9h - 11h,7.0,2019,2
757182,Cần Thơ,17h - 21h,9.0,2019,5
757507,Cần Thơ,0h - 9h,20.0,2019,1
757507,Cần Thơ,17h - 21h,20.0,2019,5
757507,Cần Thơ,14h - 17h,20.0,2019,4
757600,Hồ Chí Minh,17h - 21h,10.0,2019,5
757600,Hồ Chí Minh,9h - 11h,10.0,2019,2
757659,Đà Nẵng,0h - 9h,8.0,2019,1
757659,Đà Nẵng,17h - 21h,2.0,2019,5
757703,Hải Phòng,0h - 9h,30.0,2019,1
757809,Hà Nội,21h+,4.0,2019,6
757809,Hà Nội,11h - 14h,1.0,2019,3
757813,Hà Nội,17h - 21h,2.0,2019,5
757813,Hà Nội,11h - 14h,2.0,2019,3
757873,Hải Phòng,9h - 11h,4.0,2019,2
757910,Đà Nẵng,0h - 9h,8.0,2019,1
758044,Hồ Chí Minh,17h - 21h,3.0,2019,5
758148,Đà Nẵng,14h - 17h,4.0,2019,4
758148,Đà Nẵng,11h - 14h,4.0,2019,3
758148,Đà Nẵng,17h - 21h,4.0,2019,5
758148,Đà Nẵng,0h - 9h,10.0,2019,1
758148,Đà Nẵng,9h - 11h,4.0,2019,2
758160,Hồ Chí Minh,0h - 9h,2.0,2019,1
758160,Hồ Chí Minh,11h - 14h,3.0,2019,3
758160,Hồ Chí Minh,17h - 21h,3.0,2019,5
758164,Đà Nẵng,0h - 9h,30.0,2019,1
758243,Cần Thơ,0h - 9h,20.0,2019,1
758243,Cần Thơ,17h - 21h,10.0,2019,5
758332,Hà Nội,0h - 9h,1.0,2019,1
758332,Hà Nội,17h - 21h,1.0,2019,5
758332,Hà Nội,21h+,1.0,2019,6
758332,Hà Nội,11h - 14h,1.0,2019,3
758407,Cần Thơ,9h - 11h,10.0,2019,2
758407,Cần Thơ,0h - 9h,20.0,2019,1
758482,Đà Nẵng,17h - 21h,8.0,2019,5
758618,Hà Nội,9h - 11h,4.0,2019,2
758618,Hà Nội,14h - 17h,2.0,2019,4
758701,Đà Nẵng,0h - 9h,10.0,2019,1
758732,Cần Thơ,9h - 11h,4.0,2019,2
758732,Cần Thơ,0h - 9h,26.0,2019,1
758734,Hà Nội,17h - 21h,2.0,2019,5
758753,Hà Nội,17h - 21h,2.0,2019,5
758753,Hà Nội,14h - 17h,4.0,2019,4
758827,Hồ Chí Minh,11h - 14h,10.0,2019,3
758827,Hồ Chí Minh,17h - 21h,10.0,2019,5
758827,Hồ Chí Minh,9h - 11h,10.0,2019,2
758827,Hồ Chí Minh,0h - 9h,10.0,2019,1
758905,Hà Nội,9h - 11h,2.0,2019,2
758905,Hà Nội,17h - 21h,3.0,2019,5
758905,Hà Nội,14h - 17h,1.0,2019,4
759238,Hà Nội,9h - 11h,3.0,2019,2
759238,Hà Nội,17h - 21h,4.0,2019,5
759284,Hà Nội,17h - 21h,2.0,2019,5
759284,Hà Nội,9h - 11h,6.0,2019,2
759284,Hà Nội,21h+,2.0,2019,6
759300,Hải Phòng,0h - 9h,15.0,2019,1
759414,Hải Phòng,0h - 9h,10.0,2019,1
759443,Hà Nội,14h - 17h,2.0,2019,4
759494,Hà Nội,17h - 21h,4.0,2019,5
759873,Cần Thơ,0h - 9h,15.0,2019,1
759973,Hồ Chí Minh,11h - 14h,5.0,2019,3
759973,Hồ Chí Minh,0h - 9h,5.0,2019,1
760150,Hà Nội,17h - 21h,6.0,2019,5
760248,Cần Thơ,11h - 14h,10.0,2019,3
760248,Cần Thơ,0h - 9h,20.0,2019,1
760937,Cần Thơ,0h - 9h,20.0,2019,1
760937,Cần Thơ,9h - 11h,10.0,2019,2
760969,Cần Thơ,17h - 21h,28.0,2019,5
760977,Cần Thơ,0h - 9h,30.0,2019,1
761044,Hồ Chí Minh,0h - 9h,5.0,2019,1
761044,Hồ Chí Minh,11h - 14h,5.0,2019,3
761149,Cần Thơ,17h - 21h,15.0,2019,5
761149,Cần Thơ,0h - 9h,15.0,2019,1
761182,Cần Thơ,9h - 11h,10.0,2019,2
761182,Cần Thơ,0h - 9h,20.0,2019,1
