id,city,daypart,visit_daypart,year,daypart_index
423311,Nha Trang,9h - 11h,1.0,2018,2
423311,Nha Trang,17h - 21h,2.0,2018,5
423346,Nha Trang,0h - 9h,5.0,2018,1
423413,Nha Trang,17h - 21h,4.0,2018,5
423413,Nha Trang,9h - 11h,2.0,2018,2
423473,Nha Trang,0h - 9h,2.0,2018,1
423491,Nha Trang,0h - 9h,24.0,2018,1
423491,Nha Trang,17h - 21h,1.0,2018,5
423514,Nha Trang,14h - 17h,24.0,2018,4
423639,Nha Trang,9h - 11h,12.0,2018,2
423639,Nha Trang,0h - 9h,12.0,2018,1
423736,Nha Trang,17h - 21h,4.0,2018,5
423736,Nha Trang,0h - 9h,4.0,2018,1
423784,Nha Trang,9h - 11h,20.0,2018,2
423852,Nha Trang,17h - 21h,2.0,2018,5
423852,Nha Trang,14h - 17h,7.0,2018,4
423852,Nha Trang,0h - 9h,8.0,2018,1
423886,Nha Trang,9h - 11h,24.0,2018,2
424050,Nha Trang,14h - 17h,3.0,2018,4
424050,Nha Trang,0h - 9h,8.0,2018,1
424050,Nha Trang,17h - 21h,4.0,2018,5
424082,Nha Trang,0h - 9h,14.0,2018,1
424224,Nha Trang,9h - 11h,6.0,2018,2
424242,Nha Trang,0h - 9h,4.0,2018,1
424242,Nha Trang,17h - 21h,2.0,2018,5
424244,Đà Nẵng,0h - 9h,8.0,2018,1
424252,Nha Trang,0h - 9h,19.0,2018,1
424283,Nha Trang,17h - 21h,9.0,2018,5
424283,Nha Trang,9h - 11h,12.0,2018,2
424428,Đà Nẵng,0h - 9h,25.0,2018,1
424652,Nha Trang,0h - 9h,24.0,2018,1
424880,Nha Trang,17h - 21h,3.0,2018,5
424885,Nha Trang,17h - 21h,2.0,2018,5
424888,Nha Trang,9h - 11h,5.0,2018,2
424888,Nha Trang,21h+,1.0,2018,6
425022,Nha Trang,0h - 9h,8.0,2018,1
425233,Hải Phòng,0h - 9h,16.0,2018,1
425233,Hải Phòng,17h - 21h,8.0,2018,5
425340,Nha Trang,21h+,1.0,2018,6
425340,Nha Trang,17h - 21h,1.0,2018,5
425519,Hồ Chí Minh,0h - 9h,6.0,2018,1
425519,Hồ Chí Minh,17h - 21h,2.0,2018,5
425609,Hải Phòng,17h - 21h,2.0,2018,5
425609,Hải Phòng,14h - 17h,5.0,2018,4
425762,Hồ Chí Minh,14h - 17h,1.0,2018,4
425762,Hồ Chí Minh,0h - 9h,1.0,2018,1
425777,Đà Nẵng,9h - 11h,1.0,2018,2
425777,Đà Nẵng,17h - 21h,2.0,2018,5
425892,Hải Phòng,17h - 21h,7.0,2018,5
425892,Hải Phòng,21h+,4.0,2018,6
425930,Hồ Chí Minh,9h - 11h,1.0,2018,2
425931,Hồ Chí Minh,0h - 9h,2.0,2018,1
425931,Hồ Chí Minh,17h - 21h,1.0,2018,5
425932,Hồ Chí Minh,9h - 11h,3.0,2018,2
425932,Hồ Chí Minh,17h - 21h,1.0,2018,5
425950,Đà Nẵng,14h - 17h,8.0,2018,4
426483,Đà Nẵng,17h - 21h,3.0,2018,5
426762,Hải Phòng,17h - 21h,1.0,2018,5
426763,Hải Phòng,17h - 21h,1.0,2018,5
426862,Hải Phòng,17h - 21h,3.0,2018,5
426901,Đà Nẵng,0h - 9h,16.0,2018,1
427010,Hải Phòng,17h - 21h,3.0,2018,5
427192,Đà Nẵng,0h - 9h,22.0,2018,1
427192,Đà Nẵng,17h - 21h,5.0,2018,5
427933,Hồ Chí Minh,17h - 21h,4.0,2018,5
428417,Hải Phòng,17h - 21h,3.0,2018,5
428466,Đà Nẵng,11h - 14h,5.0,2018,3
428466,Đà Nẵng,17h - 21h,5.0,2018,5
428471,Đà Nẵng,0h - 9h,1.0,2018,1
428572,Đà Nẵng,0h - 9h,26.0,2018,1
428726,Hải Phòng,0h - 9h,8.0,2018,1
428727,Hải Phòng,0h - 9h,2.0,2018,1
428756,Hải Phòng,17h - 21h,5.0,2018,5
428757,Hải Phòng,17h - 21h,5.0,2018,5
428758,Hải Phòng,17h - 21h,1.0,2018,5
428982,Hải Phòng,17h - 21h,6.0,2018,5
428983,Hải Phòng,0h - 9h,2.0,2018,1
428983,Hải Phòng,17h - 21h,1.0,2018,5
428984,Hải Phòng,9h - 11h,1.0,2018,2
428984,Hải Phòng,0h - 9h,5.0,2018,1
428984,Hải Phòng,17h - 21h,2.0,2018,5
428985,Hải Phòng,17h - 21h,1.0,2018,5
428985,Hải Phòng,0h - 9h,5.0,2018,1
428985,Hải Phòng,9h - 11h,1.0,2018,2
429053,Hải Phòng,17h - 21h,3.0,2018,5
429153,Hải Phòng,17h - 21h,2.0,2018,5
429262,Hồ Chí Minh,17h - 21h,7.0,2018,5
429290,Đà Nẵng,0h - 9h,4.0,2018,1
429329,Đà Nẵng,17h - 21h,4.0,2018,5
429443,Đà Nẵng,0h - 9h,25.0,2018,1
429462,Đà Nẵng,0h - 9h,8.0,2018,1
429487,Hải Phòng,0h - 9h,2.0,2018,1
429487,Hải Phòng,17h - 21h,3.0,2018,5
429487,Hải Phòng,9h - 11h,2.0,2018,2
429556,Đà Nẵng,0h - 9h,20.0,2018,1
429580,Hải Phòng,14h - 17h,2.0,2018,4
429580,Hải Phòng,9h - 11h,3.0,2018,2
429592,Hồ Chí Minh,0h - 9h,24.0,2018,1
429592,Hồ Chí Minh,17h - 21h,8.0,2018,5
429913,Hải Phòng,14h - 17h,1.0,2018,4
429913,Hải Phòng,17h - 21h,3.0,2018,5
429913,Hải Phòng,0h - 9h,4.0,2018,1
429914,Hải Phòng,14h - 17h,3.0,2018,4
429914,Hải Phòng,21h+,2.0,2018,6
429915,Hải Phòng,17h - 21h,3.0,2018,5
429983,Hải Phòng,21h+,4.0,2018,6
429983,Hải Phòng,17h - 21h,4.0,2018,5
430168,Hà Nội,17h - 21h,4.0,2018,5
430168,Hà Nội,14h - 17h,4.0,2018,4
430284,Hà Nội,17h - 21h,2.0,2018,5
430284,Hà Nội,0h - 9h,2.0,2018,1
430292,Hà Nội,9h - 11h,1.0,2018,2
430292,Hà Nội,17h - 21h,3.0,2018,5
430293,Hà Nội,17h - 21h,2.0,2018,5
430294,Hải Phòng,0h - 9h,4.0,2018,1
430295,Hải Phòng,0h - 9h,7.0,2018,1
430299,Hồ Chí Minh,9h - 11h,3.0,2018,2
430323,Hà Nội,0h - 9h,1.0,2018,1
430323,Hà Nội,17h - 21h,1.0,2018,5
430324,Hà Nội,17h - 21h,1.0,2018,5
430324,Hà Nội,0h - 9h,1.0,2018,1
430332,Hà Nội,14h - 17h,2.0,2018,4
430332,Hà Nội,17h - 21h,1.0,2018,5
430333,Hà Nội,14h - 17h,2.0,2018,4
430333,Hà Nội,17h - 21h,3.0,2018,5
430334,Hà Nội,21h+,1.0,2018,6
430334,Hà Nội,17h - 21h,4.0,2018,5
430335,Hà Nội,17h - 21h,2.0,2018,5
430336,Hà Nội,21h+,2.0,2018,6
430336,Hà Nội,17h - 21h,3.0,2018,5
430337,Hà Nội,17h - 21h,7.0,2018,5
430337,Hà Nội,21h+,6.0,2018,6
430338,Hà Nội,17h - 21h,2.0,2018,5
430338,Hà Nội,21h+,2.0,2018,6
430339,Hà Nội,17h - 21h,3.0,2018,5
430339,Hà Nội,14h - 17h,2.0,2018,4
430347,Hải Phòng,17h - 21h,2.0,2018,5
430348,Hải Phòng,17h - 21h,3.0,2018,5
430445,Đà Nẵng,0h - 9h,26.0,2018,1
430445,Đà Nẵng,14h - 17h,7.0,2018,4
430586,Đà Nẵng,11h - 14h,4.0,2018,3
430586,Đà Nẵng,0h - 9h,26.0,2018,1
430709,Hồ Chí Minh,9h - 11h,3.0,2018,2
430710,Hồ Chí Minh,9h - 11h,2.0,2018,2
430711,Hồ Chí Minh,9h - 11h,3.0,2018,2
430712,Hồ Chí Minh,9h - 11h,2.0,2018,2
430813,Đà Nẵng,0h - 9h,24.0,2018,1
430877,Đà Nẵng,0h - 9h,16.0,2018,1
430889,Hà Nội,14h - 17h,1.0,2018,4
430889,Hà Nội,17h - 21h,1.0,2018,5
430901,Đà Nẵng,9h - 11h,4.0,2018,2
430901,Đà Nẵng,0h - 9h,22.0,2018,1
430906,Đà Nẵng,0h - 9h,16.0,2018,1
431013,Đà Nẵng,0h - 9h,16.0,2018,1
431041,Đà Nẵng,0h - 9h,24.0,2018,1
431041,Đà Nẵng,17h - 21h,2.0,2018,5
431075,Đà Nẵng,17h - 21h,1.0,2018,5
431075,Đà Nẵng,0h - 9h,4.0,2018,1
431211,Hồ Chí Minh,17h - 21h,8.0,2018,5
431391,Đà Nẵng,0h - 9h,25.0,2018,1
431491,Đà Nẵng,0h - 9h,7.0,2018,1
431586,Hải Phòng,11h - 14h,10.0,2018,3
431586,Hải Phòng,0h - 9h,4.0,2018,1
431587,Hải Phòng,0h - 9h,4.0,2018,1
431617,Hải Phòng,14h - 17h,3.0,2018,4
431619,Hà Nội,17h - 21h,3.0,2018,5
431619,Hà Nội,9h - 11h,2.0,2018,2
431620,Hà Nội,14h - 17h,4.0,2018,4
431621,Hà Nội,17h - 21h,2.0,2018,5
431622,Hà Nội,17h - 21h,3.0,2018,5
431623,Hà Nội,9h - 11h,4.0,2018,2
431624,Hà Nội,9h - 11h,4.0,2018,2
431625,Hà Nội,17h - 21h,3.0,2018,5
431626,Hà Nội,17h - 21h,4.0,2018,5
431627,Hà Nội,9h - 11h,3.0,2018,2
431628,Hà Nội,9h - 11h,4.0,2018,2
431629,Hà Nội,17h - 21h,4.0,2018,5
431630,Hà Nội,9h - 11h,4.0,2018,2
431631,Hà Nội,17h - 21h,2.0,2018,5
431631,Hà Nội,14h - 17h,4.0,2018,4
431632,Hà Nội,17h - 21h,4.0,2018,5
431633,Hà Nội,17h - 21h,4.0,2018,5
431804,Hải Phòng,9h - 11h,6.0,2018,2
431832,Đà Nẵng,0h - 9h,12.0,2018,1
431832,Đà Nẵng,11h - 14h,4.0,2018,3
431925,Hà Nội,17h - 21h,1.0,2018,5
431926,Hà Nội,17h - 21h,5.0,2018,5
431926,Hà Nội,0h - 9h,1.0,2018,1
431927,Hà Nội,17h - 21h,2.0,2018,5
431929,Hà Nội,17h - 21h,2.0,2018,5
431929,Hà Nội,0h - 9h,2.0,2018,1
431929,Hà Nội,21h+,2.0,2018,6
431930,Hà Nội,17h - 21h,3.0,2018,5
431931,Hà Nội,21h+,1.0,2018,6
431931,Hà Nội,17h - 21h,3.0,2018,5
431931,Hà Nội,0h - 9h,2.0,2018,1
431932,Hà Nội,17h - 21h,4.0,2018,5
431932,Hà Nội,0h - 9h,3.0,2018,1
431932,Hà Nội,21h+,1.0,2018,6
431933,Hà Nội,14h - 17h,2.0,2018,4
431933,Hà Nội,17h - 21h,4.0,2018,5
432040,Hồ Chí Minh,9h - 11h,2.0,2018,2
432040,Hồ Chí Minh,14h - 17h,2.0,2018,4
432041,Hồ Chí Minh,0h - 9h,1.0,2018,1
432041,Hồ Chí Minh,17h - 21h,1.0,2018,5
432056,Hải Phòng,17h - 21h,2.0,2018,5
432056,Hải Phòng,0h - 9h,3.0,2018,1
432104,Đà Nẵng,0h - 9h,24.0,2018,1
432169,Hải Phòng,14h - 17h,4.0,2018,4
432169,Hải Phòng,17h - 21h,1.0,2018,5
432192,Hồ Chí Minh,0h - 9h,2.0,2018,1
432259,Đà Nẵng,0h - 9h,24.0,2018,1
432259,Đà Nẵng,9h - 11h,3.0,2018,2
432266,Hà Nội,17h - 21h,3.0,2018,5
432266,Hà Nội,9h - 11h,1.0,2018,2
432307,Đà Nẵng,0h - 9h,20.0,2018,1
432307,Đà Nẵng,9h - 11h,25.0,2018,2
432318,Hà Nội,17h - 21h,5.0,2018,5
432319,Hà Nội,17h - 21h,2.0,2018,5
432319,Hà Nội,0h - 9h,2.0,2018,1
432320,Hà Nội,17h - 21h,2.0,2018,5
432405,Đà Nẵng,0h - 9h,25.0,2018,1
432414,Đà Nẵng,0h - 9h,25.0,2018,1
432423,Đà Nẵng,0h - 9h,5.0,2018,1
432427,Hồ Chí Minh,0h - 9h,2.0,2018,1
432428,Hồ Chí Minh,9h - 11h,3.0,2018,2
432429,Hồ Chí Minh,9h - 11h,3.0,2018,2
432430,Hồ Chí Minh,14h - 17h,1.0,2018,4
432455,Hồ Chí Minh,0h - 9h,6.0,2018,1
432464,Nha Trang,9h - 11h,2.0,2018,2
432538,Hà Nội,9h - 11h,4.0,2018,2
432539,Hà Nội,14h - 17h,4.0,2018,4
432540,Hà Nội,17h - 21h,6.0,2018,5
432541,Hà Nội,17h - 21h,3.0,2018,5
432542,Hà Nội,14h - 17h,4.0,2018,4
432543,Hà Nội,14h - 17h,4.0,2018,4
432545,Hà Nội,17h - 21h,4.0,2018,5
432621,Hồ Chí Minh,0h - 9h,8.0,2018,1
432621,Hồ Chí Minh,17h - 21h,17.0,2018,5
432637,Hải Phòng,0h - 9h,2.0,2018,1
432637,Hải Phòng,9h - 11h,2.0,2018,2
432640,Hải Phòng,11h - 14h,8.0,2018,3
432640,Hải Phòng,14h - 17h,3.0,2018,4
432641,Hải Phòng,0h - 9h,5.0,2018,1
432641,Hải Phòng,9h - 11h,2.0,2018,2
432664,Nha Trang,0h - 9h,24.0,2018,1
432713,Nha Trang,9h - 11h,20.0,2018,2
432752,Nha Trang,17h - 21h,3.0,2018,5
432820,Hồ Chí Minh,17h - 21h,1.0,2018,5
432820,Hồ Chí Minh,0h - 9h,24.0,2018,1
432824,Nha Trang,17h - 21h,4.0,2018,5
432833,Đà Nẵng,0h - 9h,8.0,2018,1
432841,Đà Nẵng,0h - 9h,26.0,2018,1
432847,Nha Trang,0h - 9h,6.0,2018,1
432875,Đà Nẵng,0h - 9h,10.0,2018,1
432897,Đà Nẵng,0h - 9h,25.0,2018,1
432897,Đà Nẵng,14h - 17h,25.0,2018,4
433023,Đà Nẵng,9h - 11h,15.0,2018,2
433023,Đà Nẵng,17h - 21h,9.0,2018,5
433023,Đà Nẵng,14h - 17h,10.0,2018,4
433037,Đà Nẵng,0h - 9h,26.0,2018,1
433037,Đà Nẵng,14h - 17h,15.0,2018,4
433076,Đà Nẵng,0h - 9h,5.0,2018,1
433128,Hồ Chí Minh,0h - 9h,22.0,2018,1
433128,Hồ Chí Minh,17h - 21h,3.0,2018,5
433149,Hải Phòng,0h - 9h,3.0,2018,1
433149,Hải Phòng,17h - 21h,2.0,2018,5
433234,Hồ Chí Minh,0h - 9h,4.0,2018,1
433234,Hồ Chí Minh,14h - 17h,2.0,2018,4
433235,Hồ Chí Minh,0h - 9h,12.0,2018,1
433235,Hồ Chí Minh,11h - 14h,12.0,2018,3
433236,Hồ Chí Minh,9h - 11h,1.0,2018,2
433237,Hồ Chí Minh,0h - 9h,1.0,2018,1
433237,Hồ Chí Minh,9h - 11h,3.0,2018,2
433238,Hồ Chí Minh,14h - 17h,1.0,2018,4
433238,Hồ Chí Minh,0h - 9h,1.0,2018,1
433239,Hồ Chí Minh,17h - 21h,4.0,2018,5
433240,Hồ Chí Minh,0h - 9h,3.0,2018,1
433240,Hồ Chí Minh,17h - 21h,3.0,2018,5
433253,Hải Phòng,0h - 9h,3.0,2018,1
433253,Hải Phòng,14h - 17h,1.0,2018,4
433256,Hồ Chí Minh,0h - 9h,6.0,2018,1
433256,Hồ Chí Minh,17h - 21h,2.0,2018,5
433259,Hà Nội,9h - 11h,1.0,2018,2
433259,Hà Nội,17h - 21h,1.0,2018,5
433260,Hải Phòng,17h - 21h,5.0,2018,5
433261,Hải Phòng,17h - 21h,3.0,2018,5
433262,Hải Phòng,0h - 9h,4.0,2018,1
433272,Đà Nẵng,0h - 9h,4.0,2018,1
433298,Đà Nẵng,0h - 9h,25.0,2018,1
433329,Hà Nội,0h - 9h,5.0,2018,1
433329,Hà Nội,17h - 21h,3.0,2018,5
433330,Hà Nội,17h - 21h,2.0,2018,5
433330,Hà Nội,21h+,2.0,2018,6
433331,Hà Nội,14h - 17h,2.0,2018,4
433331,Hà Nội,17h - 21h,2.0,2018,5
433332,Hà Nội,17h - 21h,6.0,2018,5
433332,Hà Nội,21h+,5.0,2018,6
433333,Hà Nội,0h - 9h,2.0,2018,1
433333,Hà Nội,17h - 21h,2.0,2018,5
433334,Hà Nội,21h+,2.0,2018,6
433334,Hà Nội,17h - 21h,5.0,2018,5
433335,Hà Nội,21h+,3.0,2018,6
433335,Hà Nội,0h - 9h,3.0,2018,1
433335,Hà Nội,17h - 21h,5.0,2018,5
433336,Hà Nội,21h+,2.0,2018,6
433336,Hà Nội,17h - 21h,2.0,2018,5
433348,Đà Nẵng,0h - 9h,25.0,2018,1
433366,Hải Phòng,21h+,2.0,2018,6
433366,Hải Phòng,17h - 21h,2.0,2018,5
433368,Hải Phòng,17h - 21h,3.0,2018,5
433450,Đà Nẵng,14h - 17h,6.0,2018,4
433450,Đà Nẵng,9h - 11h,3.0,2018,2
433450,Đà Nẵng,17h - 21h,4.0,2018,5
433571,Đà Nẵng,11h - 14h,3.0,2018,3
433571,Đà Nẵng,0h - 9h,3.0,2018,1
433585,Đà Nẵng,0h - 9h,12.0,2018,1
433585,Đà Nẵng,14h - 17h,20.0,2018,4
433667,Đà Nẵng,9h - 11h,5.0,2018,2
433667,Đà Nẵng,14h - 17h,7.0,2018,4
433667,Đà Nẵng,0h - 9h,21.0,2018,1
433695,Hà Nội,9h - 11h,3.0,2018,2
433695,Hà Nội,17h - 21h,5.0,2018,5
433696,Hà Nội,9h - 11h,2.0,2018,2
433696,Hà Nội,17h - 21h,4.0,2018,5
433696,Hà Nội,11h - 14h,1.0,2018,3
433697,Hà Nội,17h - 21h,3.0,2018,5
433698,Hà Nội,17h - 21h,4.0,2018,5
433698,Hà Nội,14h - 17h,5.0,2018,4
433699,Hà Nội,17h - 21h,4.0,2018,5
433700,Hà Nội,9h - 11h,4.0,2018,2
433701,Hà Nội,9h - 11h,2.0,2018,2
433701,Hà Nội,17h - 21h,2.0,2018,5
433702,Hà Nội,17h - 21h,3.0,2018,5
433706,Nha Trang,0h - 9h,24.0,2018,1
433719,Hồ Chí Minh,17h - 21h,4.0,2018,5
433724,Đà Nẵng,0h - 9h,4.0,2018,1
433726,Nha Trang,17h - 21h,2.0,2018,5
433726,Nha Trang,9h - 11h,5.0,2018,2
433732,Đà Nẵng,17h - 21h,3.0,2018,5
433782,Nha Trang,17h - 21h,24.0,2018,5
433837,Nha Trang,0h - 9h,21.0,2018,1
433871,Đà Nẵng,0h - 9h,5.0,2018,1
433871,Đà Nẵng,11h - 14h,3.0,2018,3
433877,Đà Nẵng,0h - 9h,25.0,2018,1
433938,Nha Trang,17h - 21h,2.0,2018,5
433943,Đà Nẵng,0h - 9h,16.0,2018,1
433945,Nha Trang,17h - 21h,8.0,2018,5
433945,Nha Trang,11h - 14h,7.0,2018,3
433946,Đà Nẵng,14h - 17h,2.0,2018,4
433946,Đà Nẵng,17h - 21h,3.0,2018,5
433957,Nha Trang,0h - 9h,1.0,2018,1
433963,Nha Trang,17h - 21h,1.0,2018,5
433981,Đà Nẵng,17h - 21h,14.0,2018,5
433981,Đà Nẵng,9h - 11h,10.0,2018,2
433981,Đà Nẵng,11h - 14h,10.0,2018,3
433981,Đà Nẵng,0h - 9h,14.0,2018,1
434000,Nha Trang,0h - 9h,20.0,2018,1
434005,Nha Trang,17h - 21h,3.0,2018,5
434006,Nha Trang,0h - 9h,3.0,2018,1
434021,Hồ Chí Minh,0h - 9h,3.0,2018,1
434032,Đà Nẵng,17h - 21h,3.0,2018,5
434032,Đà Nẵng,11h - 14h,4.0,2018,3
434072,Nha Trang,17h - 21h,1.0,2018,5
434072,Nha Trang,0h - 9h,5.0,2018,1
434078,Đà Nẵng,0h - 9h,24.0,2018,1
434078,Đà Nẵng,11h - 14h,6.0,2018,3
434083,Nha Trang,17h - 21h,8.0,2018,5
434083,Nha Trang,9h - 11h,2.0,2018,2
434084,Hồ Chí Minh,17h - 21h,3.0,2018,5
434084,Hồ Chí Minh,9h - 11h,1.0,2018,2
434085,Hồ Chí Minh,0h - 9h,4.0,2018,1
434088,Đà Nẵng,0h - 9h,16.0,2018,1
434091,Hồ Chí Minh,11h - 14h,1.0,2018,3
434091,Hồ Chí Minh,0h - 9h,2.0,2018,1
434097,Đà Nẵng,0h - 9h,4.0,2018,1
434120,Đà Nẵng,17h - 21h,4.0,2018,5
434177,Nha Trang,17h - 21h,12.0,2018,5
434215,Nha Trang,0h - 9h,20.0,2018,1
434216,Nha Trang,17h - 21h,4.0,2018,5
434241,Đà Nẵng,0h - 9h,1.0,2018,1
434241,Đà Nẵng,21h+,1.0,2018,6
434300,Nha Trang,0h - 9h,6.0,2018,1
434300,Nha Trang,17h - 21h,6.0,2018,5
434330,Nha Trang,17h - 21h,7.0,2018,5
434330,Nha Trang,9h - 11h,7.0,2018,2
434369,Hồ Chí Minh,0h - 9h,2.0,2018,1
434369,Hồ Chí Minh,17h - 21h,2.0,2018,5
434383,Nha Trang,0h - 9h,24.0,2018,1
434449,Hồ Chí Minh,9h - 11h,3.0,2018,2
434449,Hồ Chí Minh,17h - 21h,2.0,2018,5
434461,Hồ Chí Minh,0h - 9h,6.0,2018,1
434464,Nha Trang,0h - 9h,24.0,2018,1
434471,Nha Trang,0h - 9h,20.0,2018,1
434471,Nha Trang,17h - 21h,4.0,2018,5
434487,Đà Nẵng,17h - 21h,7.0,2018,5
434501,Đà Nẵng,0h - 9h,4.0,2018,1
434502,Nha Trang,11h - 14h,6.0,2018,3
434502,Nha Trang,0h - 9h,12.0,2018,1
434663,Nha Trang,17h - 21h,3.0,2018,5
434663,Nha Trang,0h - 9h,6.0,2018,1
434720,Đà Nẵng,0h - 9h,6.0,2018,1
434774,Đà Nẵng,17h - 21h,2.0,2018,5
434774,Đà Nẵng,0h - 9h,16.0,2018,1
434793,Hà Nội,9h - 11h,4.0,2018,2
434793,Hà Nội,17h - 21h,3.0,2018,5
434849,Hải Phòng,9h - 11h,3.0,2018,2
434854,Hải Phòng,0h - 9h,3.0,2018,1
434854,Hải Phòng,17h - 21h,4.0,2018,5
434855,Hải Phòng,0h - 9h,4.0,2018,1
434856,Hải Phòng,0h - 9h,4.0,2018,1
434897,Hải Phòng,0h - 9h,2.0,2018,1
434897,Hải Phòng,17h - 21h,2.0,2018,5
434898,Hải Phòng,0h - 9h,4.0,2018,1
434898,Hải Phòng,9h - 11h,1.0,2018,2
435036,Hà Nội,17h - 21h,4.0,2018,5
435039,Hà Nội,9h - 11h,1.0,2018,2
435039,Hà Nội,17h - 21h,2.0,2018,5
435040,Hà Nội,17h - 21h,3.0,2018,5
435041,Hà Nội,17h - 21h,4.0,2018,5
435042,Hà Nội,17h - 21h,4.0,2018,5
435043,Hà Nội,17h - 21h,8.0,2018,5
435043,Hà Nội,21h+,2.0,2018,6
435044,Hà Nội,17h - 21h,1.0,2018,5
435044,Hà Nội,21h+,1.0,2018,6
435051,Hải Phòng,0h - 9h,2.0,2018,1
435052,Hải Phòng,0h - 9h,4.0,2018,1
435053,Hải Phòng,0h - 9h,4.0,2018,1
435054,Hải Phòng,0h - 9h,4.0,2018,1
435055,Hải Phòng,17h - 21h,2.0,2018,5
435056,Hải Phòng,17h - 21h,3.0,2018,5
435056,Hải Phòng,0h - 9h,1.0,2018,1
435057,Hải Phòng,17h - 21h,2.0,2018,5
435058,Hải Phòng,0h - 9h,4.0,2018,1
435059,Hải Phòng,0h - 9h,4.0,2018,1
435060,Hải Phòng,0h - 9h,4.0,2018,1
435061,Hải Phòng,0h - 9h,4.0,2018,1
435083,Hồ Chí Minh,17h - 21h,2.0,2018,5
435084,Hồ Chí Minh,9h - 11h,3.0,2018,2
435085,Hồ Chí Minh,17h - 21h,2.0,2018,5
435085,Hồ Chí Minh,0h - 9h,24.0,2018,1
435106,Hồ Chí Minh,17h - 21h,2.0,2018,5
435107,Hồ Chí Minh,17h - 21h,4.0,2018,5
435108,Hồ Chí Minh,17h - 21h,2.0,2018,5
435109,Hồ Chí Minh,9h - 11h,3.0,2018,2
435111,Hồ Chí Minh,9h - 11h,12.0,2018,2
435140,Hồ Chí Minh,0h - 9h,20.0,2018,1
435140,Hồ Chí Minh,17h - 21h,5.0,2018,5
435165,Hà Nội,0h - 9h,6.0,2018,1
435165,Hà Nội,17h - 21h,3.0,2018,5
435166,Hà Nội,9h - 11h,7.0,2018,2
435166,Hà Nội,17h - 21h,3.0,2018,5
435168,Hà Nội,14h - 17h,6.0,2018,4
435168,Hà Nội,17h - 21h,1.0,2018,5
435169,Hà Nội,11h - 14h,3.0,2018,3
435169,Hà Nội,14h - 17h,6.0,2018,4
435169,Hà Nội,17h - 21h,11.0,2018,5
435170,Hà Nội,17h - 21h,5.0,2018,5
435170,Hà Nội,0h - 9h,2.0,2018,1
435170,Hà Nội,21h+,3.0,2018,6
435214,Nha Trang,0h - 9h,24.0,2018,1
435223,Hải Phòng,17h - 21h,2.0,2018,5
435223,Hải Phòng,0h - 9h,2.0,2018,1
435224,Hải Phòng,17h - 21h,2.0,2018,5
435225,Hải Phòng,17h - 21h,2.0,2018,5
435226,Hải Phòng,17h - 21h,3.0,2018,5
435227,Hải Phòng,17h - 21h,2.0,2018,5
435228,Hải Phòng,17h - 21h,2.0,2018,5
435229,Hải Phòng,17h - 21h,2.0,2018,5
435230,Hải Phòng,17h - 21h,3.0,2018,5
435231,Hải Phòng,17h - 21h,1.0,2018,5
435231,Hải Phòng,0h - 9h,2.0,2018,1
435232,Hải Phòng,21h+,2.0,2018,6
435233,Hải Phòng,17h - 21h,2.0,2018,5
435234,Hải Phòng,17h - 21h,1.0,2018,5
435235,Hải Phòng,17h - 21h,1.0,2018,5
435236,Hải Phòng,17h - 21h,2.0,2018,5
435237,Hải Phòng,17h - 21h,3.0,2018,5
435238,Hải Phòng,17h - 21h,3.0,2018,5
435240,Nha Trang,0h - 9h,6.0,2018,1
435240,Nha Trang,17h - 21h,9.0,2018,5
435268,Hồ Chí Minh,17h - 21h,1.0,2018,5
435268,Hồ Chí Minh,0h - 9h,1.0,2018,1
435300,Nha Trang,17h - 21h,7.0,2018,5
435300,Nha Trang,9h - 11h,14.0,2018,2
435316,Hồ Chí Minh,9h - 11h,18.0,2018,2
435322,Nha Trang,17h - 21h,3.0,2018,5
435322,Nha Trang,0h - 9h,2.0,2018,1
435324,Đà Nẵng,11h - 14h,10.0,2018,3
435382,Hải Phòng,0h - 9h,5.0,2018,1
435383,Hải Phòng,21h+,2.0,2018,6
435383,Hải Phòng,17h - 21h,3.0,2018,5
435480,Nha Trang,0h - 9h,4.0,2018,1
435593,Hải Phòng,17h - 21h,2.0,2018,5
435593,Hải Phòng,14h - 17h,4.0,2018,4
435593,Hải Phòng,0h - 9h,2.0,2018,1
435597,Hải Phòng,17h - 21h,1.0,2018,5
435598,Hải Phòng,21h+,5.0,2018,6
435598,Hải Phòng,17h - 21h,4.0,2018,5
435599,Hải Phòng,17h - 21h,2.0,2018,5
435599,Hải Phòng,21h+,3.0,2018,6
435612,Hà Nội,17h - 21h,2.0,2018,5
435613,Hà Nội,17h - 21h,2.0,2018,5
435614,Hà Nội,17h - 21h,3.0,2018,5
435615,Hà Nội,17h - 21h,2.0,2018,5
435630,Hồ Chí Minh,0h - 9h,6.0,2018,1
435697,Nha Trang,17h - 21h,3.0,2018,5
435786,Hồ Chí Minh,17h - 21h,1.0,2018,5
435786,Hồ Chí Minh,0h - 9h,4.0,2018,1
435786,Hồ Chí Minh,11h - 14h,2.0,2018,3
435828,Nha Trang,0h - 9h,6.0,2018,1
435828,Nha Trang,17h - 21h,1.0,2018,5
435860,Hồ Chí Minh,0h - 9h,2.0,2018,1
435874,Nha Trang,11h - 14h,2.0,2018,3
435874,Nha Trang,17h - 21h,3.0,2018,5
435967,Hà Nội,17h - 21h,5.0,2018,5
