id,year,city,brand,spontaneous,trial,p3m,p1m,comprehension,brand_likability,weekly,daily,visit,ppa,spending,segmentation,nps_p3m,nps_p3m_group,answer_index
123638,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,30.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8397
123638,2017,Hải Phòng,Street / Half street coffee (including carts),No,Yes,Yes,No,Refuse,No,No,No,,,,,,,8398
123638,2017,Hải Phòng,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8399
123638,2017,Hải Phòng,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8400
123775,2017,Hải Phòng,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8401
123775,2017,Hải Phòng,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,8402
123775,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,20.0,40.0,Seg.01 - Mass (<VND 25K),,,8403
123776,2017,Hải Phòng,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,8404
123776,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,20.0,80.0,Seg.01 - Mass (<VND 25K),,,8405
123777,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,15.0,30.0,Seg.01 - Mass (<VND 25K),,,8406
123777,2017,Hải Phòng,Street / Half street coffee (including carts),No,Yes,Yes,No,Refuse,No,No,No,,,,,,,8407
123778,2017,Hải Phòng,Street / Half street coffee (including carts),No,Yes,Yes,No,Refuse,No,No,No,,,,,,,8408
123778,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,20.0,80.0,Seg.01 - Mass (<VND 25K),,,8409
123778,2017,Hải Phòng,Trung Nguyên,No,Yes,Yes,No,Refuse,No,No,No,,,,,6.0,Detractor,8410
123779,2017,Hải Phòng,Street / Half street coffee (including carts),No,No,No,No,Refuse,No,No,No,,,,,,,8411
123779,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,15.0,30.0,Seg.01 - Mass (<VND 25K),,,8412
123780,2017,Hải Phòng,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,8413
123780,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,30.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8414
123859,2017,Đà Nẵng,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,8.0,32.0,Seg.01 - Mass (<VND 25K),,,8415
123859,2017,Đà Nẵng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,Yes,56.0,10.0,560.0,Seg.01 - Mass (<VND 25K),,,8416
123859,2017,Đà Nẵng,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8417
123860,2017,Đà Nẵng,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8418
123860,2017,Đà Nẵng,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8419
123860,2017,Đà Nẵng,Street / Half street coffee (including carts),Yes,Yes,No,No,Refuse,No,No,No,,,,,,,8420
123860,2017,Đà Nẵng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,15.0,30.0,Seg.01 - Mass (<VND 25K),,,8421
123861,2017,Đà Nẵng,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8422
123861,2017,Đà Nẵng,Street / Half street coffee (including carts),Yes,Yes,Yes,No,Refuse,No,No,No,,,,,,,8423
123861,2017,Đà Nẵng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,3.0,15.0,45.0,Seg.01 - Mass (<VND 25K),,,8424
123862,2017,Đà Nẵng,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8425
123862,2017,Đà Nẵng,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8426
123862,2017,Đà Nẵng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,20.0,80.0,Seg.01 - Mass (<VND 25K),,,8427
123862,2017,Đà Nẵng,Street / Half street coffee (including carts),No,Yes,Yes,No,Refuse,No,No,No,,,,,,,8428
123863,2017,Đà Nẵng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,15.0,30.0,Seg.01 - Mass (<VND 25K),,,8429
123863,2017,Đà Nẵng,Street / Half street coffee (including carts),No,Yes,Yes,No,Refuse,No,No,No,,,,,,,8430
123863,2017,Đà Nẵng,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8431
123864,2017,Đà Nẵng,Highlands Coffee,No,Yes,Yes,Yes,Refuse,No,No,No,2.0,39.0,78.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,8432
123864,2017,Đà Nẵng,Coffee Bean & Tea Leaf,No,No,No,No,Refuse,No,No,No,,,,,,,8433
123864,2017,Đà Nẵng,Other Branded Cafe Chain,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,8434
123864,2017,Đà Nẵng,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,8435
123864,2017,Đà Nẵng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,6.0,20.0,120.0,Seg.01 - Mass (<VND 25K),,,8436
123864,2017,Đà Nẵng,Gong Cha,No,Yes,Yes,No,Refuse,No,No,No,,,,,7.0,Passive,8437
123864,2017,Đà Nẵng,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8438
123865,2017,Hà Nội,Cộng Cà Phê,No,Yes,No,No,Refuse,No,No,No,,,,,,,8439
123865,2017,Hà Nội,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,No,No,3.0,70.0,210.0,Seg.03 - Premium (VND 60K - VND 99K),9.0,Promoter,8440
123865,2017,Hà Nội,Trung Nguyên,Yes,No,No,No,Refuse,No,No,No,,,,,,,8441
123866,2017,Đà Nẵng,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8442
123866,2017,Đà Nẵng,Street / Half street coffee (including carts),Yes,Yes,Yes,No,Refuse,No,No,No,,,,,,,8443
123866,2017,Đà Nẵng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,3.0,20.0,60.0,Seg.01 - Mass (<VND 25K),,,8444
123867,2017,Đà Nẵng,Street / Half street coffee (including carts),No,Yes,Yes,Yes,Refuse,No,No,No,2.0,8.0,16.0,Seg.01 - Mass (<VND 25K),,,8445
123867,2017,Đà Nẵng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,10.0,10.0,100.0,Seg.01 - Mass (<VND 25K),,,8446
123867,2017,Đà Nẵng,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8447
123880,2017,Hải Phòng,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,8448
123880,2017,Hải Phòng,Street / Half street coffee (including carts),Yes,Yes,Yes,No,Refuse,No,No,No,,,,,,,8449
123880,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,1.0,30.0,30.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8450
123883,2017,Hải Phòng,Milano,No,No,No,No,Refuse,No,No,No,,,,,,,8451
123883,2017,Hải Phòng,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,8452
123883,2017,Hải Phòng,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8453
123883,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,20.0,40.0,Seg.01 - Mass (<VND 25K),,,8454
123883,2017,Hải Phòng,Cộng Cà Phê,No,No,No,No,Refuse,No,No,No,,,,,,,8455
123883,2017,Hải Phòng,Saigon Café,No,No,No,No,Refuse,No,No,No,,,,,,,8456
123883,2017,Hải Phòng,Thức Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8457
123883,2017,Hải Phòng,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8458
123895,2017,Hải Phòng,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8459
123895,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8460
123895,2017,Hải Phòng,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,8461
123895,2017,Hải Phòng,Highlands Coffee,No,Yes,No,No,Refuse,No,No,No,,,,,,,8462
123897,2017,Hà Nội,Gong Cha,No,No,No,No,Refuse,No,No,No,,,,,,,8463
123897,2017,Hà Nội,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,35.0,140.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8464
123897,2017,Hà Nội,Cộng Cà Phê,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,8465
123897,2017,Hà Nội,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8466
123897,2017,Hà Nội,Trung Nguyên,Yes,No,No,No,Refuse,No,No,No,,,,,,,8467
123898,2017,Hà Nội,Cộng Cà Phê,No,No,No,No,Refuse,No,No,No,,,,,,,8468
123898,2017,Hà Nội,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,25.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8469
123898,2017,Hà Nội,Urban Station,No,No,No,No,Refuse,No,No,No,,,,,,,8470
123898,2017,Hà Nội,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8471
123898,2017,Hà Nội,Highlands Coffee,Yes,No,No,No,Refuse,No,No,No,,,,,,,8472
123899,2017,Hà Nội,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8473
123899,2017,Hà Nội,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,30.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8474
123900,2017,Hà Nội,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,30.0,60.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8475
123901,2017,Hà Nội,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8476
123901,2017,Hà Nội,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,30.0,60.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8477
123902,2017,Hà Nội,Cộng Cà Phê,No,No,No,No,Refuse,No,No,No,,,,,,,8478
123902,2017,Hà Nội,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8479
123902,2017,Hà Nội,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8480
123904,2017,Hà Nội,Cộng Cà Phê,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,8481
123904,2017,Hà Nội,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,30.0,60.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8482
123904,2017,Hà Nội,Highlands Coffee,Yes,No,No,No,Refuse,No,No,No,,,,,,,8483
123906,2017,Hà Nội,Highlands Coffee,Yes,No,No,No,Refuse,No,No,No,,,,,,,8484
123906,2017,Hà Nội,Cộng Cà Phê,Yes,No,No,No,Refuse,No,No,No,,,,,,,8485
123906,2017,Hà Nội,Street / Half street coffee (including carts),No,No,No,No,Refuse,No,Yes,No,5.0,25.0,125.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8486
123906,2017,Hà Nội,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8487
123906,2017,Hà Nội,Other Branded Cafe Chain,Yes,Yes,Yes,Yes,Refuse,No,No,No,,,,,,,8488
123907,2017,Hà Nội,Starbucks,No,No,No,No,Refuse,No,No,No,,,,,,,8489
123907,2017,Hà Nội,Highlands Coffee,Yes,No,No,No,Refuse,No,No,No,,,,,,,8490
123907,2017,Hà Nội,Cộng Cà Phê,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,5.0,50.0,250.0,Seg.02 - Mass Asp (VND 25K - VND 59K),7.0,Passive,8491
123907,2017,Hà Nội,Gong Cha,Yes,No,No,No,Refuse,No,No,No,,,,,,,8492
123908,2017,Hà Nội,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,30.0,60.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8493
123908,2017,Hà Nội,Highlands Coffee,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,8494
123910,2017,Hồ Chí Minh,Trung Nguyên,Yes,No,No,No,Refuse,No,No,No,,,,,,,8495
123910,2017,Hồ Chí Minh,Other Branded Cafe Chain,No,Yes,Yes,Yes,Refuse,No,No,No,2.0,,,,,,8496
123910,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,1.0,15.0,15.0,Seg.01 - Mass (<VND 25K),,,8497
123910,2017,Hồ Chí Minh,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8498
123911,2017,Hồ Chí Minh,Milano,Yes,Yes,Yes,Yes,Refuse,No,No,No,1.0,15.0,15.0,Seg.01 - Mass (<VND 25K),8.0,Passive,8499
123911,2017,Hồ Chí Minh,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8500
123911,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,1.0,12.0,12.0,Seg.01 - Mass (<VND 25K),,,8501
123912,2017,Hồ Chí Minh,Urban Station,No,No,No,No,Refuse,No,No,No,,,,,,,8502
123912,2017,Hồ Chí Minh,Trung Nguyên,Yes,No,No,No,Refuse,No,No,No,,,,,,,8503
123912,2017,Hồ Chí Minh,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8504
123912,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,Yes,Yes,Refuse,No,No,No,,,,,,,8505
123912,2017,Hồ Chí Minh,The Coffee House,No,No,No,No,Refuse,No,No,No,,,,,,,8506
123912,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,25.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8507
123913,2017,Hồ Chí Minh,The Coffee House,No,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,8508
123913,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,Yes,No,Refuse,No,No,No,,,,,,,8509
123913,2017,Hồ Chí Minh,Starbucks,No,No,No,No,Refuse,No,No,No,,,,,,,8510
123913,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,35.0,140.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8511
123913,2017,Hồ Chí Minh,Highlands Coffee,Yes,No,No,No,Refuse,No,No,No,,,,,,,8512
123913,2017,Hồ Chí Minh,Trung Nguyên,Yes,No,No,No,Refuse,No,No,No,,,,,,,8513
123913,2017,Hồ Chí Minh,Phúc Long,No,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,8514
123914,2017,Hồ Chí Minh,Trung Nguyên,Yes,No,No,No,Refuse,No,No,No,,,,,,,8515
123914,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,Yes,18.0,15.0,270.0,Seg.01 - Mass (<VND 25K),,,8516
123914,2017,Hồ Chí Minh,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8517
123914,2017,Hồ Chí Minh,Gong Cha,No,Yes,Yes,Yes,Refuse,No,No,No,1.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,8518
123914,2017,Hồ Chí Minh,Phúc Long,No,Yes,Yes,Yes,Refuse,No,No,No,1.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,8519
123915,2017,Hồ Chí Minh,Highlands Coffee,Yes,No,No,No,Refuse,No,No,No,,,,,,,8520
123915,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,Yes,Yes,Refuse,No,No,No,1.0,18.0,18.0,Seg.01 - Mass (<VND 25K),,,8521
123915,2017,Hồ Chí Minh,The Coffee House,No,Yes,Yes,Yes,Refuse,No,No,No,1.0,55.0,55.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,8522
123915,2017,Hồ Chí Minh,Trung Nguyên,Yes,No,No,No,Refuse,No,No,No,,,,,,,8523
123915,2017,Hồ Chí Minh,Starbucks,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,8524
123915,2017,Hồ Chí Minh,Phúc Long,No,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,8525
123915,2017,Hồ Chí Minh,Effoc,No,No,No,No,Refuse,No,No,No,,,,,,,8526
123936,2017,Hải Phòng,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,8.0,45.0,360.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,8527
123936,2017,Hải Phòng,Starbucks,No,No,No,No,Refuse,No,No,No,,,,,,,8528
123936,2017,Hải Phòng,Street / Half street coffee (including carts),No,No,No,No,Refuse,No,No,No,,,,,,,8529
123936,2017,Hải Phòng,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8530
123936,2017,Hải Phòng,Cộng Cà Phê,No,No,No,No,Refuse,No,No,No,,,,,,,8531
123936,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,30.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8532
123936,2017,Hải Phòng,Maxx Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8533
123937,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,30.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8534
123937,2017,Hải Phòng,Street / Half street coffee (including carts),No,No,No,No,Refuse,No,No,No,,,,,,,8535
123938,2017,Hải Phòng,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8536
123938,2017,Hải Phòng,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8537
123938,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,35.0,140.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8538
123939,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,40.0,160.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8539
123939,2017,Hải Phòng,Saigon Café,No,Yes,No,No,Refuse,No,No,No,,,,,,,8540
123939,2017,Hải Phòng,Maxx Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8541
123939,2017,Hải Phòng,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8542
123939,2017,Hải Phòng,Milano,No,No,No,No,Refuse,No,No,No,,,,,,,8543
123940,2017,Hải Phòng,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,8544
123940,2017,Hải Phòng,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,45.0,180.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,8545
123940,2017,Hải Phòng,Street / Half street coffee (including carts),No,No,No,No,Refuse,No,No,No,,,,,,,8546
123940,2017,Hải Phòng,Independent Cafe,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,8547
123941,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,30.0,60.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8548
123941,2017,Hải Phòng,Street / Half street coffee (including carts),No,No,No,No,Refuse,No,No,No,,,,,,,8549
123942,2017,Hồ Chí Minh,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8550
123942,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,10.0,40.0,Seg.01 - Mass (<VND 25K),,,8551
123943,2017,Hồ Chí Minh,The Coffee House,No,Yes,No,No,Refuse,No,No,No,,,,,,,8552
123943,2017,Hồ Chí Minh,Phúc Long,No,No,No,No,Refuse,No,No,No,,,,,,,8553
123943,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,10.0,30.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,8554
123943,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,,,,,,,8555
123943,2017,Hồ Chí Minh,Highlands Coffee,No,Yes,No,No,Refuse,No,No,No,,,,,,,8556
123943,2017,Hồ Chí Minh,Passio,No,No,No,No,Refuse,No,No,No,,,,,,,8557
123944,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,1.0,15.0,15.0,Seg.01 - Mass (<VND 25K),,,8558
123944,2017,Hồ Chí Minh,Trung Nguyên,Yes,No,No,No,Refuse,No,No,No,,,,,,,8559
123944,2017,Hồ Chí Minh,Milano,Yes,No,No,No,Refuse,No,No,No,,,,,,,8560
123944,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,3.0,28.0,84.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,8561
123945,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,8562
123945,2017,Hồ Chí Minh,Starbucks,No,No,No,No,Refuse,No,No,No,,,,,,,8563
123945,2017,Hồ Chí Minh,Milano,No,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,8564
123945,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,No,Refuse,No,No,No,,,,,,,8565
123945,2017,Hồ Chí Minh,The Coffee House,No,No,No,No,Refuse,No,No,No,,,,,,,8566
123945,2017,Hồ Chí Minh,Passio,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,12.0,55.0,660.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,8567
123945,2017,Hồ Chí Minh,Phúc Long,No,No,No,No,Refuse,No,No,No,,,,,,,8568
123945,2017,Hồ Chí Minh,KOI cafe,No,No,No,No,Refuse,No,No,No,,,,,,,8569
123945,2017,Hồ Chí Minh,Cộng Cà Phê,No,No,No,No,Refuse,No,No,No,,,,,,,8570
123945,2017,Hồ Chí Minh,Urban Station,No,No,No,No,Refuse,No,No,No,,,,,,,8571
123945,2017,Hồ Chí Minh,Gong Cha,No,No,No,No,Refuse,No,No,No,,,,,,,8572
123946,2017,Hồ Chí Minh,Phúc Long,No,No,No,No,Refuse,No,No,No,,,,,,,8573
123946,2017,Hồ Chí Minh,Saigon Café,No,No,No,No,Refuse,No,No,No,,,,,,,8574
123946,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,10.0,40.0,Seg.01 - Mass (<VND 25K),,,8575
123946,2017,Hồ Chí Minh,Passio,No,No,No,No,Refuse,No,No,No,,,,,,,8576
123947,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,,,,,,,8577
123947,2017,Hải Phòng,Trung Nguyên,Yes,Yes,Yes,Yes,Refuse,No,Yes,Yes,30.0,20.0,600.0,Seg.01 - Mass (<VND 25K),10.0,Promoter,8578
123947,2017,Hải Phòng,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8579
123947,2017,Hải Phòng,Saigon Café,No,No,No,No,Refuse,No,No,No,,,,,,,8580
123948,2017,Hải Phòng,Trung Nguyên,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,8581
123948,2017,Hải Phòng,Milano,No,No,No,No,Refuse,No,No,No,,,,,,,8582
123948,2017,Hải Phòng,Street / Half street coffee (including carts),Yes,No,No,No,Refuse,No,No,No,,,,,,,8583
123948,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,,,,,,,8584
123948,2017,Hải Phòng,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,10.0,50.0,500.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,8585
123949,2017,Hải Phòng,Trung Nguyên,No,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,8586
123949,2017,Hải Phòng,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,Yes,30.0,20.0,600.0,Seg.01 - Mass (<VND 25K),,,8587
123949,2017,Hải Phòng,Saigon Café,No,No,No,No,Refuse,No,No,No,,,,,,,8588
123949,2017,Hải Phòng,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,8589
123949,2017,Hải Phòng,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8590
123949,2017,Hải Phòng,Cộng Cà Phê,No,No,No,No,Refuse,No,No,No,,,,,,,8591
123950,2017,Hải Phòng,Cộng Cà Phê,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,8592
123950,2017,Hải Phòng,Maxx Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,8593
123950,2017,Hải Phòng,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,8594
123950,2017,Hải Phòng,The Coffee Factory,No,No,No,No,Refuse,No,No,No,,,,,,,8595
123950,2017,Hải Phòng,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,Yes,Yes,30.0,50.0,1500.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,8596
123950,2017,Hải Phòng,Starbucks,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,9.0,Promoter,8597
123950,2017,Hải Phòng,Saigon Café,No,Yes,Yes,No,Refuse,No,No,No,,,,,7.0,Passive,8598
123950,2017,Hải Phòng,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,8599
123950,2017,Hải Phòng,Independent Cafe,No,Yes,Yes,No,Refuse,No,No,No,,,,,,,8600
123951,2017,Hải Phòng,Trung Nguyên,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,6.0,Detractor,8601
123951,2017,Hải Phòng,Starbucks,No,Yes,Yes,No,Refuse,No,No,No,,,,,9.0,Promoter,8602
123951,2017,Hải Phòng,Cộng Cà Phê,No,No,No,No,Refuse,No,No,No,,,,,,,8603
123951,2017,Hải Phòng,Saigon Café,Yes,No,No,No,Refuse,No,No,No,,,,,,,8604
123951,2017,Hải Phòng,Coffee Bean & Tea Leaf,No,No,No,No,Refuse,No,No,No,,,,,,,8605
123951,2017,Hải Phòng,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,10.0,30.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,8606
