id,year,city,brand,spontaneous,trial,p3m,p1m,comprehension,brand_likability,weekly,daily,visit,ppa,spending,segmentation,nps_p3m,nps_p3m_group,answer_index
89100,2017,Hồ Chí Minh,Trung Nguyên,No,Yes,Yes,Yes,Refuse,No,No,No,2.0,60.0,120.0,Seg.03 - Premium (VND 60K - VND 99K),8.0,Passive,1
89100,2017,Hồ Chí Minh,Gong Cha,No,No,No,No,Refuse,No,No,No,,,,,,,2
89100,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,Yes,Yes,Refuse,No,Yes,No,6.0,15.0,90.0,Seg.01 - Mass (<VND 25K),,,3
89100,2017,Hồ Chí Minh,The Coffee Factory,No,No,No,No,Refuse,No,No,No,,,,,,,4
89100,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,100.0,400.0,Seg.04 - Super Premium (VND 100K+),,,5
89101,2017,Hồ Chí Minh,Coffee Bean & Tea Leaf,No,Yes,No,No,Refuse,No,No,No,,,,,,,6
89101,2017,Hồ Chí Minh,Effoc,No,Yes,No,No,Refuse,No,No,No,,,,,,,7
89101,2017,Hồ Chí Minh,Saigon Café,No,Yes,Yes,Yes,Refuse,No,No,No,2.0,30.0,60.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,8
89101,2017,Hồ Chí Minh,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,9
89101,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,10
89101,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,Yes,Yes,Refuse,No,No,No,1.0,10.0,10.0,Seg.01 - Mass (<VND 25K),,,11
89101,2017,Hồ Chí Minh,Milano,No,Yes,Yes,No,Refuse,No,No,No,,,,,5.0,Detractor,12
89102,2017,Hồ Chí Minh,Phúc Long,No,Yes,No,No,Refuse,No,No,No,,,,,,,13
89102,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,14
89102,2017,Hồ Chí Minh,The Coffee House,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,15
89102,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,10.0,30.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,16
89102,2017,Hồ Chí Minh,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,17
89102,2017,Hồ Chí Minh,Starbucks,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,18
89102,2017,Hồ Chí Minh,Gong Cha,No,Yes,Yes,No,Refuse,No,No,No,,,,,5.0,Detractor,19
89102,2017,Hồ Chí Minh,KOI cafe,No,Yes,Yes,No,Refuse,No,No,No,,,,,5.0,Detractor,20
89102,2017,Hồ Chí Minh,Thức Coffee,No,Yes,No,No,Refuse,No,No,No,,,,,,,21
89613,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,22
89613,2017,Hồ Chí Minh,The Coffee House,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,23
89613,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,24.0,96.0,Seg.01 - Mass (<VND 25K),10.0,Promoter,24
89613,2017,Hồ Chí Minh,Saigon Café,Yes,No,No,No,Refuse,No,No,No,,,,,,,25
89613,2017,Hồ Chí Minh,Passio,No,No,No,No,Refuse,No,No,No,,,,,,,26
89613,2017,Hồ Chí Minh,KOI cafe,No,No,No,No,Refuse,No,No,No,,,,,,,27
89613,2017,Hồ Chí Minh,Urban Station,No,No,No,No,Refuse,No,No,No,,,,,,,28
89613,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,No,No,Refuse,No,No,No,,,,,,,29
89616,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,No,No,No,Refuse,No,No,No,3.0,20.0,60.0,Seg.01 - Mass (<VND 25K),,,30
89616,2017,Hồ Chí Minh,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,31
89616,2017,Hồ Chí Minh,Independent Cafe,No,No,No,No,Refuse,No,No,No,3.0,28.0,84.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,32
89616,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,35.0,140.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,33
89616,2017,Hồ Chí Minh,Phúc Long,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,34
89618,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,No,No,1.0,39.0,39.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,35
89618,2017,Hồ Chí Minh,KOI cafe,Yes,No,No,No,Refuse,No,No,No,,,,,,,36
89618,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,37
89618,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,25.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,38
89618,2017,Hồ Chí Minh,Milano,No,No,No,No,Refuse,No,No,No,,,,,,,39
89618,2017,Hồ Chí Minh,The Coffee Factory,No,Yes,No,No,Refuse,No,No,No,,,,,,,40
89963,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,41
89963,2017,Hồ Chí Minh,Milano,No,Yes,No,No,Refuse,No,No,No,,,,,,,42
89963,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,Yes,30.0,12.0,360.0,Seg.01 - Mass (<VND 25K),,,43
89965,2017,Hồ Chí Minh,Thức Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,44
89965,2017,Hồ Chí Minh,Urban Station,No,Yes,No,No,Refuse,No,No,No,,,,,,,45
89965,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,No,No,No,Refuse,No,No,No,,,,,,,46
89965,2017,Hồ Chí Minh,Milano,No,No,No,No,Refuse,No,No,No,,,,,,,47
89965,2017,Hồ Chí Minh,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,48
89965,2017,Hồ Chí Minh,Passio,No,No,No,No,Refuse,No,No,No,,,,,,,49
89965,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,8.0,30.0,240.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,50
89965,2017,Hồ Chí Minh,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,51
89967,2017,Hồ Chí Minh,Milano,No,No,No,No,Refuse,No,No,No,,,,,,,52
89967,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,Yes,No,Refuse,No,No,No,,,,,,,53
89967,2017,Hồ Chí Minh,Phúc Long,No,No,No,No,Refuse,No,No,No,,,,,,,54
89967,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,55
89967,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,56
90338,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,No,Refuse,No,No,No,,,,,,,57
90338,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,8.0,55.0,440.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,58
90338,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,7.0,Passive,59
90338,2017,Hồ Chí Minh,Maxx Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,60
90338,2017,Hồ Chí Minh,Phúc Long,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,61
90339,2017,Hồ Chí Minh,Urban Station,Yes,No,No,No,Refuse,No,No,No,,,,,,,62
90339,2017,Hồ Chí Minh,Phúc Long,Yes,No,No,No,Refuse,No,No,No,,,,,,,63
90339,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,3.0,15.0,45.0,Seg.01 - Mass (<VND 25K),,,64
90339,2017,Hồ Chí Minh,Highlands Coffee,Yes,No,No,No,Refuse,No,No,No,,,,,,,65
90339,2017,Hồ Chí Minh,Milano,No,No,No,No,Refuse,No,No,No,,,,,,,66
90418,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,67
90418,2017,Hồ Chí Minh,Passio,No,Yes,No,No,Refuse,No,No,No,,,,,,,68
90418,2017,Hồ Chí Minh,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,69
90418,2017,Hồ Chí Minh,Effoc,No,Yes,No,No,Refuse,No,No,No,,,,,,,70
90418,2017,Hồ Chí Minh,Gong Cha,No,Yes,No,No,Refuse,No,No,No,,,,,,,71
90418,2017,Hồ Chí Minh,Starbucks,No,Yes,No,No,Refuse,No,No,No,,,,,,,72
90418,2017,Hồ Chí Minh,Milano,No,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,15.0,60.0,Seg.01 - Mass (<VND 25K),8.0,Passive,73
90418,2017,Hồ Chí Minh,Highlands Coffee,No,Yes,No,No,Refuse,No,No,No,,,,,,,74
90418,2017,Hồ Chí Minh,Phúc Long,No,Yes,No,No,Refuse,No,No,No,,,,,,,75
90418,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,76
90419,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,No,No,3.0,80.0,320.0,Seg.03 - Premium (VND 60K - VND 99K),8.0,Passive,77
90419,2017,Hồ Chí Minh,Starbucks,Yes,No,No,No,Refuse,No,No,No,,,,,,,78
90419,2017,Hồ Chí Minh,Passio,No,No,No,No,Refuse,No,No,No,,,,,,,79
90419,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,80
90419,2017,Hồ Chí Minh,Gong Cha,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,81
90419,2017,Hồ Chí Minh,Phúc Long,Yes,Yes,Yes,Yes,Refuse,No,No,No,1.0,80.0,320.0,Seg.03 - Premium (VND 60K - VND 99K),6.0,Detractor,82
90419,2017,Hồ Chí Minh,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,83
90419,2017,Hồ Chí Minh,Milano,No,No,No,No,Refuse,No,No,No,,,,,,,84
90421,2017,Hồ Chí Minh,Trung Nguyên,No,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,30.0,210.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,85
90421,2017,Hồ Chí Minh,The Coffee House,No,No,No,No,Refuse,No,No,No,,,,,,,86
90421,2017,Hồ Chí Minh,Milano,No,Yes,No,No,Refuse,No,No,No,,,,,,,87
90421,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,Yes,17.0,13.0,221.0,Seg.01 - Mass (<VND 25K),,,88
90421,2017,Hồ Chí Minh,Gong Cha,No,Yes,Yes,Yes,Refuse,No,No,No,3.0,30.0,210.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,89
90422,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,10.0,15.0,150.0,Seg.01 - Mass (<VND 25K),,,90
90422,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,91
90422,2017,Hồ Chí Minh,Highlands Coffee,No,Yes,No,No,Refuse,No,No,No,,,,,,,92
90422,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,93
90422,2017,Hồ Chí Minh,Gong Cha,No,Yes,No,No,Refuse,No,No,No,,,,,,,94
90423,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,10.0,Promoter,95
90423,2017,Hồ Chí Minh,Starbucks,Yes,Yes,Yes,No,Refuse,No,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,96
90423,2017,Hồ Chí Minh,Urban Station,No,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,97
90423,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,15.0,30.0,Seg.01 - Mass (<VND 25K),,,98
90423,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,Yes,Refuse,No,No,No,,,,,8.0,Passive,99
90424,2017,Hồ Chí Minh,Urban Station,No,Yes,Yes,Yes,Refuse,No,No,No,1.0,35.0,35.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,100
90424,2017,Hồ Chí Minh,Gong Cha,No,No,No,No,Refuse,No,No,No,,,,,,,101
90424,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,11.0,10.0,110.0,Seg.01 - Mass (<VND 25K),,,102
90424,2017,Hồ Chí Minh,Highlands Coffee,No,Yes,No,No,Refuse,No,No,No,,,,,,,103
90424,2017,Hồ Chí Minh,Passio,No,Yes,No,No,Refuse,No,No,No,,,,,,,104
90424,2017,Hồ Chí Minh,Starbucks,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,105
90424,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,106
90424,2017,Hồ Chí Minh,Phúc Long,Yes,No,No,No,Refuse,No,No,No,,,,,,,107
90519,2017,Hồ Chí Minh,Highlands Coffee,No,Yes,No,No,Refuse,No,No,No,,,,,,,108
90519,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,15.0,60.0,Seg.01 - Mass (<VND 25K),7.0,Passive,109
91139,2017,Hồ Chí Minh,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,110
91139,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,15.0,30.0,Seg.01 - Mass (<VND 25K),,,111
91140,2017,Hồ Chí Minh,Thức Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,112
91140,2017,Hồ Chí Minh,The Coffee Factory,No,No,No,No,Refuse,No,No,No,,,,,,,113
91140,2017,Hồ Chí Minh,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,114
91140,2017,Hồ Chí Minh,The Coffee House,No,No,No,No,Refuse,No,No,No,,,,,,,115
91140,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,10.0,40.0,Seg.01 - Mass (<VND 25K),,,116
91140,2017,Hồ Chí Minh,Trung Nguyên,Yes,No,No,No,Refuse,No,No,No,,,,,,,117
91140,2017,Hồ Chí Minh,Milano,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,118
91142,2017,Hồ Chí Minh,Highlands Coffee,No,Yes,No,No,Refuse,No,No,No,,,,,,,119
91142,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,Yes,Refuse,No,No,No,1.0,90.0,270.0,Seg.03 - Premium (VND 60K - VND 99K),3.0,Detractor,120
91142,2017,Hồ Chí Minh,Saigon Café,No,Yes,No,No,Refuse,No,No,No,,,,,,,121
91142,2017,Hồ Chí Minh,The Coffee House,No,Yes,Yes,Yes,Refuse,No,No,No,2.0,90.0,270.0,Seg.03 - Premium (VND 60K - VND 99K),10.0,Promoter,122
91142,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,No,Refuse,No,No,No,,,,,,,123
91143,2017,Hồ Chí Minh,Highlands Coffee,No,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,124
91143,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,12.0,15.0,180.0,Seg.01 - Mass (<VND 25K),,,125
91143,2017,Hồ Chí Minh,Independent Cafe,No,No,No,No,Refuse,No,No,No,,,,,,,126
91323,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,25.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,127
91323,2017,Hồ Chí Minh,Highlands Coffee,Yes,No,No,No,Refuse,No,No,No,,,,,,,128
91323,2017,Hồ Chí Minh,Phúc Long,No,No,No,No,Refuse,No,No,No,,,,,,,129
91323,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,12.0,48.0,Seg.01 - Mass (<VND 25K),,,130
91439,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,No,No,No,Refuse,No,No,No,,,,,,,131
91439,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,132
91439,2017,Hồ Chí Minh,The Coffee House,No,No,No,No,Refuse,No,No,No,,,,,,,133
91439,2017,Hồ Chí Minh,Phúc Long,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,134
91439,2017,Hồ Chí Minh,Starbucks,Yes,No,No,No,Refuse,No,No,No,,,,,,,135
91439,2017,Hồ Chí Minh,Urban Station,Yes,Yes,Yes,Yes,Refuse,No,No,No,1.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,136
91439,2017,Hồ Chí Minh,Milano,No,No,No,No,Refuse,No,No,No,,,,,,,137
91489,2017,Hồ Chí Minh,Urban Station,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,138
91489,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,139
91489,2017,Hồ Chí Minh,Milano,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,140
91489,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,No,No,Refuse,No,No,No,,,,,,,141
91489,2017,Hồ Chí Minh,Phúc Long,No,Yes,No,No,Refuse,No,No,No,,,,,,,142
91489,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,8.0,55.0,440.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,143
91490,2017,Hồ Chí Minh,Coffee Bean & Tea Leaf,Yes,No,No,No,Refuse,No,No,No,,,,,,,144
91490,2017,Hồ Chí Minh,Urban Station,No,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,145
91490,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,15.0,60.0,Seg.01 - Mass (<VND 25K),,,146
91490,2017,Hồ Chí Minh,Phúc Long,Yes,No,No,No,Refuse,No,No,No,,,,,,,147
91490,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,148
91490,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,149
91770,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,10.0,20.0,Seg.01 - Mass (<VND 25K),,,150
91770,2017,Hồ Chí Minh,Phúc Long,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,7.0,45.0,315.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,151
91770,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,152
91770,2017,Hồ Chí Minh,The Coffee House,No,No,No,No,Refuse,No,No,No,,,,,,,153
91770,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,154
91801,2017,Hồ Chí Minh,Independent Cafe,No,Yes,No,No,Refuse,No,No,No,,,,,,,155
91801,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,8.0,10.0,80.0,Seg.01 - Mass (<VND 25K),,,156
91801,2017,Hồ Chí Minh,Trung Nguyên,Yes,No,No,No,Refuse,No,No,No,,,,,,,157
91852,2017,Hồ Chí Minh,Highlands Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,158
91852,2017,Hồ Chí Minh,The Coffee House,No,No,No,No,Refuse,No,No,No,,,,,,,159
91852,2017,Hồ Chí Minh,Starbucks,No,No,No,No,Refuse,No,No,No,,,,,,,160
91852,2017,Hồ Chí Minh,Coffee Bean & Tea Leaf,No,No,No,No,Refuse,No,No,No,,,,,,,161
91852,2017,Hồ Chí Minh,Milano,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,10.0,50.0,500.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,162
91852,2017,Hồ Chí Minh,Passio,No,No,No,No,Refuse,No,No,No,,,,,,,163
91852,2017,Hồ Chí Minh,Effoc,No,No,No,No,Refuse,No,No,No,,,,,,,164
91852,2017,Hồ Chí Minh,Phúc Long,No,No,No,No,Refuse,No,No,No,,,,,,,165
91852,2017,Hồ Chí Minh,Gong Cha,No,No,No,No,Refuse,No,No,No,,,,,,,166
91852,2017,Hồ Chí Minh,Urban Station,No,No,No,No,Refuse,No,No,No,,,,,,,167
91852,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,6.0,20.0,120.0,Seg.01 - Mass (<VND 25K),,,168
91852,2017,Hồ Chí Minh,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,169
91852,2017,Hồ Chí Minh,Thức Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,170
91853,2017,Hồ Chí Minh,Phúc Long,No,No,No,No,Refuse,No,No,No,,,,,,,171
91853,2017,Hồ Chí Minh,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,172
91853,2017,Hồ Chí Minh,The Coffee House,No,No,No,No,Refuse,No,No,No,,,,,,,173
91853,2017,Hồ Chí Minh,Starbucks,No,No,No,No,Refuse,No,No,No,,,,,,,174
91853,2017,Hồ Chí Minh,Passio,No,No,No,No,Refuse,No,No,No,,,,,,,175
91853,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,12.0,48.0,Seg.01 - Mass (<VND 25K),,,176
91854,2017,Hồ Chí Minh,Gong Cha,No,No,No,No,Refuse,No,No,No,,,,,,,177
91854,2017,Hồ Chí Minh,Phúc Long,No,No,No,No,Refuse,No,No,No,,,,,,,178
91854,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,No,12.0,10.0,120.0,Seg.01 - Mass (<VND 25K),,,179
91854,2017,Hồ Chí Minh,Milano,No,No,No,No,Refuse,No,No,No,,,,,,,180
91854,2017,Hồ Chí Minh,Trung Nguyên,No,Yes,No,No,Refuse,No,No,No,,,,,,,181
91854,2017,Hồ Chí Minh,Thức Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,182
91854,2017,Hồ Chí Minh,Passio,No,Yes,No,No,Refuse,No,No,No,,,,,,,183
91854,2017,Hồ Chí Minh,Cộng Cà Phê,No,No,No,No,Refuse,No,No,No,,,,,,,184
91855,2017,Hồ Chí Minh,Trung Nguyên,No,No,No,No,Refuse,No,No,No,,,,,,,185
91855,2017,Hồ Chí Minh,Passio,No,No,No,No,Refuse,No,No,No,,,,,,,186
91855,2017,Hồ Chí Minh,Cộng Cà Phê,No,Yes,No,No,Refuse,No,No,No,,,,,,,187
91855,2017,Hồ Chí Minh,Effoc,No,No,No,No,Refuse,No,No,No,,,,,,,188
91855,2017,Hồ Chí Minh,Independent Cafe,No,No,No,No,Refuse,No,No,No,,,,,,,189
91855,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Yes,Yes,Yes,Yes,Refuse,No,Yes,Yes,18.0,10.0,180.0,Seg.01 - Mass (<VND 25K),,,190
91855,2017,Hồ Chí Minh,Phúc Long,No,No,No,No,Refuse,No,No,No,,,,,,,191
92021,2017,Hồ Chí Minh,Thức Coffee,No,No,No,No,Refuse,No,No,No,,,,,,,192
92021,2017,Hồ Chí Minh,Milano,Yes,Yes,Yes,Yes,Refuse,No,No,No,2.0,47.0,376.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,193
92021,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,8.0,Passive,194
92021,2017,Hồ Chí Minh,Saigon Café,No,No,No,No,Refuse,No,No,No,,,,,,,195
92021,2017,Hồ Chí Minh,Independent Cafe,Yes,Yes,Yes,Yes,Refuse,No,No,No,3.0,30.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,196
92021,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,Yes,Yes,Refuse,No,No,No,1.0,25.0,25.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,197
92021,2017,Hồ Chí Minh,Maxx Coffee,Yes,No,No,No,Refuse,No,No,No,,,,,,,198
92021,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,6.0,47.0,376.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,199
92021,2017,Hồ Chí Minh,Phúc Long,No,No,No,No,Refuse,No,No,No,,,,,,,200
92021,2017,Hồ Chí Minh,Coffee Bean & Tea Leaf,Yes,No,No,No,Refuse,No,No,No,,,,,,,201
92022,2017,Hồ Chí Minh,The Coffee House,No,Yes,No,No,Refuse,No,No,No,,,,,,,202
92022,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,Yes,No,Refuse,No,No,No,,,,,,,203
92022,2017,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,9.0,Promoter,204
92022,2017,Hồ Chí Minh,Milano,No,Yes,No,No,Refuse,No,No,No,,,,,,,205
92022,2017,Hồ Chí Minh,Passio,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,206
92022,2017,Hồ Chí Minh,Starbucks,Yes,Yes,No,No,Refuse,No,No,No,,,,,,,207
92022,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,4.0,36.0,144.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,208
92023,2017,Hồ Chí Minh,Milano,Yes,Yes,Yes,Yes,Refuse,No,Yes,No,8.0,40.0,320.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,209
92023,2017,Hồ Chí Minh,Highlands Coffee,Yes,Yes,Yes,No,Refuse,No,No,No,,,,,9.0,Promoter,210
92023,2017,Hồ Chí Minh,Starbucks,No,Yes,No,No,Refuse,No,No,No,,,,,,,211
92023,2017,Hồ Chí Minh,Street / Half street coffee (including carts),No,Yes,No,No,Refuse,No,No,No,,,,,,,212
