id,year,city,brand,p1m,weekly,daily,visit,ppa,spending,segmentation,R_score,F_score,M_score,RFM_segment,KMeans_segment
451872,2018,Hà Nội,Starbucks,Yes,Yes,No,4.0,90.0,360.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,4,334,3
451876,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
451878,2018,Hà Nội,Starbucks,Yes,No,No,2.0,70.0,140.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
451878,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,55.0,55.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
451881,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,55.0,165.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
451881,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,40.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
451889,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,39.0,117.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
451889,2018,Hà Nội,Trung Nguyên,Yes,Yes,No,5.0,35.0,175.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,1,331,1
451890,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
451892,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,49.0,147.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
451893,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,45.0,135.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
451896,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
451896,2018,Hồ Chí Minh,Phúc Long,Yes,No,No,1.0,45.0,45.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
451900,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
451901,2018,Hà Nội,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
451904,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
451909,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
451910,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
451910,2018,Hà Nội,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
451911,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,4.0,40.0,160.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
451935,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,4.0,35.0,140.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,1,331,1
451941,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,4.0,55.0,220.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
451979,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,10.0,60.0,600.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
452039,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452079,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,5.0,55.0,275.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452095,2018,Hà Nội,Trung Nguyên,Yes,Yes,No,4.0,40.0,160.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452098,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,65.0,260.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
452099,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
452099,2018,Đà Nẵng,Cộng Cà Phê,Yes,No,No,3.0,30.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,1,221,0
452125,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,29.0,29.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
452134,2018,Hà Nội,The Coffee House,Yes,No,No,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452134,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
452199,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,45.0,180.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452225,2018,Hà Nội,The Coffee House,Yes,Yes,No,4.0,55.0,220.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452239,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,3.0,49.0,147.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452258,2018,Hồ Chí Minh,Phúc Long,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452258,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,1.0,45.0,45.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
452268,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,1.0,54.0,54.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
452277,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,59.0,118.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,3,213,2
452277,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
452304,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,39.0,39.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
452304,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,45.0,135.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452306,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
452319,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,2.0,29.0,58.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
452332,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,49.0,196.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452375,2018,Hà Nội,Trung Nguyên,Yes,No,No,3.0,35.0,105.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,1,221,0
452378,2018,Hồ Chí Minh,Phúc Long,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452378,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,6.0,49.0,294.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
452411,2018,Đà Nẵng,Phúc Long,Yes,Yes,No,6.0,55.0,330.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
452411,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
452437,2018,Hà Nội,Highlands Coffee,Yes,No,No,2.0,65.0,130.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
452471,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,2.0,22.0,44.0,Seg.01 - Mass (<VND 25K),2,1,1,211,2
452471,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,7.0,49.0,343.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
452487,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,3.0,49.0,147.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452510,2018,Hồ Chí Minh,Starbucks,Yes,Yes,No,4.0,60.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
452517,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,55.0,220.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452522,2018,Hà Nội,The Coffee House,Yes,No,No,1.0,45.0,45.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
452523,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
452530,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,11.0,69.0,759.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
452532,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
452532,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452572,2018,Nha Trang,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
452577,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,80.0,320.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
452588,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452589,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,5.0,35.0,175.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,1,331,1
452595,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452595,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,45.0,225.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452625,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,49.0,147.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452635,2018,Hà Nội,Trung Nguyên,Yes,Yes,No,5.0,40.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452635,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452636,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,55.0,220.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452650,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452707,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,6.0,59.0,354.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,3,343,3
452721,2018,Nha Trang,Highlands Coffee,Yes,Yes,No,8.0,60.0,480.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
452721,2018,Nha Trang,Starbucks,Yes,No,No,2.0,110.0,220.0,Seg.04 - Super Premium (VND 100K+),2,1,4,214,2
452747,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,80.0,80.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
452831,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
452831,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,29.0,58.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
452848,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,45.0,225.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452848,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,39.0,117.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
452880,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,13.0,50.0,650.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
452926,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,12.0,59.0,708.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,3,343,3
452926,2018,Hồ Chí Minh,Starbucks,Yes,Yes,No,4.0,55.0,220.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
452949,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,29.0,29.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
452949,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,1.0,35.0,35.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
452990,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
453023,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,45.0,135.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
453023,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,80.0,80.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
453024,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453024,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453082,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
453083,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
453084,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
453085,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453087,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,40.0,160.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
453119,2018,Nha Trang,Cộng Cà Phê,Yes,Yes,No,4.0,30.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,1,331,1
453120,2018,Nha Trang,Highlands Coffee,Yes,No,No,2.0,49.0,98.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453250,2018,Nha Trang,Highlands Coffee,Yes,Yes,No,6.0,49.0,294.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
453267,2018,Hà Nội,Trung Nguyên,Yes,Yes,No,6.0,40.0,240.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
453285,2018,Hà Nội,The Coffee House,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
453299,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453351,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,65.0,260.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
453399,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,49.0,147.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
453418,2018,Hà Nội,Starbucks,Yes,Yes,No,4.0,60.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
453418,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
453461,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,10.0,55.0,550.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
453506,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
453506,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,5.0,55.0,275.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
453550,2018,Nha Trang,Highlands Coffee,Yes,Yes,No,4.0,59.0,236.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,3,333,3
453568,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,49.0,196.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
453573,2018,Hà Nội,The Coffee House,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453579,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,5.0,60.0,300.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
453598,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453615,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,6.0,60.0,360.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
453637,2018,Cần Thơ,Highlands Coffee,Yes,Yes,No,10.0,35.0,350.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,1,341,1
453659,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,55.0,55.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453685,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,2.0,53.0,106.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453731,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,39.0,39.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453738,2018,Hà Nội,Trung Nguyên,Yes,Yes,No,4.0,35.0,140.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,1,331,1
453739,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,6.0,50.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
453757,2018,Hà Nội,The Coffee House,Yes,Yes,No,4.0,55.0,220.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
453757,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,39.0,156.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
453782,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,15.0,35.0,525.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,1,341,1
453782,2018,Đà Nẵng,The Coffee House,Yes,Yes,No,5.0,50.0,250.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
453816,2018,Nha Trang,Highlands Coffee,Yes,No,No,2.0,48.0,96.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453846,2018,Nha Trang,Highlands Coffee,Yes,Yes,No,4.0,59.0,236.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,3,333,3
453868,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,45.0,135.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
453868,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453884,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
453884,2018,Đà Nẵng,The Coffee House,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453885,2018,Nha Trang,Highlands Coffee,Yes,No,No,3.0,49.0,147.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
453896,2018,Nha Trang,Highlands Coffee,Yes,No,No,2.0,54.0,108.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
453936,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,5.0,49.0,245.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
453950,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,75.0,150.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
453991,2018,Nha Trang,Trung Nguyên,Yes,Yes,No,4.0,40.0,160.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
454037,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,55.0,220.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
454079,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,29.0,116.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,1,331,1
454102,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,8.0,50.0,400.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
454274,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
454276,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,80.0,80.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
454292,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
454334,2018,Hồ Chí Minh,Trung Nguyên,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
454422,2018,Nha Trang,Highlands Coffee,Yes,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
454567,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,5.0,49.0,245.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
454604,2018,Nha Trang,Highlands Coffee,Yes,Yes,No,7.0,49.0,343.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
454673,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,8.0,29.0,232.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,1,341,1
454692,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
454703,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
454721,2018,Nha Trang,Trung Nguyên,Yes,No,No,1.0,25.0,25.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
454721,2018,Nha Trang,Highlands Coffee,Yes,No,No,1.0,39.0,39.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
454736,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,10.0,55.0,550.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
454736,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
454753,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,6.0,50.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
454790,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
454792,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,35.0,105.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,1,221,0
454793,2018,Hà Nội,The Coffee House,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
454793,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,8.0,65.0,520.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
454854,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,70.0,280.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
454860,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,7.0,35.0,245.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,1,341,1
454887,2018,Hà Nội,Trung Nguyên,Yes,No,No,2.0,30.0,60.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
454898,2018,Nha Trang,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
454912,2018,Hà Nội,Highlands Coffee,Yes,No,No,2.0,55.0,110.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
454919,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,3.0,29.0,87.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,1,221,0
454952,2018,Nha Trang,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
454958,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
454979,2018,Đà Nẵng,Phúc Long,Yes,No,No,2.0,100.0,200.0,Seg.04 - Super Premium (VND 100K+),2,1,4,214,2
454979,2018,Đà Nẵng,The Coffee House,Yes,No,No,2.0,80.0,160.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
454979,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,6.0,100.0,600.0,Seg.04 - Super Premium (VND 100K+),3,4,4,344,3
454980,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
455007,2018,Hà Nội,The Coffee House,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
455010,2018,Hà Nội,Starbucks,Yes,No,No,1.0,120.0,120.0,Seg.04 - Super Premium (VND 100K+),2,1,4,214,2
455145,2018,Nha Trang,Highlands Coffee,Yes,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
455197,2018,Nha Trang,Cộng Cà Phê,Yes,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
455197,2018,Nha Trang,Highlands Coffee,Yes,Yes,No,12.0,49.0,588.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
455259,2018,Nha Trang,Highlands Coffee,Yes,No,No,2.0,69.0,138.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
