id,year,city,brand,p1m,weekly,daily,visit,ppa,spending,segmentation,R_score,F_score,M_score,RFM_segment,KMeans_segment
368246,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,5.0,65.0,325.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
368246,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
368247,2018,Hà Nội,Highlands Coffee,Yes,No,No,2.0,49.0,98.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
368247,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,4.0,35.0,140.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,1,331,1
368248,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,49.0,196.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
368248,2018,Hà Nội,Starbucks,Yes,Yes,No,6.0,75.0,450.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
368350,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,3.0,29.0,87.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,1,221,0
368351,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,10.0,39.0,390.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
368355,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,39.0,156.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
368356,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,10.0,39.0,390.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
368356,2018,Hồ Chí Minh,Trung Nguyên,Yes,No,No,2.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
368379,2018,Hải Phòng,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
368380,2018,Hải Phòng,Starbucks,Yes,Yes,No,5.0,40.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
368380,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,10.0,50.0,500.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
368380,2018,Hải Phòng,Trung Nguyên,Yes,Yes,No,5.0,40.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
368410,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
368411,2018,Hải Phòng,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
368425,2018,Hải Phòng,Highlands Coffee,Yes,No,No,1.0,59.0,59.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,3,213,2
368428,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,5.0,39.0,195.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
368460,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
368460,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,2.0,80.0,160.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
368468,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
368469,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,80.0,80.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
368481,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
368481,2018,Hồ Chí Minh,Phúc Long,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
368563,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,65.0,65.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
368681,2018,Hồ Chí Minh,Trung Nguyên,Yes,No,No,2.0,100.0,200.0,Seg.04 - Super Premium (VND 100K+),2,1,4,214,2
368849,2018,Hà Nội,The Coffee House,Yes,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
368849,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,8.0,45.0,360.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
368960,2018,Đà Nẵng,The Coffee House,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369137,2018,Hồ Chí Minh,Phúc Long,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369137,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369137,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369140,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,8.0,100.0,800.0,Seg.04 - Super Premium (VND 100K+),3,4,4,344,3
369141,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,30.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,1,331,1
369161,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,3.0,49.0,147.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
369161,2018,Hồ Chí Minh,Phúc Long,Yes,No,No,1.0,55.0,55.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369161,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369217,2018,Hải Phòng,Highlands Coffee,Yes,Yes,Yes,20.0,30.0,600.0,Seg.02 - Mass Asp (VND 25K - VND 59K),4,4,1,441,1
369258,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369279,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,7.0,39.0,273.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
369279,2018,Hà Nội,Starbucks,Yes,No,No,1.0,150.0,150.0,Seg.04 - Super Premium (VND 100K+),2,1,4,214,2
369281,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,39.0,39.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369281,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,58.0,290.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,3,333,3
369281,2018,Hà Nội,The Coffee House,Yes,No,No,2.0,55.0,110.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369434,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
369435,2018,Hồ Chí Minh,Trung Nguyên,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369533,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,6.0,50.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
369533,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
369545,2018,Đà Nẵng,The Coffee House,Yes,No,No,1.0,39.0,39.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369581,2018,Đà Nẵng,The Coffee House,Yes,Yes,No,7.0,50.0,350.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
369611,2018,Đà Nẵng,Starbucks,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369611,2018,Đà Nẵng,The Coffee House,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369611,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
369685,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,10.0,50.0,500.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
369766,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
369847,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,7.0,50.0,350.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
369862,2018,Hải Phòng,Highlands Coffee,Yes,No,No,3.0,70.0,210.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
370069,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,8.0,50.0,400.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
370069,2018,Hà Nội,Highlands Coffee,Yes,No,No,3.0,65.0,195.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
370111,2018,Đà Nẵng,Trung Nguyên,Yes,No,No,2.0,25.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
370147,2018,Hải Phòng,Highlands Coffee,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
370457,2018,Hồ Chí Minh,The Coffee House,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
370458,2018,Hồ Chí Minh,Trung Nguyên,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
370790,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,39.0,156.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
370839,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,7.0,60.0,420.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
370866,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,2.0,25.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
370873,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,8.0,100.0,800.0,Seg.04 - Super Premium (VND 100K+),3,4,4,344,3
370898,2018,Hải Phòng,Trung Nguyên,Yes,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
370901,2018,Hải Phòng,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
370902,2018,Hải Phòng,Starbucks,Yes,No,No,1.0,80.0,80.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
370902,2018,Hải Phòng,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
370902,2018,Hải Phòng,Cộng Cà Phê,Yes,No,No,1.0,30.0,30.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
370903,2018,Hải Phòng,Highlands Coffee,Yes,No,No,2.0,100.0,200.0,Seg.04 - Super Premium (VND 100K+),2,1,4,214,2
370954,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371005,2018,Hải Phòng,Trung Nguyên,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371027,2018,Hải Phòng,Highlands Coffee,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
371041,2018,Hải Phòng,Highlands Coffee,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371061,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,60.0,120.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
371061,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
371065,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,7.0,39.0,273.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
371065,2018,Hồ Chí Minh,Starbucks,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371066,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,39.0,156.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
371067,2018,Hồ Chí Minh,The Coffee House,Yes,Yes,Yes,30.0,40.0,1200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),4,4,2,442,1
371071,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,4.0,49.0,196.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
371205,2018,Hồ Chí Minh,Phúc Long,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371205,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371206,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
371208,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,80.0,160.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
371388,2018,Hải Phòng,Trung Nguyên,Yes,No,No,2.0,25.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
371388,2018,Hải Phòng,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
371397,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371397,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,5.0,50.0,250.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
371399,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,5.0,60.0,300.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
371495,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371498,2018,Hồ Chí Minh,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371502,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
371582,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,1.0,30.0,30.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
371588,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,4.0,59.0,236.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,3,333,3
371600,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371642,2018,Hải Phòng,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
371644,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,4.0,49.0,196.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
371706,2018,Hải Phòng,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
371873,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,69.0,276.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
372096,2018,Hà Nội,Trung Nguyên,Yes,Yes,No,6.0,25.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,1,341,1
372415,2018,Hải Phòng,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
373000,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,5.0,60.0,300.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
373321,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,15.0,59.0,885.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,3,343,3
373375,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,8.0,50.0,400.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
373691,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,7.0,60.0,420.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
373706,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,10.0,60.0,600.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
373854,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,5.0,80.0,400.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
373855,2018,Hồ Chí Minh,The Coffee House,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
373856,2018,Hồ Chí Minh,Starbucks,Yes,No,No,2.0,90.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,4,214,2
374077,2018,Hải Phòng,Highlands Coffee,Yes,No,No,2.0,39.0,78.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
374078,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,4.0,56.0,224.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,3,333,3
374080,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,5.0,49.0,245.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
374276,2018,Hồ Chí Minh,Phúc Long,Yes,Yes,No,4.0,60.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
374282,2018,Hải Phòng,Highlands Coffee,Yes,Yes,No,7.0,60.0,420.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
374332,2018,Hồ Chí Minh,Trung Nguyên,Yes,Yes,No,5.0,55.0,275.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
374363,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,8.0,49.0,392.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
374365,2018,Hồ Chí Minh,Highlands Coffee,Yes,Yes,No,5.0,39.0,195.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
374691,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,5.0,50.0,250.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
376026,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,2.0,40.0,80.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
376693,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,1.0,40.0,40.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
376744,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,Yes,30.0,29.0,870.0,Seg.02 - Mass Asp (VND 25K - VND 59K),4,4,1,441,1
377177,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,3.0,50.0,150.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
377177,2018,Đà Nẵng,The Coffee House,Yes,Yes,No,10.0,60.0,600.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
377402,2018,Hà Nội,Trung Nguyên,Yes,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
377402,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,50.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
378350,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,10.0,30.0,300.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,1,341,1
378433,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,5.0,49.0,245.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
378651,2018,Đà Nẵng,The Coffee House,Yes,Yes,No,7.0,40.0,280.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
378651,2018,Đà Nẵng,Cộng Cà Phê,Yes,Yes,No,10.0,40.0,400.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
378651,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
378653,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,8.0,100.0,800.0,Seg.04 - Super Premium (VND 100K+),3,4,4,344,3
378872,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,60.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
378872,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
378873,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,8.0,50.0,400.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
378874,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,50.0,250.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
378875,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,4.0,60.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
378877,2018,Hà Nội,Highlands Coffee,Yes,No,No,2.0,60.0,120.0,Seg.03 - Premium (VND 60K - VND 99K),2,1,3,213,2
378878,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,60.0,300.0,Seg.03 - Premium (VND 60K - VND 99K),3,3,3,333,3
378879,2018,Hà Nội,Trung Nguyên,Yes,Yes,No,7.0,50.0,350.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
379615,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,8.0,39.0,312.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
379722,2018,Nha Trang,Cộng Cà Phê,Yes,No,No,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
379818,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,12.0,49.0,588.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
379869,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,5.0,40.0,200.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
379914,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,7.0,49.0,343.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
380067,2018,Đà Nẵng,Highlands Coffee,Yes,No,No,2.0,29.0,58.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
380205,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,10.0,49.0,490.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
380319,2018,Đà Nẵng,Cộng Cà Phê,Yes,No,No,1.0,45.0,45.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
380319,2018,Đà Nẵng,The Coffee House,Yes,Yes,No,9.0,60.0,540.0,Seg.03 - Premium (VND 60K - VND 99K),3,4,3,343,3
380319,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,Yes,20.0,70.0,1400.0,Seg.03 - Premium (VND 60K - VND 99K),4,4,3,443,3
380522,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,9.0,40.0,360.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
380522,2018,Đà Nẵng,The Coffee House,Yes,No,No,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
380839,2018,Hồ Chí Minh,Trung Nguyên,Yes,Yes,Yes,30.0,60.0,1800.0,Seg.03 - Premium (VND 60K - VND 99K),4,4,3,443,3
380900,2018,Đà Nẵng,Highlands Coffee,Yes,Yes,No,5.0,50.0,250.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
380900,2018,Đà Nẵng,The Coffee House,Yes,Yes,Yes,20.0,50.0,1000.0,Seg.02 - Mass Asp (VND 25K - VND 59K),4,4,2,442,1
381311,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,1.0,30.0,30.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,1,211,2
381312,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,60.0,180.0,Seg.03 - Premium (VND 60K - VND 99K),2,2,3,223,0
381313,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
381316,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
381317,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,3.0,45.0,135.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,2,2,222,0
381389,2018,Hà Nội,Highlands Coffee,Yes,No,No,1.0,50.0,50.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
381398,2018,Hà Nội,The Coffee House,Yes,Yes,No,4.0,40.0,160.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
381398,2018,Hà Nội,Highlands Coffee,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
381398,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,50.0,100.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
381464,2018,Hà Nội,The Coffee House,Yes,Yes,No,8.0,50.0,400.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
381464,2018,Hà Nội,Cộng Cà Phê,Yes,No,No,2.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
381465,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,4.0,40.0,160.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
381466,2018,Hà Nội,Highlands Coffee,Yes,Yes,No,4.0,49.0,196.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,3,2,332,1
381468,2018,Hà Nội,Highlands Coffee,Yes,No,No,2.0,39.0,78.0,Seg.02 - Mass Asp (VND 25K - VND 59K),2,1,2,212,2
381469,2018,Hà Nội,Cộng Cà Phê,Yes,Yes,No,8.0,45.0,360.0,Seg.02 - Mass Asp (VND 25K - VND 59K),3,4,2,342,1
