id,city,companion_group,year
415538,Nha Trang,Boyfriend / Girlfriend,2018
415538,Nha Trang,Friends,2018
415538,Nha Trang,Colleagues / Business partner,2018
415567,Hải Phòng,Friends,2018
415567,Hải Phòng,Family,2018
415632,Nha Trang,Friends,2018
415632,Nha Trang,Family,2018
415632,Nha Trang,Alone,2018
415709,Nha Trang,Family,2018
415715,Cần Thơ,Friends,2018
415715,Cần Thơ,Family,2018
415722,Nha Trang,Friends,2018
415750,Nha Trang,Family,2018
415773,Nha Trang,Family,2018
415773,Nha Trang,Friends,2018
415793,Hải Phòng,Friends,2018
415793,Hải Phòng,Colleagues / Business partner,2018
415794,Hải Phòng,Boyfriend / Girlfriend,2018
415827,Nha Trang,Family,2018
415848,Nha Trang,Colleagues / Business partner,2018
415848,Nha Trang,Friends,2018
415857,Nha Trang,Family,2018
415934,Cần Thơ,Family,2018
415934,Cần Thơ,Colleagues / Business partner,2018
415946,Cần Thơ,Friends,2018
415973,Nha Trang,Friends,2018
415973,Nha Trang,Family,2018
415986,Đà Nẵng,Friends,2018
416088,Cần Thơ,Friends,2018
416088,Cần Thơ,Colleagues / Business partner,2018
416088,Cần Thơ,Family,2018
416088,Cần Thơ,Alone,2018
416092,Cần Thơ,Colleagues / Business partner,2018
416092,Cần Thơ,Friends,2018
416092,Cần Thơ,Alone,2018
416092,Cần Thơ,Family,2018
416109,Đà Nẵng,Friends,2018
416109,Đà Nẵng,Family,2018
416110,Cần Thơ,Friends,2018
416111,Cần Thơ,Friends,2018
416160,Cần Thơ,Friends,2018
416161,Cần Thơ,Family,2018
416162,Cần Thơ,Friends,2018
416163,Cần Thơ,Friends,2018
416165,Cần Thơ,Friends,2018
416166,Cần Thơ,Friends,2018
416167,Cần Thơ,Family,2018
416168,Cần Thơ,Colleagues / Business partner,2018
416168,Cần Thơ,Friends,2018
416170,Cần Thơ,Friends,2018
416172,Cần Thơ,Friends,2018
416187,Cần Thơ,Colleagues / Business partner,2018
416188,Cần Thơ,Friends,2018
416188,Cần Thơ,Colleagues / Business partner,2018
416189,Cần Thơ,Colleagues / Business partner,2018
416190,Cần Thơ,Friends,2018
416191,Cần Thơ,Friends,2018
416192,Cần Thơ,Friends,2018
416193,Cần Thơ,Alone,2018
416194,Cần Thơ,Friends,2018
416195,Cần Thơ,Friends,2018
416197,Cần Thơ,Friends,2018
416233,Cần Thơ,Family,2018
416233,Cần Thơ,Alone,2018
416233,Cần Thơ,Friends,2018
416233,Cần Thơ,Colleagues / Business partner,2018
416235,Cần Thơ,Alone,2018
416235,Cần Thơ,Family,2018
416235,Cần Thơ,Friends,2018
416235,Cần Thơ,Colleagues / Business partner,2018
416242,Cần Thơ,Family,2018
416243,Cần Thơ,Colleagues / Business partner,2018
416244,Cần Thơ,Colleagues / Business partner,2018
416244,Cần Thơ,Friends,2018
416330,Cần Thơ,Friends,2018
416330,Cần Thơ,Family,2018
416331,Cần Thơ,Colleagues / Business partner,2018
416332,Cần Thơ,Friends,2018
416332,Cần Thơ,Colleagues / Business partner,2018
416333,Cần Thơ,Colleagues / Business partner,2018
416333,Cần Thơ,Friends,2018
416334,Cần Thơ,Family,2018
416335,Cần Thơ,Boyfriend / Girlfriend,2018
416336,Cần Thơ,Friends,2018
416336,Cần Thơ,Colleagues / Business partner,2018
416337,Cần Thơ,Friends,2018
416338,Cần Thơ,Boyfriend / Girlfriend,2018
416338,Cần Thơ,Colleagues / Business partner,2018
416344,Cần Thơ,Friends,2018
416344,Cần Thơ,Colleagues / Business partner,2018
416344,Cần Thơ,Alone,2018
416345,Cần Thơ,Alone,2018
416345,Cần Thơ,Colleagues / Business partner,2018
416345,Cần Thơ,Friends,2018
416377,Hải Phòng,Family,2018
416377,Hải Phòng,Friends,2018
416427,Hải Phòng,Family,2018
416428,Hải Phòng,Friends,2018
416428,Hải Phòng,Family,2018
416428,Hải Phòng,Colleagues / Business partner,2018
416429,Hải Phòng,Friends,2018
416430,Hải Phòng,Family,2018
416455,Hải Phòng,Friends,2018
416455,Hải Phòng,Colleagues / Business partner,2018
416456,Hải Phòng,Friends,2018
416456,Hải Phòng,Colleagues / Business partner,2018
416458,Hải Phòng,Friends,2018
416459,Hải Phòng,Friends,2018
416459,Hải Phòng,Colleagues / Business partner,2018
416503,Hải Phòng,Friends,2018
416504,Hải Phòng,Friends,2018
416505,Hải Phòng,Friends,2018
416551,Hải Phòng,Friends,2018
416551,Hải Phòng,Family,2018
416690,Cần Thơ,Friends,2018
416690,Cần Thơ,Family,2018
416690,Cần Thơ,Colleagues / Business partner,2018
416690,Cần Thơ,Alone,2018
416733,Hải Phòng,Friends,2018
416733,Hải Phòng,Family,2018
416831,Đà Nẵng,Boyfriend / Girlfriend,2018
416924,Cần Thơ,Colleagues / Business partner,2018
416924,Cần Thơ,Friends,2018
416924,Cần Thơ,Alone,2018
416928,Cần Thơ,Alone,2018
416928,Cần Thơ,Family,2018
417060,Nha Trang,Friends,2018
417092,Nha Trang,Colleagues / Business partner,2018
417092,Nha Trang,Boyfriend / Girlfriend,2018
417092,Nha Trang,Friends,2018
417230,Nha Trang,Friends,2018
417281,Hồ Chí Minh,Alone,2018
417281,Hồ Chí Minh,Friends,2018
417316,Hải Phòng,Friends,2018
417351,Cần Thơ,Friends,2018
417358,Cần Thơ,Friends,2018
417362,Cần Thơ,Friends,2018
417363,Cần Thơ,Family,2018
417508,Cần Thơ,Colleagues / Business partner,2018
417508,Cần Thơ,Alone,2018
417508,Cần Thơ,Friends,2018
417508,Cần Thơ,Family,2018
417510,Cần Thơ,Alone,2018
417510,Cần Thơ,Family,2018
417510,Cần Thơ,Colleagues / Business partner,2018
417511,Cần Thơ,Family,2018
417511,Cần Thơ,Colleagues / Business partner,2018
417511,Cần Thơ,Friends,2018
417511,Cần Thơ,Alone,2018
417512,Cần Thơ,Alone,2018
417512,Cần Thơ,Family,2018
417512,Cần Thơ,Friends,2018
417512,Cần Thơ,Colleagues / Business partner,2018
417639,Cần Thơ,Friends,2018
417741,Đà Nẵng,Alone,2018
417741,Đà Nẵng,Family,2018
417743,Cần Thơ,Friends,2018
417743,Cần Thơ,Family,2018
417744,Cần Thơ,Friends,2018
417862,Nha Trang,Friends,2018
417862,Nha Trang,Colleagues / Business partner,2018
417880,Hải Phòng,Friends,2018
417989,Đà Nẵng,Family,2018
418003,Đà Nẵng,Friends,2018
418012,Đà Nẵng,Friends,2018
418012,Đà Nẵng,Family,2018
418070,Hải Phòng,Friends,2018
418094,Đà Nẵng,Colleagues / Business partner,2018
418113,Cần Thơ,Family,2018
418113,Cần Thơ,Friends,2018
418146,Đà Nẵng,Family,2018
418146,Đà Nẵng,Friends,2018
418153,Đà Nẵng,Friends,2018
418153,Đà Nẵng,Family,2018
418199,Đà Nẵng,Family,2018
418205,Nha Trang,Family,2018
418205,Nha Trang,Friends,2018
418205,Nha Trang,Colleagues / Business partner,2018
418219,Đà Nẵng,Family,2018
418228,Đà Nẵng,Family,2018
418228,Đà Nẵng,Alone,2018
418245,Cần Thơ,Friends,2018
418249,Nha Trang,Family,2018
418249,Nha Trang,Friends,2018
418343,Cần Thơ,Family,2018
418343,Cần Thơ,Friends,2018
418381,Nha Trang,Colleagues / Business partner,2018
418400,Nha Trang,Family,2018
418400,Nha Trang,Friends,2018
418414,Cần Thơ,Friends,2018
418421,Hải Phòng,Friends,2018
418442,Nha Trang,Friends,2018
418478,Nha Trang,Colleagues / Business partner,2018
418478,Nha Trang,Friends,2018
418478,Nha Trang,Family,2018
418487,Hải Phòng,Friends,2018
418491,Hải Phòng,Friends,2018
418506,Cần Thơ,Family,2018
418506,Cần Thơ,Friends,2018
418519,Đà Nẵng,Friends,2018
418519,Đà Nẵng,Colleagues / Business partner,2018
418571,Nha Trang,Family,2018
418588,Nha Trang,Friends,2018
418588,Nha Trang,Colleagues / Business partner,2018
418666,Nha Trang,Family,2018
418666,Nha Trang,Friends,2018
418682,Cần Thơ,Family,2018
418682,Cần Thơ,Friends,2018
418683,Cần Thơ,Friends,2018
418683,Cần Thơ,Boyfriend / Girlfriend,2018
418684,Cần Thơ,Family,2018
418684,Cần Thơ,Colleagues / Business partner,2018
418685,Cần Thơ,Family,2018
418685,Cần Thơ,Friends,2018
418686,Cần Thơ,Colleagues / Business partner,2018
418686,Cần Thơ,Friends,2018
418687,Cần Thơ,Friends,2018
418688,Cần Thơ,Boyfriend / Girlfriend,2018
418688,Cần Thơ,Family,2018
418689,Cần Thơ,Colleagues / Business partner,2018
418690,Cần Thơ,Colleagues / Business partner,2018
418690,Cần Thơ,Friends,2018
418691,Cần Thơ,Friends,2018
418691,Cần Thơ,Colleagues / Business partner,2018
418730,Nha Trang,Friends,2018
418809,Nha Trang,Family,2018
418809,Nha Trang,Friends,2018
418916,Hải Phòng,Family,2018
418916,Hải Phòng,Friends,2018
418935,Hải Phòng,Friends,2018
418935,Hải Phòng,Family,2018
418941,Hải Phòng,Family,2018
418941,Hải Phòng,Friends,2018
418944,Hải Phòng,Friends,2018
418944,Hải Phòng,Family,2018
418947,Hải Phòng,Colleagues / Business partner,2018
418947,Hải Phòng,Friends,2018
418947,Hải Phòng,Family,2018
419051,Hồ Chí Minh,Friends,2018
419052,Cần Thơ,Family,2018
419052,Cần Thơ,Alone,2018
419052,Cần Thơ,Friends,2018
419054,Cần Thơ,Friends,2018
419055,Cần Thơ,Friends,2018
419056,Cần Thơ,Family,2018
419056,Cần Thơ,Friends,2018
419057,Cần Thơ,Friends,2018
419058,Cần Thơ,Friends,2018
419104,Cần Thơ,Friends,2018
419104,Cần Thơ,Alone,2018
419104,Cần Thơ,Family,2018
419104,Cần Thơ,Colleagues / Business partner,2018
419105,Cần Thơ,Friends,2018
419105,Cần Thơ,Family,2018
419106,Cần Thơ,Colleagues / Business partner,2018
419106,Cần Thơ,Friends,2018
419106,Cần Thơ,Alone,2018
419106,Cần Thơ,Family,2018
419107,Cần Thơ,Family,2018
419107,Cần Thơ,Colleagues / Business partner,2018
419107,Cần Thơ,Friends,2018
419108,Cần Thơ,Colleagues / Business partner,2018
419108,Cần Thơ,Alone,2018
419108,Cần Thơ,Friends,2018
419108,Cần Thơ,Family,2018
419113,Đà Nẵng,Family,2018
419113,Đà Nẵng,Alone,2018
419113,Đà Nẵng,Friends,2018
419114,Cần Thơ,Colleagues / Business partner,2018
419114,Cần Thơ,Friends,2018
419115,Cần Thơ,Friends,2018
419115,Cần Thơ,Family,2018
419116,Cần Thơ,Family,2018
419116,Cần Thơ,Alone,2018
419116,Cần Thơ,Friends,2018
419117,Cần Thơ,Alone,2018
419117,Cần Thơ,Colleagues / Business partner,2018
419117,Cần Thơ,Friends,2018
419117,Cần Thơ,Family,2018
419118,Cần Thơ,Friends,2018
419118,Cần Thơ,Family,2018
419118,Cần Thơ,Alone,2018
419145,Cần Thơ,Colleagues / Business partner,2018
419184,Nha Trang,Friends,2018
419198,Nha Trang,Family,2018
419198,Nha Trang,Friends,2018
419198,Nha Trang,Colleagues / Business partner,2018
419208,Hải Phòng,Friends,2018
419211,Cần Thơ,Friends,2018
419223,Cần Thơ,Friends,2018
419224,Cần Thơ,Family,2018
419240,Đà Nẵng,Family,2018
419240,Đà Nẵng,Friends,2018
419240,Đà Nẵng,Alone,2018
419245,Hải Phòng,Friends,2018
419331,Hải Phòng,Friends,2018
419335,Hải Phòng,Family,2018
419336,Hải Phòng,Friends,2018
419336,Hải Phòng,Family,2018
419358,Hải Phòng,Friends,2018
419364,Nha Trang,Family,2018
419364,Nha Trang,Colleagues / Business partner,2018
419364,Nha Trang,Friends,2018
419366,Hải Phòng,Family,2018
419367,Hải Phòng,Family,2018
419418,Cần Thơ,Alone,2018
419419,Cần Thơ,Colleagues / Business partner,2018
419419,Cần Thơ,Friends,2018
419420,Cần Thơ,Friends,2018
419421,Cần Thơ,Colleagues / Business partner,2018
419481,Hải Phòng,Friends,2018
419481,Hải Phòng,Colleagues / Business partner,2018
419481,Hải Phòng,Family,2018
419482,Hải Phòng,Boyfriend / Girlfriend,2018
419482,Hải Phòng,Friends,2018
419484,Hải Phòng,Colleagues / Business partner,2018
419489,Hải Phòng,Friends,2018
419489,Hải Phòng,Family,2018
419491,Hải Phòng,Colleagues / Business partner,2018
419491,Hải Phòng,Friends,2018
419492,Hải Phòng,Friends,2018
419492,Hải Phòng,Colleagues / Business partner,2018
419493,Hải Phòng,Colleagues / Business partner,2018
419493,Hải Phòng,Friends,2018
419494,Hải Phòng,Friends,2018
419495,Hải Phòng,Friends,2018
419495,Hải Phòng,Family,2018
419496,Hải Phòng,Friends,2018
419496,Hải Phòng,Colleagues / Business partner,2018
419497,Hải Phòng,Friends,2018
419504,Hải Phòng,Friends,2018
419504,Hải Phòng,Family,2018
419505,Hải Phòng,Friends,2018
419505,Hải Phòng,Family,2018
419506,Hải Phòng,Family,2018
419506,Hải Phòng,Colleagues / Business partner,2018
419506,Hải Phòng,Friends,2018
419507,Hải Phòng,Family,2018
419507,Hải Phòng,Friends,2018
419508,Hải Phòng,Family,2018
419508,Hải Phòng,Colleagues / Business partner,2018
419508,Hải Phòng,Friends,2018
419509,Hải Phòng,Colleagues / Business partner,2018
419509,Hải Phòng,Family,2018
419509,Hải Phòng,Friends,2018
419510,Hải Phòng,Family,2018
419510,Hải Phòng,Friends,2018
419535,Hải Phòng,Friends,2018
419536,Hải Phòng,Friends,2018
419536,Hải Phòng,Family,2018
419537,Hải Phòng,Friends,2018
419538,Hải Phòng,Friends,2018
419538,Hải Phòng,Family,2018
419540,Hải Phòng,Friends,2018
419541,Hải Phòng,Friends,2018
419541,Hải Phòng,Family,2018
419542,Hải Phòng,Friends,2018
419638,Nha Trang,Friends,2018
419720,Hải Phòng,Friends,2018
419723,Nha Trang,Family,2018
419803,Nha Trang,Family,2018
419814,Nha Trang,Colleagues / Business partner,2018
419975,Nha Trang,Friends,2018
420095,Đà Nẵng,Family,2018
420095,Đà Nẵng,Friends,2018
420114,Hồ Chí Minh,Friends,2018
420124,Nha Trang,Friends,2018
420124,Nha Trang,Family,2018
420287,Nha Trang,Friends,2018
420500,Nha Trang,Friends,2018
420656,Nha Trang,Friends,2018
420656,Nha Trang,Boyfriend / Girlfriend,2018
420656,Nha Trang,Colleagues / Business partner,2018
420663,Nha Trang,Friends,2018
420663,Nha Trang,Colleagues / Business partner,2018
420755,Đà Nẵng,Friends,2018
420767,Hồ Chí Minh,Friends,2018
420767,Hồ Chí Minh,Family,2018
420781,Hồ Chí Minh,Family,2018
420781,Hồ Chí Minh,Friends,2018
420797,Nha Trang,Colleagues / Business partner,2018
420797,Nha Trang,Friends,2018
420805,Nha Trang,Friends,2018
420805,Nha Trang,Family,2018
420812,Nha Trang,Friends,2018
420836,Đà Nẵng,Alone,2018
420836,Đà Nẵng,Friends,2018
420880,Hồ Chí Minh,Friends,2018
420894,Nha Trang,Friends,2018
420902,Nha Trang,Friends,2018
420962,Nha Trang,Family,2018
420962,Nha Trang,Friends,2018
420974,Đà Nẵng,Friends,2018
420974,Đà Nẵng,Family,2018
421039,Nha Trang,Friends,2018
421114,Nha Trang,Colleagues / Business partner,2018
421114,Nha Trang,Friends,2018
421114,Nha Trang,Family,2018
421127,Nha Trang,Friends,2018
421181,Đà Nẵng,Colleagues / Business partner,2018
421181,Đà Nẵng,Friends,2018
421181,Đà Nẵng,Family,2018
421181,Đà Nẵng,Alone,2018
421328,Nha Trang,Friends,2018
421328,Nha Trang,Boyfriend / Girlfriend,2018
421328,Nha Trang,Colleagues / Business partner,2018
421333,Nha Trang,Friends,2018
421335,Hồ Chí Minh,Friends,2018
421367,Đà Nẵng,Family,2018
421458,Nha Trang,Alone,2018
421467,Đà Nẵng,Alone,2018
421467,Đà Nẵng,Colleagues / Business partner,2018
421467,Đà Nẵng,Friends,2018
421507,Nha Trang,Friends,2018
421507,Nha Trang,Family,2018
421519,Đà Nẵng,Colleagues / Business partner,2018
421521,Đà Nẵng,Friends,2018
421521,Đà Nẵng,Colleagues / Business partner,2018
421677,Hồ Chí Minh,Friends,2018
421677,Hồ Chí Minh,Colleagues / Business partner,2018
421730,Đà Nẵng,Colleagues / Business partner,2018
421741,Đà Nẵng,Family,2018
421754,Đà Nẵng,Friends,2018
421768,Hồ Chí Minh,Friends,2018
421783,Nha Trang,Family,2018
421783,Nha Trang,Friends,2018
421880,Hồ Chí Minh,Friends,2018
421880,Hồ Chí Minh,Boyfriend / Girlfriend,2018
422008,Hồ Chí Minh,Friends,2018
422261,Nha Trang,Friends,2018
422270,Nha Trang,Boyfriend / Girlfriend,2018
422270,Nha Trang,Friends,2018
422307,Nha Trang,Friends,2018
422368,Nha Trang,Friends,2018
422598,Nha Trang,Friends,2018
422610,Nha Trang,Boyfriend / Girlfriend,2018
422610,Nha Trang,Friends,2018
422652,Nha Trang,Friends,2018
422659,Nha Trang,Friends,2018
422851,Nha Trang,Family,2018
422923,Nha Trang,Family,2018
422923,Nha Trang,Friends,2018
422952,Hồ Chí Minh,Alone,2018
422952,Hồ Chí Minh,Friends,2018
422952,Hồ Chí Minh,Colleagues / Business partner,2018
422965,Nha Trang,Friends,2018
422965,Nha Trang,Family,2018
422968,Nha Trang,Colleagues / Business partner,2018
422968,Nha Trang,Family,2018
423000,Nha Trang,Alone,2018
423060,Nha Trang,Friends,2018
423060,Nha Trang,Family,2018
423075,Nha Trang,Colleagues / Business partner,2018
423111,Hồ Chí Minh,Family,2018
423111,Hồ Chí Minh,Colleagues / Business partner,2018
423111,Hồ Chí Minh,Alone,2018
423111,Hồ Chí Minh,Boyfriend / Girlfriend,2018
423111,Hồ Chí Minh,Friends,2018
423140,Nha Trang,Family,2018
423140,Nha Trang,Friends,2018
423196,Nha Trang,Friends,2018
423196,Nha Trang,Family,2018
423204,Nha Trang,Friends,2018
423288,Hồ Chí Minh,Family,2018
423288,Hồ Chí Minh,Friends,2018
423311,Nha Trang,Friends,2018
423311,Nha Trang,Family,2018
423346,Nha Trang,Friends,2018
423413,Nha Trang,Friends,2018
423473,Nha Trang,Alone,2018
423491,Nha Trang,Friends,2018
423514,Nha Trang,Family,2018
423514,Nha Trang,Friends,2018
423639,Nha Trang,Colleagues / Business partner,2018
423639,Nha Trang,Friends,2018
423736,Nha Trang,Colleagues / Business partner,2018
423784,Nha Trang,Friends,2018
423784,Nha Trang,Colleagues / Business partner,2018
423852,Nha Trang,Colleagues / Business partner,2018
423852,Nha Trang,Friends,2018
423886,Nha Trang,Friends,2018
423886,Nha Trang,Family,2018
424050,Nha Trang,Colleagues / Business partner,2018
424050,Nha Trang,Boyfriend / Girlfriend,2018
424050,Nha Trang,Friends,2018
424082,Nha Trang,Colleagues / Business partner,2018
424082,Nha Trang,Friends,2018
424224,Nha Trang,Boyfriend / Girlfriend,2018
424242,Nha Trang,Friends,2018
424242,Nha Trang,Colleagues / Business partner,2018
424244,Đà Nẵng,Friends,2018
424244,Đà Nẵng,Family,2018
424252,Nha Trang,Friends,2018
424283,Nha Trang,Colleagues / Business partner,2018
424283,Nha Trang,Friends,2018
424428,Đà Nẵng,Friends,2018
424652,Nha Trang,Friends,2018
424652,Nha Trang,Colleagues / Business partner,2018
424880,Nha Trang,Friends,2018
424885,Nha Trang,Friends,2018
424888,Nha Trang,Family,2018
424888,Nha Trang,Friends,2018
425022,Nha Trang,Family,2018
425022,Nha Trang,Friends,2018
425233,Hải Phòng,Family,2018
425233,Hải Phòng,Friends,2018
425233,Hải Phòng,Colleagues / Business partner,2018
425340,Nha Trang,Friends,2018
425340,Nha Trang,Family,2018
425519,Hồ Chí Minh,Friends,2018
425519,Hồ Chí Minh,Family,2018
425609,Hải Phòng,Friends,2018
425609,Hải Phòng,Boyfriend / Girlfriend,2018
425762,Hồ Chí Minh,Boyfriend / Girlfriend,2018
425762,Hồ Chí Minh,Friends,2018
425777,Đà Nẵng,Family,2018
425777,Đà Nẵng,Friends,2018
425892,Hải Phòng,Friends,2018
425892,Hải Phòng,Family,2018
425930,Hồ Chí Minh,Family,2018
425930,Hồ Chí Minh,Friends,2018
425931,Hồ Chí Minh,Friends,2018
425932,Hồ Chí Minh,Boyfriend / Girlfriend,2018
425950,Đà Nẵng,Friends,2018
426483,Đà Nẵng,Friends,2018
426762,Hải Phòng,Friends,2018
426762,Hải Phòng,Family,2018
426763,Hải Phòng,Colleagues / Business partner,2018
426763,Hải Phòng,Friends,2018
426862,Hải Phòng,Friends,2018
426862,Hải Phòng,Family,2018
426901,Đà Nẵng,Family,2018
427010,Hải Phòng,Family,2018
427010,Hải Phòng,Friends,2018
427192,Đà Nẵng,Family,2018
427192,Đà Nẵng,Friends,2018
427933,Hồ Chí Minh,Friends,2018
428417,Hải Phòng,Family,2018
428417,Hải Phòng,Friends,2018
428466,Đà Nẵng,Friends,2018
428471,Đà Nẵng,Family,2018
428471,Đà Nẵng,Friends,2018
428572,Đà Nẵng,Family,2018
428572,Đà Nẵng,Colleagues / Business partner,2018
428572,Đà Nẵng,Friends,2018
428726,Hải Phòng,Friends,2018
428727,Hải Phòng,Friends,2018
428756,Hải Phòng,Friends,2018
428756,Hải Phòng,Family,2018
428757,Hải Phòng,Family,2018
428758,Hải Phòng,Family,2018
428758,Hải Phòng,Friends,2018
428982,Hải Phòng,Friends,2018
428982,Hải Phòng,Family,2018
428983,Hải Phòng,Family,2018
428983,Hải Phòng,Friends,2018
428984,Hải Phòng,Friends,2018
428984,Hải Phòng,Colleagues / Business partner,2018
428985,Hải Phòng,Colleagues / Business partner,2018
428985,Hải Phòng,Friends,2018
428985,Hải Phòng,Family,2018
429053,Hải Phòng,Friends,2018
429053,Hải Phòng,Family,2018
429153,Hải Phòng,Family,2018
429262,Hồ Chí Minh,Friends,2018
429290,Đà Nẵng,Friends,2018
429290,Đà Nẵng,Alone,2018
429329,Đà Nẵng,Family,2018
429329,Đà Nẵng,Friends,2018
429443,Đà Nẵng,Friends,2018
429462,Đà Nẵng,Family,2018
429462,Đà Nẵng,Friends,2018
429487,Hải Phòng,Friends,2018
429487,Hải Phòng,Family,2018
429556,Đà Nẵng,Friends,2018
429556,Đà Nẵng,Alone,2018
429580,Hải Phòng,Friends,2018
429592,Hồ Chí Minh,Colleagues / Business partner,2018
429592,Hồ Chí Minh,Friends,2018
429913,Hải Phòng,Friends,2018
429914,Hải Phòng,Family,2018
429914,Hải Phòng,Friends,2018
429915,Hải Phòng,Friends,2018
429983,Hải Phòng,Colleagues / Business partner,2018
429983,Hải Phòng,Friends,2018
429983,Hải Phòng,Boyfriend / Girlfriend,2018
430168,Hà Nội,Colleagues / Business partner,2018
430168,Hà Nội,Friends,2018
430168,Hà Nội,Family,2018
430284,Hà Nội,Friends,2018
430284,Hà Nội,Family,2018
430292,Hà Nội,Boyfriend / Girlfriend,2018
430293,Hà Nội,Friends,2018
430293,Hà Nội,Boyfriend / Girlfriend,2018
430294,Hải Phòng,Friends,2018
430294,Hải Phòng,Colleagues / Business partner,2018
430295,Hải Phòng,Friends,2018
430299,Hồ Chí Minh,Family,2018
430299,Hồ Chí Minh,Friends,2018
430323,Hà Nội,Friends,2018
430323,Hà Nội,Family,2018
430324,Hà Nội,Friends,2018
430332,Hà Nội,Boyfriend / Girlfriend,2018
430332,Hà Nội,Family,2018
430333,Hà Nội,Boyfriend / Girlfriend,2018
430333,Hà Nội,Friends,2018
430334,Hà Nội,Friends,2018
430335,Hà Nội,Family,2018
430335,Hà Nội,Friends,2018
430336,Hà Nội,Colleagues / Business partner,2018
430336,Hà Nội,Friends,2018
430337,Hà Nội,Colleagues / Business partner,2018
430337,Hà Nội,Friends,2018
430337,Hà Nội,Family,2018
430338,Hà Nội,Friends,2018
430339,Hà Nội,Colleagues / Business partner,2018
430339,Hà Nội,Friends,2018
430347,Hải Phòng,Friends,2018
430347,Hải Phòng,Family,2018
430348,Hải Phòng,Family,2018
430348,Hải Phòng,Friends,2018
430445,Đà Nẵng,Friends,2018
430445,Đà Nẵng,Family,2018
430445,Đà Nẵng,Alone,2018
430586,Đà Nẵng,Alone,2018
430586,Đà Nẵng,Family,2018
430709,Hồ Chí Minh,Friends,2018
430710,Hồ Chí Minh,Friends,2018
430711,Hồ Chí Minh,Family,2018
430712,Hồ Chí Minh,Friends,2018
430712,Hồ Chí Minh,Family,2018
430813,Đà Nẵng,Friends,2018
430813,Đà Nẵng,Colleagues / Business partner,2018
430877,Đà Nẵng,Family,2018
430877,Đà Nẵng,Friends,2018
430889,Hà Nội,Friends,2018
430901,Đà Nẵng,Friends,2018
430901,Đà Nẵng,Alone,2018
430901,Đà Nẵng,Colleagues / Business partner,2018
430906,Đà Nẵng,Alone,2018
430906,Đà Nẵng,Family,2018
431013,Đà Nẵng,Family,2018
431041,Đà Nẵng,Family,2018
431041,Đà Nẵng,Friends,2018
431075,Đà Nẵng,Friends,2018
431211,Hồ Chí Minh,Friends,2018
431391,Đà Nẵng,Alone,2018
431491,Đà Nẵng,Alone,2018
431491,Đà Nẵng,Family,2018
431586,Hải Phòng,Friends,2018
431586,Hải Phòng,Colleagues / Business partner,2018
431587,Hải Phòng,Friends,2018
431617,Hải Phòng,Friends,2018
431617,Hải Phòng,Colleagues / Business partner,2018
431619,Hà Nội,Friends,2018
431619,Hà Nội,Boyfriend / Girlfriend,2018
431620,Hà Nội,Friends,2018
431621,Hà Nội,Friends,2018
431621,Hà Nội,Family,2018
431622,Hà Nội,Others,2018
431623,Hà Nội,Friends,2018
431624,Hà Nội,Colleagues / Business partner,2018
431625,Hà Nội,Boyfriend / Girlfriend,2018
431625,Hà Nội,Friends,2018
431626,Hà Nội,Friends,2018
431627,Hà Nội,Family,2018
431628,Hà Nội,Friends,2018
431629,Hà Nội,Family,2018
431630,Hà Nội,Colleagues / Business partner,2018
431631,Hà Nội,Boyfriend / Girlfriend,2018
431632,Hà Nội,Family,2018
431633,Hà Nội,Friends,2018
431633,Hà Nội,Colleagues / Business partner,2018
431804,Hải Phòng,Friends,2018
431804,Hải Phòng,Colleagues / Business partner,2018
431832,Đà Nẵng,Family,2018
431832,Đà Nẵng,Colleagues / Business partner,2018
431832,Đà Nẵng,Friends,2018
431925,Hà Nội,Friends,2018
431925,Hà Nội,Family,2018
431926,Hà Nội,Colleagues / Business partner,2018
431926,Hà Nội,Friends,2018
431927,Hà Nội,Family,2018
431927,Hà Nội,Friends,2018
431929,Hà Nội,Friends,2018
431930,Hà Nội,Family,2018
431931,Hà Nội,Friends,2018
431931,Hà Nội,Colleagues / Business partner,2018
431932,Hà Nội,Colleagues / Business partner,2018
431932,Hà Nội,Friends,2018
431933,Hà Nội,Friends,2018
431933,Hà Nội,Colleagues / Business partner,2018
432040,Hồ Chí Minh,Boyfriend / Girlfriend,2018
432041,Hồ Chí Minh,Friends,2018
432041,Hồ Chí Minh,Family,2018
432056,Hải Phòng,Friends,2018
432056,Hải Phòng,Family,2018
432104,Đà Nẵng,Friends,2018
432169,Hải Phòng,Friends,2018
432192,Hồ Chí Minh,Friends,2018
432259,Đà Nẵng,Friends,2018
432259,Đà Nẵng,Family,2018
432259,Đà Nẵng,Colleagues / Business partner,2018
432266,Hà Nội,Family,2018
432307,Đà Nẵng,Friends,2018
432318,Hà Nội,Friends,2018
432319,Hà Nội,Friends,2018
432319,Hà Nội,Family,2018
432320,Hà Nội,Family,2018
432320,Hà Nội,Friends,2018
432405,Đà Nẵng,Friends,2018
432405,Đà Nẵng,Family,2018
432405,Đà Nẵng,Alone,2018
432414,Đà Nẵng,Friends,2018
432423,Đà Nẵng,Colleagues / Business partner,2018
432423,Đà Nẵng,Friends,2018
432427,Hồ Chí Minh,Friends,2018
432428,Hồ Chí Minh,Family,2018
432429,Hồ Chí Minh,Family,2018
432430,Hồ Chí Minh,Family,2018
432455,Hồ Chí Minh,Friends,2018
432455,Hồ Chí Minh,Alone,2018
