id,city,companion_group,year
727331,Hải Phòng,Friends,2019
727331,Hải Phòng,Family,2019
727331,Hải Phòng,Family,2019
727340,Hà Nội,Colleagues / Business partner,2019
727611,Hà Nội,Colleagues / Business partner,2019
727611,Hà Nội,Friends,2019
727611,Hà Nội,Boyfriend / Girlfriend,2019
727622,Hải Phòng,Family,2019
727642,Nha Trang,Friends,2019
727642,Nha Trang,Alone,2019
727642,Nha Trang,Colleagues / Business partner,2019
727650,Hà Nội,Friends,2019
727650,Hà Nội,Colleagues / Business partner,2019
727650,Hà Nội,Family,2019
727701,Hải Phòng,Friends,2019
727701,Hải Phòng,Family,2019
727701,Hải Phòng,Family,2019
727861,Hải Phòng,Friends,2019
727861,Hải Phòng,Family,2019
727861,Hải Phòng,Family,2019
727923,Nha Trang,Colleagues / Business partner,2019
727923,Nha Trang,Friends,2019
727990,Hà Nội,Family,2019
727990,Hà Nội,Friends,2019
727990,Hà Nội,Family,2019
727990,Hà Nội,Family,2019
727990,Hà Nội,Family,2019
728002,Hà Nội,Colleagues / Business partner,2019
728002,Hà Nội,Friends,2019
728002,Hà Nội,Family,2019
728002,Hà Nội,Boyfriend / Girlfriend,2019
728008,Hải Phòng,Alone,2019
728113,Hà Nội,Friends,2019
728113,Hà Nội,Family,2019
728149,Hồ Chí Minh,Friends,2019
728177,Hà Nội,Colleagues / Business partner,2019
728177,Hà Nội,Friends,2019
728177,Hà Nội,Family,2019
728177,Hà Nội,Family,2019
728177,Hà Nội,Family,2019
728210,Hải Phòng,Friends,2019
728210,Hải Phòng,Alone,2019
728210,Hải Phòng,Colleagues / Business partner,2019
728210,Hải Phòng,Family,2019
728210,Hải Phòng,Family,2019
728697,Đà Nẵng,Family,2019
728697,Đà Nẵng,Colleagues / Business partner,2019
728697,Đà Nẵng,Friends,2019
729019,Hồ Chí Minh,Colleagues / Business partner,2019
729019,Hồ Chí Minh,Friends,2019
729019,Hồ Chí Minh,Alone,2019
729019,Hồ Chí Minh,Boyfriend / Girlfriend,2019
729070,Đà Nẵng,Colleagues / Business partner,2019
729070,Đà Nẵng,Friends,2019
729081,Hà Nội,Friends,2019
729112,Hà Nội,Friends,2019
729216,Đà Nẵng,Alone,2019
729216,Đà Nẵng,Colleagues / Business partner,2019
729216,Đà Nẵng,Family,2019
729216,Đà Nẵng,Friends,2019
729274,Hải Phòng,Boyfriend / Girlfriend,2019
729274,Hải Phòng,Colleagues / Business partner,2019
729274,Hải Phòng,Friends,2019
729375,Đà Nẵng,Family,2019
729375,Đà Nẵng,Colleagues / Business partner,2019
729375,Đà Nẵng,Family,2019
729375,Đà Nẵng,Family,2019
729375,Đà Nẵng,Friends,2019
729674,Hà Nội,Friends,2019
729674,Hà Nội,Colleagues / Business partner,2019
729704,Nha Trang,Friends,2019
729879,Hồ Chí Minh,Alone,2019
729880,Đà Nẵng,Alone,2019
729919,Hải Phòng,Friends,2019
729919,Hải Phòng,Family,2019
729954,Hà Nội,Family,2019
729954,Hà Nội,Friends,2019
730037,Hà Nội,Boyfriend / Girlfriend,2019
730271,Hà Nội,Colleagues / Business partner,2019
730271,Hà Nội,Friends,2019
730271,Hà Nội,Family,2019
730347,Nha Trang,Family,2019
730358,Hải Phòng,Family,2019
730358,Hải Phòng,Friends,2019
730358,Hải Phòng,Family,2019
730358,Hải Phòng,Colleagues / Business partner,2019
730379,Nha Trang,Friends,2019
730433,Hà Nội,Family,2019
730433,Hà Nội,Family,2019
730433,Hà Nội,Colleagues / Business partner,2019
730433,Hà Nội,Friends,2019
730445,Hà Nội,Friends,2019
730445,Hà Nội,Family,2019
730445,Hà Nội,Family,2019
730448,Hà Nội,Friends,2019
730448,Hà Nội,Family,2019
730448,Hà Nội,Colleagues / Business partner,2019
730472,Hà Nội,Friends,2019
730472,Hà Nội,Family,2019
730472,Hà Nội,Colleagues / Business partner,2019
730582,Đà Nẵng,Friends,2019
730590,Hải Phòng,Friends,2019
730590,Hải Phòng,Family,2019
730590,Hải Phòng,Family,2019
730605,Hải Phòng,Friends,2019
730605,Hải Phòng,Family,2019
730605,Hải Phòng,Family,2019
730605,Hải Phòng,Alone,2019
730605,Hải Phòng,Colleagues / Business partner,2019
730624,Hà Nội,Family,2019
730624,Hà Nội,Friends,2019
730624,Hà Nội,Colleagues / Business partner,2019
730662,Nha Trang,Alone,2019
730669,Nha Trang,Friends,2019
730804,Hải Phòng,Colleagues / Business partner,2019
730804,Hải Phòng,Friends,2019
730821,Hải Phòng,Friends,2019
730842,Hải Phòng,Family,2019
730842,Hải Phòng,Friends,2019
730883,Đà Nẵng,Family,2019
730883,Đà Nẵng,Alone,2019
730883,Đà Nẵng,Friends,2019
730932,Hà Nội,Family,2019
730932,Hà Nội,Family,2019
730957,Hà Nội,Family,2019
730957,Hà Nội,Friends,2019
730957,Hà Nội,Colleagues / Business partner,2019
730965,Hà Nội,Colleagues / Business partner,2019
730965,Hà Nội,Family,2019
730965,Hà Nội,Friends,2019
730994,Đà Nẵng,Family,2019
730994,Đà Nẵng,Family,2019
730994,Đà Nẵng,Friends,2019
731029,Hải Phòng,Colleagues / Business partner,2019
731029,Hải Phòng,Family,2019
731070,Hà Nội,Family,2019
731070,Hà Nội,Family,2019
731084,Hà Nội,Family,2019
731084,Hà Nội,Colleagues / Business partner,2019
731084,Hà Nội,Friends,2019
731107,Nha Trang,Family,2019
731107,Nha Trang,Family,2019
731107,Nha Trang,Friends,2019
731141,Nha Trang,Friends,2019
731148,Hà Nội,Friends,2019
731177,Đà Nẵng,Friends,2019
731177,Đà Nẵng,Family,2019
731245,Hải Phòng,Colleagues / Business partner,2019
731268,Hà Nội,Friends,2019
731273,Hà Nội,Friends,2019
731273,Hà Nội,Colleagues / Business partner,2019
731329,Nha Trang,Friends,2019
731329,Nha Trang,Family,2019
731390,Nha Trang,Family,2019
731390,Nha Trang,Friends,2019
731475,Hải Phòng,Colleagues / Business partner,2019
731475,Hải Phòng,Friends,2019
731481,Hà Nội,Family,2019
731481,Hà Nội,Friends,2019
731486,Đà Nẵng,Boyfriend / Girlfriend,2019
731486,Đà Nẵng,Friends,2019
731526,Hà Nội,Boyfriend / Girlfriend,2019
731526,Hà Nội,Family,2019
731526,Hà Nội,Friends,2019
731668,Hồ Chí Minh,Friends,2019
731691,Hà Nội,Family,2019
731691,Hà Nội,Family,2019
731715,Hải Phòng,Friends,2019
731740,Hà Nội,Friends,2019
731740,Hà Nội,Boyfriend / Girlfriend,2019
731768,Hải Phòng,Friends,2019
731768,Hải Phòng,Family,2019
731782,Hồ Chí Minh,Family,2019
731782,Hồ Chí Minh,Friends,2019
731807,Hà Nội,Friends,2019
731843,Hà Nội,Friends,2019
731932,Hà Nội,Friends,2019
731932,Hà Nội,Family,2019
731972,Hồ Chí Minh,Colleagues / Business partner,2019
731972,Hồ Chí Minh,Friends,2019
731972,Hồ Chí Minh,Boyfriend / Girlfriend,2019
732361,Hà Nội,Friends,2019
732361,Hà Nội,Family,2019
732434,Hà Nội,Colleagues / Business partner,2019
732434,Hà Nội,Friends,2019
732437,Hồ Chí Minh,Colleagues / Business partner,2019
732437,Hồ Chí Minh,Friends,2019
732618,Nha Trang,Alone,2019
732618,Nha Trang,Friends,2019
732669,Hà Nội,Family,2019
732669,Hà Nội,Friends,2019
732706,Hà Nội,Family,2019
732706,Hà Nội,Friends,2019
732706,Hà Nội,Family,2019
732706,Hà Nội,Family,2019
732706,Hà Nội,Family,2019
732719,Hà Nội,Colleagues / Business partner,2019
732719,Hà Nội,Friends,2019
732720,Hải Phòng,Friends,2019
732732,Hà Nội,Friends,2019
732732,Hà Nội,Family,2019
732732,Hà Nội,Colleagues / Business partner,2019
732817,Nha Trang,Alone,2019
732821,Hồ Chí Minh,Family,2019
732821,Hồ Chí Minh,Colleagues / Business partner,2019
732821,Hồ Chí Minh,Family,2019
732821,Hồ Chí Minh,Friends,2019
732944,Hồ Chí Minh,Friends,2019
732958,Hà Nội,Friends,2019
732958,Hà Nội,Family,2019
732958,Hà Nội,Family,2019
732959,Hồ Chí Minh,Family,2019
732959,Hồ Chí Minh,Friends,2019
732986,Đà Nẵng,Family,2019
732986,Đà Nẵng,Family,2019
732986,Đà Nẵng,Friends,2019
733009,Nha Trang,Friends,2019
733144,Đà Nẵng,Alone,2019
733422,Hải Phòng,Colleagues / Business partner,2019
733533,Nha Trang,Friends,2019
733574,Hà Nội,Friends,2019
733647,Hồ Chí Minh,Friends,2019
733654,Hồ Chí Minh,Colleagues / Business partner,2019
733654,Hồ Chí Minh,Friends,2019
733720,Hà Nội,Friends,2019
733720,Hà Nội,Boyfriend / Girlfriend,2019
733720,Hà Nội,Colleagues / Business partner,2019
733720,Hà Nội,Family,2019
733730,Hải Phòng,Friends,2019
733730,Hải Phòng,Family,2019
733730,Hải Phòng,Family,2019
733736,Hà Nội,Colleagues / Business partner,2019
733736,Hà Nội,Family,2019
733736,Hà Nội,Family,2019
733736,Hà Nội,Friends,2019
733740,Hà Nội,Family,2019
733740,Hà Nội,Friends,2019
733740,Hà Nội,Colleagues / Business partner,2019
733754,Hồ Chí Minh,Alone,2019
733800,Hồ Chí Minh,Family,2019
733800,Hồ Chí Minh,Family,2019
733873,Hồ Chí Minh,Family,2019
733873,Hồ Chí Minh,Friends,2019
733902,Nha Trang,Friends,2019
733904,Hồ Chí Minh,Alone,2019
733939,Hà Nội,Family,2019
733939,Hà Nội,Friends,2019
733941,Hải Phòng,Family,2019
733941,Hải Phòng,Friends,2019
733941,Hải Phòng,Family,2019
733941,Hải Phòng,Family,2019
733945,Hồ Chí Minh,Friends,2019
733945,Hồ Chí Minh,Family,2019
733945,Hồ Chí Minh,Colleagues / Business partner,2019
733952,Hà Nội,Friends,2019
733952,Hà Nội,Family,2019
733952,Hà Nội,Family,2019
733973,Hồ Chí Minh,Alone,2019
733977,Hà Nội,Family,2019
733977,Hà Nội,Friends,2019
733985,Hà Nội,Friends,2019
733985,Hà Nội,Family,2019
733988,Hà Nội,Friends,2019
734042,Hải Phòng,Colleagues / Business partner,2019
734042,Hải Phòng,Friends,2019
734042,Hải Phòng,Family,2019
734112,Hải Phòng,Family,2019
734112,Hải Phòng,Family,2019
734112,Hải Phòng,Friends,2019
734147,Cần Thơ,Family,2019
734147,Cần Thơ,Family,2019
734147,Cần Thơ,Colleagues / Business partner,2019
734147,Cần Thơ,Friends,2019
734147,Cần Thơ,Boyfriend / Girlfriend,2019
734152,Hà Nội,Family,2019
734152,Hà Nội,Friends,2019
734169,Hà Nội,Family,2019
734169,Hà Nội,Friends,2019
734169,Hà Nội,Colleagues / Business partner,2019
734255,Hà Nội,Friends,2019
734310,Hà Nội,Friends,2019
734310,Hà Nội,Boyfriend / Girlfriend,2019
734311,Nha Trang,Friends,2019
734438,Hà Nội,Family,2019
734438,Hà Nội,Friends,2019
734438,Hà Nội,Boyfriend / Girlfriend,2019
734518,Hải Phòng,Friends,2019
734520,Hải Phòng,Friends,2019
734520,Hải Phòng,Family,2019
734563,Hà Nội,Friends,2019
734563,Hà Nội,Colleagues / Business partner,2019
734595,Nha Trang,Family,2019
734676,Nha Trang,Friends,2019
734676,Nha Trang,Colleagues / Business partner,2019
734676,Nha Trang,Family,2019
734677,Hà Nội,Boyfriend / Girlfriend,2019
734740,Hà Nội,Friends,2019
734754,Hà Nội,Colleagues / Business partner,2019
734754,Hà Nội,Friends,2019
734754,Hà Nội,Family,2019
734792,Hải Phòng,Alone,2019
734844,Nha Trang,Family,2019
734844,Nha Trang,Friends,2019
734867,Hồ Chí Minh,Family,2019
734867,Hồ Chí Minh,Friends,2019
734914,Nha Trang,Friends,2019
734990,Hải Phòng,Friends,2019
735026,Hồ Chí Minh,Friends,2019
735033,Hồ Chí Minh,Friends,2019
735043,Hà Nội,Colleagues / Business partner,2019
735043,Hà Nội,Friends,2019
735059,Hà Nội,Family,2019
735059,Hà Nội,Friends,2019
735059,Hà Nội,Family,2019
735066,Hà Nội,Friends,2019
735105,Hồ Chí Minh,Friends,2019
735138,Hồ Chí Minh,Friends,2019
735683,Đà Nẵng,Family,2019
735683,Đà Nẵng,Friends,2019
735683,Đà Nẵng,Family,2019
735741,Hồ Chí Minh,Friends,2019
735741,Hồ Chí Minh,Colleagues / Business partner,2019
735741,Hồ Chí Minh,Family,2019
735957,Hà Nội,Family,2019
735957,Hà Nội,Family,2019
735957,Hà Nội,Friends,2019
736248,Hồ Chí Minh,Alone,2019
736254,Đà Nẵng,Friends,2019
736404,Nha Trang,Colleagues / Business partner,2019
736421,Hà Nội,Family,2019
736421,Hà Nội,Family,2019
736421,Hà Nội,Friends,2019
736467,Hà Nội,Friends,2019
736467,Hà Nội,Colleagues / Business partner,2019
736531,Hải Phòng,Friends,2019
736777,Hà Nội,Colleagues / Business partner,2019
736777,Hà Nội,Friends,2019
736817,Hồ Chí Minh,Family,2019
736817,Hồ Chí Minh,Colleagues / Business partner,2019
736817,Hồ Chí Minh,Friends,2019
736894,Hà Nội,Friends,2019
737074,Hà Nội,Friends,2019
737074,Hà Nội,Family,2019
737074,Hà Nội,Family,2019
737085,Hồ Chí Minh,Friends,2019
737085,Hồ Chí Minh,Family,2019
737085,Hồ Chí Minh,Family,2019
737100,Đà Nẵng,Friends,2019
737128,Nha Trang,Friends,2019
737254,Đà Nẵng,Friends,2019
737286,Hồ Chí Minh,Family,2019
737360,Hồ Chí Minh,Family,2019
737379,Hồ Chí Minh,Boyfriend / Girlfriend,2019
737379,Hồ Chí Minh,Friends,2019
737382,Hà Nội,Friends,2019
737402,Hồ Chí Minh,Family,2019
737402,Hồ Chí Minh,Friends,2019
737459,Hồ Chí Minh,Family,2019
737459,Hồ Chí Minh,Friends,2019
737464,Hồ Chí Minh,Family,2019
737464,Hồ Chí Minh,Friends,2019
737467,Hà Nội,Friends,2019
737514,Hà Nội,Friends,2019
737514,Hà Nội,Family,2019
737543,Hà Nội,Colleagues / Business partner,2019
737543,Hà Nội,Friends,2019
737543,Hà Nội,Family,2019
737583,Hồ Chí Minh,Colleagues / Business partner,2019
737583,Hồ Chí Minh,Alone,2019
737583,Hồ Chí Minh,Friends,2019
737583,Hồ Chí Minh,Family,2019
737606,Hồ Chí Minh,Alone,2019
737716,Hồ Chí Minh,Family,2019
737716,Hồ Chí Minh,Family,2019
737755,Hồ Chí Minh,Friends,2019
737755,Hồ Chí Minh,Family,2019
737758,Hà Nội,Friends,2019
737758,Hà Nội,Family,2019
737758,Hà Nội,Colleagues / Business partner,2019
737800,Đà Nẵng,Friends,2019
737849,Hồ Chí Minh,Boyfriend / Girlfriend,2019
737849,Hồ Chí Minh,Friends,2019
737851,Hồ Chí Minh,Colleagues / Business partner,2019
737867,Hải Phòng,Family,2019
737867,Hải Phòng,Colleagues / Business partner,2019
737867,Hải Phòng,Friends,2019
737921,Nha Trang,Family,2019
737921,Nha Trang,Friends,2019
737921,Nha Trang,Alone,2019
737921,Nha Trang,Family,2019
737986,Nha Trang,Colleagues / Business partner,2019
738009,Hà Nội,Family,2019
738010,Hà Nội,Family,2019
738010,Hà Nội,Family,2019
738013,Hồ Chí Minh,Family,2019
738053,Nha Trang,Friends,2019
738053,Nha Trang,Family,2019
738119,Hồ Chí Minh,Friends,2019
738119,Hồ Chí Minh,Boyfriend / Girlfriend,2019
738127,Đà Nẵng,Alone,2019
738134,Hồ Chí Minh,Friends,2019
738135,Hồ Chí Minh,Friends,2019
738140,Hồ Chí Minh,Friends,2019
738196,Đà Nẵng,Colleagues / Business partner,2019
738196,Đà Nẵng,Friends,2019
738212,Hải Phòng,Friends,2019
738212,Hải Phòng,Family,2019
738215,Hồ Chí Minh,Family,2019
738215,Hồ Chí Minh,Friends,2019
738215,Hồ Chí Minh,Alone,2019
738225,Hải Phòng,Friends,2019
738244,Hà Nội,Family,2019
738244,Hà Nội,Colleagues / Business partner,2019
738244,Hà Nội,Friends,2019
738307,Hà Nội,Friends,2019
738349,Nha Trang,Family,2019
738349,Nha Trang,Friends,2019
738351,Hồ Chí Minh,Family,2019
738351,Hồ Chí Minh,Family,2019
738417,Đà Nẵng,Friends,2019
738417,Đà Nẵng,Alone,2019
738426,Hà Nội,Colleagues / Business partner,2019
738426,Hà Nội,Family,2019
738426,Hà Nội,Family,2019
738426,Hà Nội,Friends,2019
738432,Hồ Chí Minh,Alone,2019
738435,Hà Nội,Colleagues / Business partner,2019
738435,Hà Nội,Friends,2019
738508,Hồ Chí Minh,Friends,2019
738508,Hồ Chí Minh,Colleagues / Business partner,2019
738587,Hồ Chí Minh,Family,2019
738587,Hồ Chí Minh,Colleagues / Business partner,2019
738587,Hồ Chí Minh,Alone,2019
738587,Hồ Chí Minh,Friends,2019
738653,Hà Nội,Family,2019
738653,Hà Nội,Friends,2019
738678,Hà Nội,Friends,2019
738678,Hà Nội,Family,2019
738694,Hà Nội,Colleagues / Business partner,2019
738694,Hà Nội,Family,2019
738694,Hà Nội,Friends,2019
738694,Hà Nội,Family,2019
738756,Nha Trang,Friends,2019
738882,Nha Trang,Family,2019
738882,Nha Trang,Family,2019
738897,Đà Nẵng,Friends,2019
738897,Đà Nẵng,Alone,2019
738921,Hồ Chí Minh,Family,2019
738921,Hồ Chí Minh,Family,2019
738921,Hồ Chí Minh,Family,2019
738942,Hà Nội,Family,2019
738942,Hà Nội,Friends,2019
738985,Hồ Chí Minh,Alone,2019
738997,Hà Nội,Family,2019
738997,Hà Nội,Friends,2019
739061,Hà Nội,Friends,2019
739061,Hà Nội,Family,2019
739159,Nha Trang,Friends,2019
739167,Nha Trang,Friends,2019
739189,Nha Trang,Family,2019
739189,Nha Trang,Family,2019
739202,Hải Phòng,Family,2019
739202,Hải Phòng,Family,2019
739202,Hải Phòng,Friends,2019
739272,Hải Phòng,Alone,2019
739358,Hải Phòng,Friends,2019
739387,Nha Trang,Friends,2019
739475,Hà Nội,Family,2019
739475,Hà Nội,Friends,2019
739475,Hà Nội,Family,2019
739479,Hồ Chí Minh,Family,2019
739479,Hồ Chí Minh,Friends,2019
739488,Hồ Chí Minh,Friends,2019
739501,Hồ Chí Minh,Friends,2019
739501,Hồ Chí Minh,Family,2019
739630,Đà Nẵng,Friends,2019
739630,Đà Nẵng,Family,2019
739650,Đà Nẵng,Family,2019
739650,Đà Nẵng,Family,2019
739650,Đà Nẵng,Friends,2019
739650,Đà Nẵng,Family,2019
739684,Hà Nội,Family,2019
739684,Hà Nội,Friends,2019
739729,Hồ Chí Minh,Alone,2019
739750,Hồ Chí Minh,Family,2019
739750,Hồ Chí Minh,Friends,2019
739792,Hà Nội,Family,2019
739792,Hà Nội,Colleagues / Business partner,2019
739792,Hà Nội,Friends,2019
739856,Hồ Chí Minh,Alone,2019
739897,Đà Nẵng,Friends,2019
739939,Hồ Chí Minh,Friends,2019
739939,Hồ Chí Minh,Family,2019
739958,Hồ Chí Minh,Colleagues / Business partner,2019
739963,Hồ Chí Minh,Family,2019
739972,Hà Nội,Friends,2019
739972,Hà Nội,Colleagues / Business partner,2019
739972,Hà Nội,Family,2019
740084,Hà Nội,Colleagues / Business partner,2019
740084,Hà Nội,Friends,2019
740497,Hà Nội,Friends,2019
740497,Hà Nội,Family,2019
740497,Hà Nội,Colleagues / Business partner,2019
740773,Hồ Chí Minh,Alone,2019
740785,Hà Nội,Friends,2019
740785,Hà Nội,Colleagues / Business partner,2019
741185,Hồ Chí Minh,Friends,2019
741185,Hồ Chí Minh,Family,2019
741185,Hồ Chí Minh,Family,2019
741218,Đà Nẵng,Friends,2019
741281,Hà Nội,Friends,2019
741281,Hà Nội,Boyfriend / Girlfriend,2019
741584,Hồ Chí Minh,Colleagues / Business partner,2019
741584,Hồ Chí Minh,Friends,2019
741655,Hà Nội,Colleagues / Business partner,2019
741655,Hà Nội,Friends,2019
741676,Hồ Chí Minh,Friends,2019
741676,Hồ Chí Minh,Alone,2019
741680,Hồ Chí Minh,Family,2019
741729,Hà Nội,Family,2019
741729,Hà Nội,Friends,2019
741732,Hồ Chí Minh,Alone,2019
742021,Hồ Chí Minh,Friends,2019
742021,Hồ Chí Minh,Boyfriend / Girlfriend,2019
742145,Đà Nẵng,Friends,2019
742205,Hồ Chí Minh,Family,2019
742205,Hồ Chí Minh,Friends,2019
742309,Hà Nội,Boyfriend / Girlfriend,2019
742309,Hà Nội,Colleagues / Business partner,2019
742309,Hà Nội,Friends,2019
742385,Hà Nội,Friends,2019
742389,Đà Nẵng,Alone,2019
742419,Hồ Chí Minh,Family,2019
742419,Hồ Chí Minh,Friends,2019
742419,Hồ Chí Minh,Colleagues / Business partner,2019
742480,Đà Nẵng,Friends,2019
742522,Hồ Chí Minh,Friends,2019
742613,Đà Nẵng,Family,2019
742613,Đà Nẵng,Friends,2019
742629,Hồ Chí Minh,Family,2019
742629,Hồ Chí Minh,Friends,2019
742657,Đà Nẵng,Friends,2019
742657,Đà Nẵng,Alone,2019
742701,Hà Nội,Family,2019
742701,Hà Nội,Friends,2019
742711,Đà Nẵng,Friends,2019
742784,Đà Nẵng,Friends,2019
742784,Đà Nẵng,Family,2019
742784,Đà Nẵng,Family,2019
742784,Đà Nẵng,Colleagues / Business partner,2019
742977,Hải Phòng,Alone,2019
742977,Hải Phòng,Friends,2019
742977,Hải Phòng,Colleagues / Business partner,2019
742978,Hải Phòng,Friends,2019
743123,Hà Nội,Family,2019
743123,Hà Nội,Friends,2019
743140,Hải Phòng,Friends,2019
743156,Hà Nội,Family,2019
743156,Hà Nội,Friends,2019
743170,Nha Trang,Alone,2019
743236,Hà Nội,Family,2019
743236,Hà Nội,Friends,2019
743253,Đà Nẵng,Family,2019
743253,Đà Nẵng,Family,2019
743253,Đà Nẵng,Friends,2019
743290,Hồ Chí Minh,Alone,2019
743290,Hồ Chí Minh,Family,2019
743290,Hồ Chí Minh,Colleagues / Business partner,2019
743290,Hồ Chí Minh,Family,2019
743338,Hà Nội,Family,2019
743338,Hà Nội,Friends,2019
743338,Hà Nội,Family,2019
743341,Hải Phòng,Friends,2019
743355,Đà Nẵng,Family,2019
743355,Đà Nẵng,Friends,2019
743362,Hải Phòng,Friends,2019
743362,Hải Phòng,Colleagues / Business partner,2019
743600,Đà Nẵng,Colleagues / Business partner,2019
743600,Đà Nẵng,Family,2019
743600,Đà Nẵng,Alone,2019
743628,Hồ Chí Minh,Family,2019
743645,Đà Nẵng,Friends,2019
743669,Hải Phòng,Colleagues / Business partner,2019
743669,Hải Phòng,Friends,2019
743670,Hồ Chí Minh,Friends,2019
743670,Hồ Chí Minh,Alone,2019
743670,Hồ Chí Minh,Family,2019
743670,Hồ Chí Minh,Family,2019
743670,Hồ Chí Minh,Colleagues / Business partner,2019
743762,Hồ Chí Minh,Family,2019
743762,Hồ Chí Minh,Family,2019
743790,Nha Trang,Friends,2019
743936,Đà Nẵng,Alone,2019
743936,Đà Nẵng,Friends,2019
744018,Hà Nội,Family,2019
744018,Hà Nội,Friends,2019
744031,Hà Nội,Alone,2019
744036,Đà Nẵng,Friends,2019
744065,Nha Trang,Colleagues / Business partner,2019
744065,Nha Trang,Friends,2019
744065,Nha Trang,Family,2019
744137,Đà Nẵng,Friends,2019
744137,Đà Nẵng,Colleagues / Business partner,2019
744212,Hồ Chí Minh,Family,2019
744212,Hồ Chí Minh,Family,2019
744212,Hồ Chí Minh,Friends,2019
744276,Hồ Chí Minh,Friends,2019
744338,Nha Trang,Colleagues / Business partner,2019
744338,Nha Trang,Family,2019
744338,Nha Trang,Family,2019
744338,Nha Trang,Friends,2019
744362,Hà Nội,Family,2019
744362,Hà Nội,Colleagues / Business partner,2019
744362,Hà Nội,Friends,2019
744379,Hà Nội,Friends,2019
744391,Hồ Chí Minh,Family,2019
744391,Hồ Chí Minh,Friends,2019
744398,Hồ Chí Minh,Friends,2019
744398,Hồ Chí Minh,Family,2019
744478,Đà Nẵng,Friends,2019
744540,Hà Nội,Colleagues / Business partner,2019
744540,Hà Nội,Alone,2019
744554,Hà Nội,Family,2019
744565,Nha Trang,Friends,2019
744570,Hồ Chí Minh,Friends,2019
744570,Hồ Chí Minh,Boyfriend / Girlfriend,2019
744570,Hồ Chí Minh,Colleagues / Business partner,2019
744702,Hồ Chí Minh,Family,2019
744702,Hồ Chí Minh,Friends,2019
744783,Hà Nội,Colleagues / Business partner,2019
744783,Hà Nội,Family,2019
744783,Hà Nội,Friends,2019
744830,Nha Trang,Friends,2019
744830,Nha Trang,Colleagues / Business partner,2019
744830,Nha Trang,Boyfriend / Girlfriend,2019
744830,Nha Trang,Family,2019
744935,Đà Nẵng,Friends,2019
744949,Hồ Chí Minh,Family,2019
744957,Hồ Chí Minh,Alone,2019
744991,Hà Nội,Family,2019
744991,Hà Nội,Family,2019
745008,Hồ Chí Minh,Friends,2019
745139,Hải Phòng,Friends,2019
745160,Đà Nẵng,Family,2019
745160,Đà Nẵng,Colleagues / Business partner,2019
745160,Đà Nẵng,Family,2019
745160,Đà Nẵng,Family,2019
745160,Đà Nẵng,Family,2019
745160,Đà Nẵng,Family,2019
745541,Đà Nẵng,Friends,2019
745573,Đà Nẵng,Family,2019
745573,Đà Nẵng,Friends,2019
745579,Hồ Chí Minh,Alone,2019
745581,Hồ Chí Minh,Alone,2019
745728,Đà Nẵng,Friends,2019
745753,Đà Nẵng,Friends,2019
745812,Hồ Chí Minh,Friends,2019
745812,Hồ Chí Minh,Boyfriend / Girlfriend,2019
745827,Đà Nẵng,Friends,2019
746013,Đà Nẵng,Friends,2019
746013,Đà Nẵng,Family,2019
746038,Hồ Chí Minh,Alone,2019
746038,Hồ Chí Minh,Family,2019
746038,Hồ Chí Minh,Friends,2019
746047,Đà Nẵng,Friends,2019
746199,Hà Nội,Family,2019
746310,Hà Nội,Friends,2019
746310,Hà Nội,Family,2019
746410,Hà Nội,Friends,2019
746432,Đà Nẵng,Colleagues / Business partner,2019
746432,Đà Nẵng,Friends,2019
746554,Hải Phòng,Friends,2019
746554,Hải Phòng,Family,2019
746594,Hà Nội,Friends,2019
746729,Hải Phòng,Friends,2019
746896,Hà Nội,Boyfriend / Girlfriend,2019
746896,Hà Nội,Family,2019
746896,Hà Nội,Friends,2019
746931,Hồ Chí Minh,Alone,2019
746969,Hà Nội,Colleagues / Business partner,2019
746969,Hà Nội,Family,2019
746969,Hà Nội,Friends,2019
746996,Hà Nội,Friends,2019
746996,Hà Nội,Colleagues / Business partner,2019
747026,Hải Phòng,Friends,2019
747125,Cần Thơ,Friends,2019
747134,Hà Nội,Family,2019
747134,Hà Nội,Friends,2019
747134,Hà Nội,Colleagues / Business partner,2019
747134,Hà Nội,Family,2019
747152,Đà Nẵng,Friends,2019
747152,Đà Nẵng,Family,2019
747241,Hà Nội,Friends,2019
747246,Hải Phòng,Friends,2019
747293,Hà Nội,Friends,2019
747293,Hà Nội,Boyfriend / Girlfriend,2019
747354,Hồ Chí Minh,Family,2019
747383,Hà Nội,Friends,2019
747389,Hồ Chí Minh,Alone,2019
747389,Hồ Chí Minh,Friends,2019
747410,Hồ Chí Minh,Family,2019
747410,Hồ Chí Minh,Alone,2019
747411,Hải Phòng,Colleagues / Business partner,2019
747544,Hà Nội,Friends,2019
747544,Hà Nội,Boyfriend / Girlfriend,2019
747553,Hà Nội,Family,2019
747553,Hà Nội,Colleagues / Business partner,2019
747553,Hà Nội,Friends,2019
747578,Hà Nội,Friends,2019
747636,Hồ Chí Minh,Friends,2019
747694,Hà Nội,Friends,2019
747694,Hà Nội,Colleagues / Business partner,2019
747694,Hà Nội,Family,2019
747704,Hồ Chí Minh,Friends,2019
747704,Hồ Chí Minh,Family,2019
747835,Hà Nội,Friends,2019
747860,Hà Nội,Friends,2019
747978,Đà Nẵng,Colleagues / Business partner,2019
747978,Đà Nẵng,Friends,2019
747978,Đà Nẵng,Alone,2019
747983,Đà Nẵng,Friends,2019
748020,Hồ Chí Minh,Friends,2019
