id,city,dayofweek,visit_dayofweek,year,weekday_end,dayofweek_index
449000,Đà Nẵng,Friday,4.0,2018,Weekdays,5
449001,Hồ Chí Minh,Sunday,4.0,2018,Weekends,7
449009,Hà Nội,Tuesday,1.0,2018,Weekdays,2
449009,Hà Nội,Friday,1.0,2018,Weekdays,5
449009,Hà Nội,Sunday,1.0,2018,Weekends,7
449018,Hà Nội,Friday,3.0,2018,Weekdays,5
449019,Hà Nội,Saturday,1.0,2018,Weekends,6
449019,Hà Nội,Sunday,1.0,2018,Weekends,7
449026,Hồ Chí Minh,Saturday,4.0,2018,Weekends,6
449031,Hồ Chí Minh,Sunday,3.0,2018,Weekends,7
449031,Hồ Chí Minh,Saturday,4.0,2018,Weekends,6
449032,Hồ Chí Minh,Sunday,2.0,2018,Weekends,7
449034,Hà Nội,Wednesday,3.0,2018,Weekdays,3
449036,Nha Trang,Saturday,4.0,2018,Weekends,6
449037,Hồ Chí Minh,Monday,3.0,2018,Weekdays,1
449037,Hồ Chí Minh,Saturday,2.0,2018,Weekends,6
449038,Hà Nội,Sunday,4.0,2018,Weekends,7
449038,Hà Nội,Saturday,3.0,2018,Weekends,6
449038,Hà Nội,Tuesday,3.0,2018,Weekdays,2
449059,Hồ Chí Minh,Sunday,7.0,2018,Weekends,7
449059,Hồ Chí Minh,Saturday,6.0,2018,Weekends,6
449061,Hồ Chí Minh,Sunday,4.0,2018,Weekends,7
449061,Hồ Chí Minh,Wednesday,3.0,2018,Weekdays,3
449061,Hồ Chí Minh,Tuesday,3.0,2018,Weekdays,2
449061,Hồ Chí Minh,Saturday,4.0,2018,Weekends,6
449061,Hồ Chí Minh,Friday,4.0,2018,Weekdays,5
449061,Hồ Chí Minh,Thursday,3.0,2018,Weekdays,4
449061,Hồ Chí Minh,Monday,3.0,2018,Weekdays,1
449067,Hồ Chí Minh,Sunday,4.0,2018,Weekends,7
449090,Nha Trang,Friday,5.0,2018,Weekdays,5
449090,Nha Trang,Tuesday,4.0,2018,Weekdays,2
449090,Nha Trang,Sunday,4.0,2018,Weekends,7
449090,Nha Trang,Thursday,4.0,2018,Weekdays,4
