ID,Year,City,Brand,Spontaneous,Awareness,Trial,P3M,P1M,Comprehension,Brand_Likability,Weekly,Daily,Fre#visit,PPA,Spending,Segmentation,NPS#P3M,NPS#P3M#Group,Spending_use
433368,2018,Hải Phòng,Highlands Coffee,,Highlands Coffee,,,,,,,,,,,,,,
797953,2019,Hà Nội,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,Know it well,,,,,,,,,,
124831,2017,Hồ Chí Minh,Milano,,Milano,Milano,,,,,,,,,,,,,
348403,2018,Hồ Chí Minh,Trung Nguyên,,Trung Nguyên,,,,,,,,,,,,,,
432429,2018,Hồ Chí Minh,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
812174,2019,Hồ Chí Minh,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,Know it very well,Trung Nguyên,,,,,,,,,
433945,2018,Nha Trang,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,Highlands Coffee,,5.0,49.0,245.0,Seg.02 - Mass Asp (VND 25K - VND 59K),7.0,Passive,245.0
803793,2019,Hà Nội,Aha Cafe,,Aha Cafe,Aha Cafe,Aha Cafe,Aha Cafe,Know it very well,Aha Cafe,Not Applicable,Not Applicable,1.0,30.0,30.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,30.0
433938,2018,Nha Trang,Milano,,Milano,Milano,Milano,Milano,,,,,1.0,32.0,32.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,32.0
752860,2019,Đà Nẵng,Other 1,Other,Other,Other,Other,Other,Know it well,Other,Other,Not Applicable,8.0,30.0,240.0,Seg.02 - Mass Asp (VND 25K - VND 59K),7.0,Passive,240.0
735033,2019,Hồ Chí Minh,Thức Coffee,Thức Coffee,Thức Coffee,Thức Coffee,,,Know it very well,,,,,,,,,,
835855,2019,Đà Nẵng,Long Cafe,,Long Cafe,,,,Know a little,,,,,,,,,,
416335,2018,Cần Thơ,Trung Nguyên,,Trung Nguyên,,,,,,,,,,,,,,
121018,2017,Đà Nẵng,Trung Nguyên,,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,8.0,Passive,
134722,2017,Đà Nẵng,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,,,3.0,,,,,,
727611,2019,Hà Nội,The Coffee House,,The Coffee House,,,,Maybe do not know it,,,,,,,,,,
813278,2019,Hà Nội,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,,,Know it well,Cộng Cà Phê,,,,,,,,,
138761,2017,Hồ Chí Minh,Phúc Long,,Phúc Long,,,,,,,,,,,,,,
437249,2018,Hà Nội,Highlands Coffee,,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,,,,,,7.0,Passive,
811209,2019,Nha Trang,Other 1,Other,Other,Other,Other,Other,Know a little,Other,Other,Not Applicable,6.0,20.0,120.0,Seg.01 - Mass (<VND 25K),7.0,Passive,120.0
451843,2018,Hồ Chí Minh,Milano,,Milano,Milano,,,,,,,,,,,,,
378433,2018,Đà Nẵng,BonPas,,BonPas,BonPas,,,,,,,,,,,,,
460364,2018,Đà Nẵng,The Coffee House,The Coffee House,The Coffee House,The Coffee House,The Coffee House,,,,,,,,,,9.0,Promoter,
134938,2017,Hà Nội,Urban Station,Urban Station,Urban Station,Urban Station,Urban Station,,,,,,,,,,8.0,Passive,
396267,2018,Cần Thơ,Milano,,Milano,,,,,,,,,,,,,,
844588,2019,Hồ Chí Minh,Passio,,Passio,Passio,,,Know a little,,,,,,,,,,
392410,2018,Hồ Chí Minh,Phúc Long,,Phúc Long,,,,,,,,,,,,,,
778941,2019,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,Know it very well,Highlands Coffee,,,,,,,,,
109224,2017,Hà Nội,Cộng Cà Phê,,Cộng Cà Phê,Cộng Cà Phê,,,,,,,,,,,,,
109219,2017,Hải Phòng,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,
140343,2017,Hà Nội,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
123114,2017,Hồ Chí Minh,Trung Nguyên,,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
459974,2018,Hà Nội,Aha Cafe,,Aha Cafe,Aha Cafe,,,,,,,,,,,,,
835334,2019,Hồ Chí Minh,Thức Coffee,,Thức Coffee,,,,Know a little,,,,,,,,,,
814014,2019,Hà Nội,The Coffee House,,The Coffee House,The Coffee House,,,Know a little,The Coffee House,,,,,,,,,
134105,2017,Đà Nẵng,Saigon Café,,Saigon Café,,,,,,,,,,,,,,
443019,2018,Hồ Chí Minh,Starbucks,,Starbucks,Starbucks,,,,,,,,,,,,,
829872,2019,Hồ Chí Minh,Đen Đá,,Đen Đá,,,,Know a little,,,,,,,,,,
392124,2018,Cần Thơ,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,4.0,Detractor,
443564,2018,Hà Nội,Aha Cafe,,Aha Cafe,,,,,,,,,,,,,,
732732,2019,Hà Nội,Effoc,,Effoc,,,,Know a little,,,,,,,,,,
133921,2017,Cần Thơ,KOI cafe,,KOI cafe,,,,,,,,,,,,,,
740497,2019,Hà Nội,Aha Cafe,,Aha Cafe,Aha Cafe,,,Know a little,,,,,,,,,,
789761,2019,Hà Nội,Cộng Cà Phê,,Cộng Cà Phê,Cộng Cà Phê,,,Know it well,Cộng Cà Phê,,,,,,,,,
785351,2019,Hà Nội,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,,Know it very well,Cộng Cà Phê,,,,,,,9.0,Promoter,
456809,2018,Hồ Chí Minh,Milano,Milano,Milano,Milano,Milano,,,,,,,,,,7.0,Passive,
398499,2018,Hồ Chí Minh,The Coffee House,The Coffee House,The Coffee House,The Coffee House,The Coffee House,,,,,,,,,,8.0,Passive,
823525,2019,Hà Nội,Trung Nguyên,,Trung Nguyên,,,,Maybe do not know it,,,,,,,,,,
797916,2019,Đà Nẵng,Street,Street,Street,Street,,,Know a little,,,,,,,,,,
824953,2019,Hồ Chí Minh,Street,Street,Street,Street,Street,,Know it very well,,,,,,,,,,
390222,2018,Hải Phòng,Milano,Milano,Milano,Milano,Milano,Milano,,,Milano,,8.0,20.0,160.0,Seg.01 - Mass (<VND 25K),7.0,Passive,160.0
450107,2018,Đà Nẵng,The Coffee House,The Coffee House,The Coffee House,The Coffee House,The Coffee House,,,,,,,,,,8.0,Passive,
419105,2018,Cần Thơ,Other 3,Other 3,Other 3,,,,,,,,,,,,,,
820227,2019,Hà Nội,Starbucks,,Starbucks,,,,Know it well,,,,,,,,,,
802800,2019,Hà Nội,Other 1,,Other,Other,,,Know a little,,,,,,,,,,
122079,2017,Hải Phòng,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,Indepedent Cafe,Indepedent Cafe,16.0,,,,,,
759973,2019,Hồ Chí Minh,Mộc Miên,,Mộc Miên,,,,Maybe do not know it,,,,,,,,,,
814651,2019,Hà Nội,Urban Station,,Urban Station,,,,Maybe do not know it,,,,,,,,,,
790624,2019,Hà Nội,Highlands Coffee,,Highlands Coffee,,,,Know it very well,Highlands Coffee,,,,,,,,,
810738,2019,Hà Nội,Street,,Street,Street,,,Know a little,,,,,,,,,,
349551,2018,Hồ Chí Minh,Milano,,Milano,,,,,,,,,,,,,,
138417,2017,Hà Nội,Highlands Coffee,,Highlands Coffee,Highlands Coffee,,,,,,,,,,,,,
454921,2018,Hà Nội,Cộng Cà Phê,,Cộng Cà Phê,Cộng Cà Phê,,,,,,,,,,,,,
795511,2019,Hải Phòng,Street,,Street,,,,Know a little,,,,,,,,,,
453757,2018,Hà Nội,Passio,,Passio,,,,,,,,,,,,,,
381316,2018,Hà Nội,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,,,,,2.0,45.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,90.0
406742,2018,Đà Nẵng,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,,
358029,2018,Cần Thơ,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,Street / Half street coffee (including carts),,5.0,15.0,75.0,Seg.01 - Mass (<VND 25K),9.0,Promoter,75.0
451861,2018,Hồ Chí Minh,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
449533,2018,Hà Nội,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,3.0,40.0,120.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,120.0
141306,2017,Hồ Chí Minh,Trung Nguyên,,Trung Nguyên,,,,,,,,,,,,,,
118021,2017,Hà Nội,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,Indepedent Cafe,,10.0,,,,,,
122871,2017,Hà Nội,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
440050,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,Street / Half street coffee (including carts),,10.0,10.0,100.0,Seg.01 - Mass (<VND 25K),10.0,Promoter,100.0
122872,2017,Hà Nội,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
134584,2017,Hồ Chí Minh,Indepedent Cafe,Indepedent Cafe,,,,,,,,,1.0,,,,,,
358635,2018,Hà Nội,Trung Nguyên,,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
371208,2018,Hồ Chí Minh,Viva Star,,Viva Star,Viva Star,,,,,,,,,,,,,
135454,2017,Hải Phòng,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
442248,2018,Hà Nội,Coffee Bean & Tea Leaf,,Coffee Bean & Tea Leaf,Coffee Bean & Tea Leaf,,,,,,,,,,,,,
119383,2017,Cần Thơ,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,Indepedent Cafe,Indepedent Cafe,25.0,,,,,,
122188,2017,Hồ Chí Minh,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,Indepedent Cafe,,5.0,,,,,,
94215,2017,Hồ Chí Minh,Phúc Long,,Phúc Long,Phúc Long,,,,,,,,,,,,,
121551,2017,Hải Phòng,Trung Nguyên,,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
109780,2017,Hồ Chí Minh,Phúc Long,Phúc Long,Phúc Long,,,,,,,,,,,,,,
792962,2019,Cần Thơ,Other 1,Other,Other,Other,,,Know it well,Other,,,,,,,,,
138601,2017,Hồ Chí Minh,Thức Coffee,,Thức Coffee,,,,,,,,,,,,,,
822980,2019,Hà Nội,Other 1,Other,Other,Other,Other,Other,Know it well,Other,Not Applicable,Not Applicable,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),,,70.0
457637,2018,Hồ Chí Minh,Thức Coffee,,Thức Coffee,,,,,,,,,,,,,,
431626,2018,Hà Nội,The Coffee House,The Coffee House,The Coffee House,The Coffee House,The Coffee House,,,,,,,,,,8.0,Passive,
138826,2017,Hà Nội,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),,,,,,,,,,,,,,
135507,2017,Đà Nẵng,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,Street / Half street coffee (including carts),Street / Half street coffee (including carts),25.0,,,,,,
452644,2018,Hồ Chí Minh,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,6.0,Detractor,
117140,2017,Cần Thơ,Milano,,Milano,Milano,Milano,,,,,,,,,,7.0,Passive,
803915,2019,Hà Nội,Phúc Long,,Phúc Long,Phúc Long,Phúc Long,Phúc Long,Know it well,Phúc Long,Not Applicable,Not Applicable,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),9.0,Promoter,60.0
140709,2017,Hà Nội,Gong Cha,,Gong Cha,,,,,,,,,,,,,,
110804,2017,Hồ Chí Minh,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,1.0,,,,,,
443620,2018,Hải Phòng,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,,,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,70.0
806459,2019,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,Know it well,Highlands Coffee,,,,,,,,,
140140,2017,Hà Nội,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),,,,,,,,,,,,,,
409852,2018,Nha Trang,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
727611,2019,Hà Nội,Thức Coffee,,Thức Coffee,Thức Coffee,,,Know a little,,,,,,,,,,
358483,2018,Hà Nội,Cộng Cà Phê,,Cộng Cà Phê,,,,,,,,,,,,,,
803841,2019,Cần Thơ,Mê Trang,,Mê Trang,,,,Maybe do not know it,,,,,,,,,,
433128,2018,Hồ Chí Minh,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,Other 1,,8.0,30.0,240.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,240.0
455070,2018,Hồ Chí Minh,Phúc Long,,Phúc Long,Phúc Long,,,,,,,,,,,,,
823161,2019,Hồ Chí Minh,Viva Star,,Viva Star,,,,Know a little,,,,,,,,,,
732817,2019,Nha Trang,Street,,Street,,,,Maybe do not know it,,,,,,,,,,
453684,2018,Đà Nẵng,Trung Nguyên,,Trung Nguyên,,,,,,,,,,,,,,
133396,2017,Cần Thơ,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,Indepedent Cafe,,,Indepedent Cafe,,5.0,,,,,,
123542,2017,Đà Nẵng,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,2.0,,,,,,
442526,2018,Hồ Chí Minh,Phúc Long,,Phúc Long,Phúc Long,,,,,,,,,,,,,
781864,2019,Hải Phòng,Milano,,Milano,Milano,Milano,Milano,Maybe do not know it,,Not Applicable,Not Applicable,1.0,17.0,17.0,Seg.01 - Mass (<VND 25K),6.0,Detractor,17.0
737867,2019,Hải Phòng,Other 1,Other,Other,Other,,,Maybe do not know it,,,,,,,,,,
411843,2018,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,3.0,80.0,240.0,Seg.03 - Premium (VND 60K - VND 99K),10.0,Promoter,240.0
452616,2018,Hà Nội,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,,,3.0,30.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,90.0
801083,2019,Hà Nội,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,,,,Know a little,,,,,,,,,,
788783,2019,Hồ Chí Minh,Other 1,Other,Other,Other,Other,Other,Know it very well,Other,Not Applicable,Not Applicable,2.0,15.0,30.0,Seg.01 - Mass (<VND 25K),9.0,Promoter,30.0
814695,2019,Cần Thơ,Street,,Street,,,,Know a little,Street,,,,,,,,,
370874,2018,Hồ Chí Minh,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,,
109210,2017,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,,,,,,,,,,
794003,2019,Nha Trang,Other 1,Other,Other,Other,Other,Other,Know it well,Other,Other,Other,60.0,10.0,600.0,Seg.01 - Mass (<VND 25K),,,600.0
813875,2019,Hà Nội,Street,,Street,Street,Street,Street,Maybe do not know it,,Not Applicable,Not Applicable,1.0,20.0,20.0,Seg.01 - Mass (<VND 25K),9.0,Promoter,20.0
444678,2018,Hà Nội,Starbucks,Starbucks,Starbucks,Starbucks,Starbucks,Starbucks,,,Starbucks,,5.0,72.0,360.0,Seg.03 - Premium (VND 60K - VND 99K),8.0,Passive,360.0
122817,2017,Hà Nội,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,,
414071,2018,Hồ Chí Minh,Viva Star,,Viva Star,,,,,,,,,,,,,,
138505,2017,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,3.0,,,,8.0,Passive,
797611,2019,Đà Nẵng,Long Cafe,,Long Cafe,,,,Know it well,,,,,,,,,,
448271,2018,Hồ Chí Minh,Coffee Bean & Tea Leaf,,Coffee Bean & Tea Leaf,,,,,,,,,,,,,,
138507,2017,Hà Nội,Highlands Coffee,,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,,,,,,10.0,Promoter,
828866,2019,Hà Nội,Cộng Cà Phê,,Cộng Cà Phê,Cộng Cà Phê,Cộng Cà Phê,,Know it well,Cộng Cà Phê,,,,,,,7.0,Passive,
448300,2018,Hà Nội,Highlands Coffee,,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,,,,,,8.0,Passive,
111461,2017,Hồ Chí Minh,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,
798287,2019,Hải Phòng,Street,Street,Street,Street,Street,Street,Know it well,Street,Street,Not Applicable,4.0,15.0,60.0,Seg.01 - Mass (<VND 25K),7.0,Passive,60.0
435084,2018,Hồ Chí Minh,Passio,,Passio,Passio,,,,,,,,,,,,,
133962,2017,Hồ Chí Minh,Urban Station,,Urban Station,Urban Station,,,,,,,,,,,,,
437240,2018,Hà Nội,Other 3,Other 3,Other 3,Other 3,Other 3,,,,,,,,,,7.0,Passive,
131089,2017,Hồ Chí Minh,Phúc Long,,Phúc Long,Phúc Long,,,,,,,,,,,,,
413246,2018,Hồ Chí Minh,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,,,,,,,,,,
825180,2019,Hà Nội,The Coffee House,,The Coffee House,The Coffee House,The Coffee House,,Know a little,,,,,,,,7.0,Passive,
134924,2017,Hải Phòng,Gong Cha,,Gong Cha,Gong Cha,,,,,,,,,,,,,
430332,2018,Hà Nội,Highlands Coffee,,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,1.0,60.0,60.0,Seg.03 - Premium (VND 60K - VND 99K),8.0,Passive,60.0
445818,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,6.0,Detractor,
756044,2019,Hồ Chí Minh,Long Cafe,,Long Cafe,,,,Maybe do not know it,,,,,,,,,,
757600,2019,Hồ Chí Minh,The Coffee House,,The Coffee House,The Coffee House,The Coffee House,,Know it well,,,,,,,,8.0,Passive,
408350,2018,Đà Nẵng,Mộc Miên,,Mộc Miên,Mộc Miên,,,,,,,,,,,,,
789371,2019,Đà Nẵng,Phúc Long,Phúc Long,Phúc Long,,,,Know a little,,,,,,,,,,
814741,2019,Cần Thơ,Mê Trang,,Mê Trang,,,,Know a little,,,,,,,,,,
141274,2017,Hà Nội,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
112517,2017,Hải Phòng,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,
123898,2017,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,,,,,,,,,,
448915,2018,Nha Trang,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,Other 1,Other 1,18.0,17.0,306.0,Seg.01 - Mass (<VND 25K),8.0,Passive,306.0
443634,2018,Hải Phòng,Milano,,Milano,Milano,Milano,Milano,,,Milano,,7.0,30.0,210.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,210.0
408800,2018,Hồ Chí Minh,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,Other 1,,6.0,20.0,120.0,Seg.01 - Mass (<VND 25K),9.0,Promoter,120.0
798237,2019,Nha Trang,Aha Cafe,,Aha Cafe,,,,Maybe do not know it,,,,,,,,,,
807765,2019,Hải Phòng,Other 1,Other,Other,Other,Other,Other,Know it very well,Other,Not Applicable,Not Applicable,1.0,45.0,45.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,45.0
784503,2019,Hà Nội,The Coffee House,The Coffee House,The Coffee House,The Coffee House,The Coffee House,The Coffee House,Know it very well,The Coffee House,The Coffee House,Not Applicable,8.0,45.0,360.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,360.0
742021,2019,Hồ Chí Minh,Thức Coffee,,Thức Coffee,Thức Coffee,,,Know a little,Thức Coffee,,,,,,,,,
458231,2018,Hà Nội,Other 1,,Other 1,Other 1,Other 1,,,,,,,,,,8.0,Passive,
738140,2019,Hồ Chí Minh,Passio,,Passio,Passio,,,Know a little,,,,,,,,,,
731390,2019,Nha Trang,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,Know a little,,,,,,,,,,
757809,2019,Hà Nội,Street,,Street,Street,,,Know it well,,,,,,,,,,
108723,2017,Cần Thơ,Trung Nguyên,,Trung Nguyên,,,,,,,,,,,,,,
787704,2019,Cần Thơ,Other 1,,Other,Other,Other,,Know it well,Other,,,,,,,9.0,Promoter,
110391,2017,Hải Phòng,Street / Half street coffee (including carts),,Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,,,,,,,,,
133100,2017,Hồ Chí Minh,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
446446,2018,Hải Phòng,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,Highlands Coffee,,9.0,59.0,531.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,531.0
836202,2019,Cần Thơ,Other 1,Other,Other,Other,Other,Other,Know it very well,Other,Other,Other,27.0,9.0,243.0,Seg.01 - Mass (<VND 25K),9.0,Promoter,243.0
113105,2017,Hải Phòng,Other Branded Cafe Chain,,Other Branded Cafe Chain,,,,,,,,,,,,,,
836215,2019,Hồ Chí Minh,Viva Star,,Viva Star,Viva Star,,,Know it well,Viva Star,,,,,,,,,
813645,2019,Hà Nội,Street,,Street,Street,Street,Street,Maybe do not know it,,Not Applicable,Not Applicable,3.0,30.0,90.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,90.0
455808,2018,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,Highlands Coffee,,8.0,40.0,320.0,Seg.02 - Mass Asp (VND 25K - VND 59K),10.0,Promoter,320.0
138935,2017,Đà Nẵng,Coffee Bean & Tea Leaf,,Coffee Bean & Tea Leaf,Coffee Bean & Tea Leaf,,,,,,,,,,,,,
411815,2018,Hà Nội,Aha Cafe,,Aha Cafe,,,,,,,,,,,,,,
106657,2017,Hà Nội,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,2.0,,,,8.0,Passive,
449500,2018,Hải Phòng,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,2.0,35.0,70.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,70.0
453415,2018,Đà Nẵng,Trung Nguyên,,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
839340,2019,Hồ Chí Minh,Runam cafe,,Runam cafe,,,,Know a little,,,,,,,,,,
370954,2018,Hồ Chí Minh,Highlands Coffee,,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,,,,,1.0,49.0,49.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,49.0
792148,2019,Hải Phòng,Trung Nguyên,,Trung Nguyên,Trung Nguyên,Trung Nguyên,,Know a little,,,,,,,,7.0,Passive,
358482,2018,Hà Nội,Aha Cafe,,Aha Cafe,Aha Cafe,Aha Cafe,Aha Cafe,,,,,2.0,30.0,60.0,Seg.02 - Mass Asp (VND 25K - VND 59K),9.0,Promoter,60.0
844457,2019,Cần Thơ,Other 2,Other,Other,Other,Other,,Know it well,Other,,,,,,,8.0,Passive,
441972,2018,Nha Trang,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,,,1.0,10.0,10.0,Seg.01 - Mass (<VND 25K),7.0,Passive,10.0
816350,2019,Nha Trang,Trung Nguyên,,Trung Nguyên,,,,Maybe do not know it,,,,,,,,,,
731526,2019,Hà Nội,Trung Nguyên,,Trung Nguyên,,,,Know a little,,,,,,,,,,
121687,2017,Hà Nội,Starbucks,,Starbucks,Starbucks,,,,,,,,,,,,,
440427,2018,Nha Trang,Other 1,Other 1,Other 1,Other 1,Other 1,Other 1,,,Other 1,Other 1,30.0,28.0,840.0,Seg.02 - Mass Asp (VND 25K - VND 59K),8.0,Passive,840.0
381498,2018,Hà Nội,Starbucks,,Starbucks,,,,,,,,,,,,,,
803152,2019,Nha Trang,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,Maybe do not know it,,,,,,,,,,
831022,2019,Hồ Chí Minh,The Coffee House,,The Coffee House,,,,Know a little,,,,,,,,,,
111496,2017,Hồ Chí Minh,Trung Nguyên,Trung Nguyên,Trung Nguyên,Trung Nguyên,,,,,,,,,,,,,
392712,2018,Đà Nẵng,Highlands Coffee,,Highlands Coffee,,,,,,,,,,,,,,
810052,2019,Hải Phòng,Milano,Milano,Milano,Milano,Milano,Milano,Know it well,Milano,Not Applicable,Not Applicable,2.0,17.0,34.0,Seg.01 - Mass (<VND 25K),9.0,Promoter,34.0
348307,2018,Cần Thơ,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),Street / Half street coffee (including carts),,,Street / Half street coffee (including carts),,10.0,8.0,80.0,Seg.01 - Mass (<VND 25K),8.0,Passive,80.0
348401,2018,Cần Thơ,Other 3,Other 3,Other 3,Other 3,,,,,,,,,,,,,
838054,2019,Cần Thơ,Street,,Street,Street,Street,Street,Know it well,Street,Not Applicable,Not Applicable,2.0,15.0,30.0,Seg.01 - Mass (<VND 25K),10.0,Promoter,30.0
122590,2017,Hồ Chí Minh,Highlands Coffee,,Highlands Coffee,,,,,,,,,,,,,,
